,group,round,id_in_group,split,high,guess,win,turker,strategy
0,1,1,1,1,0,35.0,0,ATJQ7ZHUVJQPF,
1,1,1,2,1,0,64.0,0,A1V2H0UF94ATWY,
2,1,1,3,1,0,29.0,1,A1PCI3BBLKRFRQ,
3,1,1,4,1,0,0.0,0,A1EML5NDXVXM5B,
4,1,1,5,1,0,46.0,0,A1BCKHXNCDX325,
5,1,1,6,1,0,7.0,0,A2ELYTGQYWVGBG,
6,1,1,7,1,0,52.0,0,A2UVRUISY5JM9U,
7,1,1,8,1,0,46.0,0,A2X3O8OGDVDPD6,
8,1,2,1,1,0,19.0,1,ATJQ7ZHUVJQPF,
9,1,2,2,1,0,32.0,0,A1V2H0UF94ATWY,
10,1,2,3,1,0,46.0,0,A1PCI3BBLKRFRQ,
11,1,2,4,1,0,10.0,0,A1EML5NDXVXM5B,
12,1,2,5,1,0,57.0,0,A1BCKHXNCDX325,
13,1,2,6,1,0,37.0,0,A2ELYTGQYWVGBG,
14,1,2,7,1,0,13.0,0,A2UVRUISY5JM9U,
15,1,2,8,1,0,18.0,0,A2X3O8OGDVDPD6,
16,1,3,1,1,0,30.0,0,ATJQ7ZHUVJQPF,
17,1,3,2,1,0,32.0,0,A1V2H0UF94ATWY,
18,1,3,3,1,0,34.0,0,A1PCI3BBLKRFRQ,
19,1,3,4,1,0,15.0,0,A1EML5NDXVXM5B,
20,1,3,5,1,0,24.0,0,A1BCKHXNCDX325,
21,1,3,6,1,0,25.0,0,A2ELYTGQYWVGBG,
22,1,3,7,1,0,21.0,1,A2UVRUISY5JM9U,
23,1,3,8,1,0,73.0,0,A2X3O8OGDVDPD6,
24,1,4,1,1,0,60.0,0,ATJQ7ZHUVJQPF,
25,1,4,2,1,0,16.0,0,A1V2H0UF94ATWY,
26,1,4,3,1,0,50.0,0,A1PCI3BBLKRFRQ,
27,1,4,4,1,0,20.0,1,A1EML5NDXVXM5B,
28,1,4,5,1,0,27.0,0,A1BCKHXNCDX325,
29,1,4,6,1,0,22.0,0,A2ELYTGQYWVGBG,
30,1,4,7,1,0,20.0,1,A2UVRUISY5JM9U,
31,1,4,8,1,0,24.0,0,A2X3O8OGDVDPD6,
32,1,5,1,1,0,25.0,0,ATJQ7ZHUVJQPF,
33,1,5,2,1,0,18.0,0,A1V2H0UF94ATWY,
34,1,5,3,1,0,34.0,0,A1PCI3BBLKRFRQ,
35,1,5,4,1,0,20.0,0,A1EML5NDXVXM5B,
