,group,round,id_in_group,split,high,guess,win,turker,strategy
0,1,1,1,0,1,60.0,1,A36Y6LV9NJMQJP,
1,1,1,2,0,1,66.0,0,A2TGOIW7U237NO,
2,1,2,1,0,1,45.0,1,A36Y6LV9NJMQJP,
3,1,2,2,0,1,45.0,1,A2TGOIW7U237NO,
4,1,3,1,0,1,75.0,0,A36Y6LV9NJMQJP,
5,1,3,2,0,1,20.0,1,A2TGOIW7U237NO,
6,1,4,1,0,1,80.0,0,A36Y6LV9NJMQJP,
7,1,4,2,0,1,28.0,1,A2TGOIW7U237NO,
8,1,5,1,0,1,35.0,0,A36Y6LV9NJMQJP,
9,1,5,2,0,1,34.0,1,A2TGOIW7U237NO,
10,1,6,1,0,1,15.0,1,A36Y6LV9NJMQJP,
11,1,6,2,0,1,27.0,0,A2TGOIW7U237NO,
12,1,7,1,0,1,78.0,0,A36Y6LV9NJMQJP,
13,1,7,2,0,1,22.0,1,A2TGOIW7U237NO,
14,1,8,1,0,1,40.0,0,A36Y6LV9NJMQJP,I rotated between larger numbers and smaller ones each round
15,1,8,2,0,1,25.0,1,A2TGOIW7U237NO,Tried to figure a pattern to how the 2/3 value was moving and find a value about 5 within a range of it.
16,2,1,1,0,1,50.0,1,A3HT4AO5DN5J2B,
17,2,1,2,0,1,100.0,0,A7MW43YUFAPE9,
18,2,2,1,0,1,74.0,0,A3HT4AO5DN5J2B,
19,2,2,2,0,1,50.0,1,A7MW43YUFAPE9,
20,2,3,1,0,1,30.0,1,A3HT4AO5DN5J2B,
21,2,3,2,0,1,50.0,0,A7MW43YUFAPE9,
22,2,4,1,0,1,18.0,1,A3HT4AO5DN5J2B,
23,2,4,2,0,1,100.0,0,A7MW43YUFAPE9,
24,2,5,1,0,1,65.0,0,A3HT4AO5DN5J2B,
25,2,5,2,0,1,45.0,1,A7MW43YUFAPE9,
26,2,6,1,0,1,43.0,0,A3HT4AO5DN5J2B,
27,2,6,2,0,1,40.0,1,A7MW43YUFAPE9,
28,2,7,1,0,1,72.0,0,A3HT4AO5DN5J2B,
29,2,7,2,0,1,50.0,1,A7MW43YUFAPE9,
30,2,8,1,0,1,50.0,0,A3HT4AO5DN5J2B,I didn't really have a strategy.  I started out with going middle of the road (50) and then went lower or higher depending what number popped into my head first.  
31,2,8,2,0,1,45.0,1,A7MW43YUFAPE9,I tried to pick a number close to the averages
32,3,1,1,0,1,100.0,0,A2VQSK29ROH94W,
33,3,1,2,0,1,37.0,1,AXAA7E01T1LJA,
34,3,2,1,0,1,2.0,1,A2VQSK29ROH94W,
35,3,2,2,0,1,45.0,0,AXAA7E01T1LJA,
36,3,3,1,0,1,11.0,1,A2VQSK29ROH94W,
37,3,3,2,0,1,49.0,0,AXAA7E01T1LJA,
38,3,4,1,0,1,22.0,1,A2VQSK29ROH94W,
39,3,4,2,0,1,23.0,0,AXAA7E01T1LJA,
40,3,5,1,0,1,19.0,0,A2VQSK29ROH94W,
41,3,5,2,0,1,18.0,1,AXAA7E01T1LJA,
42,3,6,1,0,1,11.0,1,A2VQSK29ROH94W,
43,3,6,2,0,1,23.0,0,AXAA7E01T1LJA,
44,3,7,1,0,1,9.0,1,A2VQSK29ROH94W,
45,3,7,2,0,1,13.0,0,AXAA7E01T1LJA,
46,3,8,1,0,1,27.0,0,A2VQSK29ROH94W,"Initially I was hoping we would both choose $1 since the directions said if both players choose $1 the payout is $1 for both people. When I realized that they didn't notice this,  I instead just went for the lowest possible number that I thought would still get the bonus."
47,3,8,2,0,1,5.0,1,AXAA7E01T1LJA,picked my best possible guess for 2/3 of the previous number.
48,4,1,1,0,1,100.0,0,A1P74XUJ8AKQGO,
49,4,1,2,0,1,23.0,1,A1LK6QRCHJQGAE,
50,4,2,1,0,1,30.0,1,A1P74XUJ8AKQGO,
51,4,2,2,0,1,73.0,0,A1LK6QRCHJQGAE,
52,4,3,1,0,1,50.0,0,A1P74XUJ8AKQGO,
53,4,3,2,0,1,44.0,1,A1LK6QRCHJQGAE,
54,4,4,1,0,1,30.0,1,A1P74XUJ8AKQGO,
55,4,4,2,0,1,63.0,0,A1LK6QRCHJQGAE,
56,4,5,1,0,1,35.0,1,A1P74XUJ8AKQGO,
57,4,5,2,0,1,53.0,0,A1LK6QRCHJQGAE,
58,4,6,1,0,1,30.0,0,A1P74XUJ8AKQGO,
59,4,6,2,0,1,21.0,1,A1LK6QRCHJQGAE,
60,4,7,1,0,1,15.0,1,A1P74XUJ8AKQGO,
61,4,7,2,0,1,41.0,0,A1LK6QRCHJQGAE,
62,4,8,1,0,1,10.0,1,A1P74XUJ8AKQGO,"After first round, I understand that if choose a lower value than the other player, I get to win the bonus. So, I chose low value at the other round but still trying to maximize the bonus amount."
63,4,8,2,0,1,55.0,0,A1LK6QRCHJQGAE,I quite literally just randomly guessed numbers.
64,5,1,1,0,1,61.0,0,A2APVPVSZRKPEG,
65,5,1,2,0,1,51.0,1,A25L985XCNESXE,
66,5,2,1,0,1,47.0,1,A2APVPVSZRKPEG,
67,5,2,2,0,1,49.0,0,A25L985XCNESXE,
68,5,3,1,0,1,50.0,1,A2APVPVSZRKPEG,
69,5,3,2,0,1,51.0,0,A25L985XCNESXE,
70,5,4,1,0,1,45.0,1,A2APVPVSZRKPEG,
71,5,4,2,0,1,50.0,0,A25L985XCNESXE,
72,5,5,1,0,1,35.0,1,A2APVPVSZRKPEG,
73,5,5,2,0,1,44.0,0,A25L985XCNESXE,
74,5,6,1,0,1,30.0,1,A2APVPVSZRKPEG,
75,5,6,2,0,1,51.0,0,A25L985XCNESXE,
76,5,7,1,0,1,30.0,0,A2APVPVSZRKPEG,
77,5,7,2,0,1,26.0,1,A25L985XCNESXE,
78,5,8,1,0,1,25.0,0,A2APVPVSZRKPEG,Not much of a strategy aside from decreasing my numbers slightly to somewhat follow the decreasing average.
79,5,8,2,0,1,21.0,1,A25L985XCNESXE,"I guessed, but then I noticed that it looked like the other player was consistently going lower on the guesses so I followed suit. I only wish I would have realized sooner! It was fun. Thank you!"
80,6,1,1,0,1,33.0,1,A2LX5G9FWLYBIW,
81,6,1,2,0,1,90.0,0,A10YGFN8NW849U,
82,6,2,1,0,1,77.0,0,A2LX5G9FWLYBIW,
83,6,2,2,0,1,13.0,1,A10YGFN8NW849U,
84,6,3,1,0,1,55.0,0,A2LX5G9FWLYBIW,
85,6,3,2,0,1,23.0,1,A10YGFN8NW849U,
86,6,4,1,0,1,11.0,1,A2LX5G9FWLYBIW,
87,6,4,2,0,1,32.0,0,A10YGFN8NW849U,
88,6,5,1,0,1,17.0,0,A2LX5G9FWLYBIW,
89,6,5,2,0,1,4.0,1,A10YGFN8NW849U,
90,6,6,1,0,1,23.0,0,A2LX5G9FWLYBIW,
91,6,6,2,0,1,2.0,1,A10YGFN8NW849U,
92,6,7,1,0,1,3.0,0,A2LX5G9FWLYBIW,
93,6,7,2,0,1,2.0,1,A10YGFN8NW849U,
94,6,8,1,0,1,1.0,1,A2LX5G9FWLYBIW,guess 
95,6,8,2,0,1,1.0,1,A10YGFN8NW849U,I estimated 2/3 of the number as closely as I could in my head. It was challenging for me since math is not my strong point!
96,7,1,1,0,1,100.0,0,AUXFTGFNKHP4Z,
97,7,1,2,0,1,27.0,1,A3BOY7SUI425MK,
98,7,2,1,0,1,100.0,0,AUXFTGFNKHP4Z,
99,7,2,2,0,1,50.0,1,A3BOY7SUI425MK,
100,7,3,1,0,1,65.0,1,AUXFTGFNKHP4Z,
