,name,group,round,id_in_group,split,high,guess,twothirds,best,win,payoff,id,strategy
1938,GoR_2,222,2,1,0,1,100.0,56.67,70.0,0,0.85,z0djjuj3,
1939,GoR_2,222,2,2,0,1,70.0,56.67,70.0,1,4.55,a7k13vwc,
1940,GoR_2,222,3,1,0,1,100.0,61.67,85.0,0,0.85,z0djjuj3,
1941,GoR_2,222,3,2,0,1,85.0,61.67,85.0,1,4.55,a7k13vwc,
1942,GoR_2,222,4,1,0,1,100.0,48.33,45.0,0,0.85,z0djjuj3,
1943,GoR_2,222,4,2,0,1,45.0,48.33,45.0,1,4.55,a7k13vwc,
1944,GoR_2,222,5,1,0,1,100.0,61.67,85.0,0,0.85,z0djjuj3,
1945,GoR_2,222,5,2,0,1,85.0,61.67,85.0,1,4.55,a7k13vwc,
1946,GoR_2,222,6,1,0,1,100.0,38.33,15.0,0,0.85,z0djjuj3,
1947,GoR_2,222,6,2,0,1,15.0,38.33,15.0,1,4.55,a7k13vwc,
1948,GoR_2,222,7,1,0,1,85.0,56.67,85.0,1,0.85,z0djjuj3,
1949,GoR_2,222,7,2,0,1,85.0,56.67,85.0,1,4.55,a7k13vwc,
1950,GoR_2,222,8,1,0,1,85.0,35.0,20.0,0,0.85,z0djjuj3,I wanted the best outcome for both - sadly the other person did not understand.
1951,GoR_2,222,8,2,0,1,20.0,35.0,20.0,1,4.55,a7k13vwc,First I started at 50 because that always gives the person a half chance of winning then I chose to just go up by 20 and then down by 20 from the first number I started with. Then I ended by randomly choosing even numbers. 
1952,GoR_2,228,1,1,1,0,37.0,27.33,37.0,1,1.35,28kt8nwp,
1953,GoR_2,228,1,2,1,0,45.0,27.33,37.0,0,1.01,3z9iv1yl,
1954,GoR_2,228,2,1,1,0,85.0,40.0,35.0,0,1.35,28kt8nwp,
1955,GoR_2,228,2,2,1,0,35.0,40.0,35.0,1,1.01,3z9iv1yl,
1956,GoR_2,228,3,1,1,0,48.0,32.67,48.0,1,1.35,28kt8nwp,
1957,GoR_2,228,3,2,1,0,50.0,32.67,48.0,0,1.01,3z9iv1yl,
1958,GoR_2,228,4,1,1,0,32.0,27.33,32.0,1,1.35,28kt8nwp,
1959,GoR_2,228,4,2,1,0,50.0,27.33,32.0,0,1.01,3z9iv1yl,
1960,GoR_2,228,5,1,1,0,41.0,27.0,40.0,0,1.35,28kt8nwp,
1961,GoR_2,228,5,2,1,0,40.0,27.0,40.0,1,1.01,3z9iv1yl,
1962,GoR_2,228,6,1,1,0,33.0,15.67,14.0,0,1.35,28kt8nwp,
1963,GoR_2,228,6,2,1,0,14.0,15.67,14.0,1,1.01,3z9iv1yl,
1964,GoR_2,228,7,1,1,0,18.0,18.0,18.0,1,1.35,28kt8nwp,
1965,GoR_2,228,7,2,1,0,36.0,18.0,18.0,0,1.01,3z9iv1yl,
1966,GoR_2,228,8,1,1,0,28.0,13.33,12.0,0,1.35,28kt8nwp,My strategy was to guess slightly lower than my aponant.
1967,GoR_2,228,8,2,1,0,12.0,13.33,12.0,1,1.01,3z9iv1yl,adding two numbers and multiplying it by two-third.          
1968,GoR_2,230,1,1,0,1,50.0,19.33,8.0,0,0.4,5zwa3x9u,
1969,GoR_2,230,1,2,0,1,8.0,19.33,8.0,1,0.4,b47fyecf,
1970,GoR_2,230,2,1,0,1,14.0,5.67,3.0,0,0.4,5zwa3x9u,
1971,GoR_2,230,2,2,0,1,3.0,5.67,3.0,1,0.4,b47fyecf,
1972,GoR_2,230,3,1,0,1,8.0,5.67,8.0,1,0.4,5zwa3x9u,
1973,GoR_2,230,3,2,0,1,9.0,5.67,8.0,0,0.4,b47fyecf,
1974,GoR_2,230,4,1,0,1,8.0,5.33,8.0,1,0.4,5zwa3x9u,
1975,GoR_2,230,4,2,0,1,8.0,5.33,8.0,1,0.4,b47fyecf,
1976,GoR_2,230,5,1,0,1,8.0,5.33,8.0,1,0.4,5zwa3x9u,
1977,GoR_2,230,5,2,0,1,8.0,5.33,8.0,1,0.4,b47fyecf,
1978,GoR_2,230,6,1,0,1,8.0,6.0,8.0,1,0.4,5zwa3x9u,
1979,GoR_2,230,6,2,0,1,10.0,6.0,8.0,0,0.4,b47fyecf,
1980,GoR_2,230,7,1,0,1,8.0,5.33,8.0,1,0.4,5zwa3x9u,
1981,GoR_2,230,7,2,0,1,8.0,5.33,8.0,1,0.4,b47fyecf,
1982,GoR_2,230,8,1,0,1,8.0,4.33,5.0,0,0.4,5zwa3x9u,I stuck with the number that kept winning 
1983,GoR_2,230,8,2,0,1,5.0,4.33,5.0,1,0.4,b47fyecf,Chosen my lucky number.
1984,GoR_2,231,1,1,1,0,7.0,34.0,7.0,1,0.15,eeu9o3fy,
1985,GoR_2,231,1,2,1,0,95.0,34.0,7.0,0,0.34,yczqmvsp,
1986,GoR_2,231,2,1,1,0,47.0,18.33,8.0,0,0.15,eeu9o3fy,
1987,GoR_2,231,2,2,1,0,8.0,18.33,8.0,1,0.34,yczqmvsp,
1988,GoR_2,231,3,1,1,0,3.0,4.0,3.0,1,0.15,eeu9o3fy,
1989,GoR_2,231,3,2,1,0,9.0,4.0,3.0,0,0.34,yczqmvsp,
1990,GoR_2,231,4,1,1,0,5.0,5.33,5.0,1,0.15,eeu9o3fy,
1991,GoR_2,231,4,2,1,0,11.0,5.33,5.0,0,0.34,yczqmvsp,
1992,GoR_2,231,5,1,1,0,9.0,5.33,7.0,0,0.15,eeu9o3fy,
1993,GoR_2,231,5,2,1,0,7.0,5.33,7.0,1,0.34,yczqmvsp,
1994,GoR_2,231,6,1,1,0,8.0,3.67,3.0,0,0.15,eeu9o3fy,
1995,GoR_2,231,6,2,1,0,3.0,3.67,3.0,1,0.34,yczqmvsp,
1996,GoR_2,231,7,1,1,0,55.0,21.0,8.0,0,0.15,eeu9o3fy,
1997,GoR_2,231,7,2,1,0,8.0,21.0,8.0,1,0.34,yczqmvsp,
1998,GoR_2,231,8,1,1,0,11.0,6.33,8.0,0,0.15,eeu9o3fy,Choose my lucky number
1999,GoR_2,231,8,2,1,0,8.0,6.33,8.0,1,0.34,yczqmvsp,CHOOSING BELOW 10
2000,GoR_2,233,1,1,1,1,44.0,34.33,44.0,1,1.5,1cu1y140,
2001,GoR_2,233,1,2,1,1,59.0,34.33,44.0,0,0.5,d315oinf,
2002,GoR_2,233,2,1,1,1,65.0,35.0,40.0,0,1.5,1cu1y140,
2003,GoR_2,233,2,2,1,1,40.0,35.0,40.0,1,0.5,d315oinf,
2004,GoR_2,233,3,1,1,1,40.0,35.0,40.0,1,1.5,1cu1y140,
2005,GoR_2,233,3,2,1,1,65.0,35.0,40.0,0,0.5,d315oinf,
2006,GoR_2,233,4,1,1,1,35.0,21.67,30.0,0,1.5,1cu1y140,
2007,GoR_2,233,4,2,1,1,30.0,21.67,30.0,1,0.5,d315oinf,
2008,GoR_2,233,5,1,1,1,25.0,33.33,25.0,1,1.5,1cu1y140,
2009,GoR_2,233,5,2,1,1,75.0,33.33,25.0,0,0.5,d315oinf,
2010,GoR_2,233,6,1,1,1,25.0,25.0,25.0,1,1.5,1cu1y140,
2011,GoR_2,233,6,2,1,1,50.0,25.0,25.0,0,0.5,d315oinf,
2012,GoR_2,233,7,1,1,1,20.0,16.67,20.0,1,1.5,1cu1y140,
2013,GoR_2,233,7,2,1,1,30.0,16.67,20.0,0,0.5,d315oinf,
2014,GoR_2,233,8,1,1,1,22.0,27.33,22.0,1,1.5,1cu1y140,I made estimates about how people might select numbers and made my selections.
2015,GoR_2,233,8,2,1,1,60.0,27.33,22.0,0,0.5,d315oinf,guessed
2016,GoR_2,234,1,1,1,0,35.0,36.67,35.0,1,0.91,gl1yta9z,
2017,GoR_2,234,1,2,1,0,75.0,36.67,35.0,0,1.6,z8fjo5ok,
2018,GoR_2,234,2,1,1,0,56.0,32.0,40.0,0,0.91,gl1yta9z,
2019,GoR_2,234,2,2,1,0,40.0,32.0,40.0,1,1.6,z8fjo5ok,
2020,GoR_2,234,3,1,1,0,29.0,19.0,28.0,0,0.91,gl1yta9z,
2021,GoR_2,234,3,2,1,0,28.0,19.0,28.0,1,1.6,z8fjo5ok,
2022,GoR_2,234,4,1,1,0,45.0,27.0,36.0,0,0.91,gl1yta9z,
2023,GoR_2,234,4,2,1,0,36.0,27.0,36.0,1,1.6,z8fjo5ok,
2024,GoR_2,234,5,1,1,0,45.0,25.0,30.0,0,0.91,gl1yta9z,
2025,GoR_2,234,5,2,1,0,30.0,25.0,30.0,1,1.6,z8fjo5ok,
2026,GoR_2,234,6,1,1,0,30.0,22.33,30.0,1,0.91,gl1yta9z,
2027,GoR_2,234,6,2,1,0,37.0,22.33,30.0,0,1.6,z8fjo5ok,
2028,GoR_2,234,7,1,1,0,37.0,21.0,26.0,0,0.91,gl1yta9z,
2029,GoR_2,234,7,2,1,0,26.0,21.0,26.0,1,1.6,z8fjo5ok,
2030,GoR_2,234,8,1,1,0,26.0,20.0,26.0,1,0.91,gl1yta9z,I took the averages of the last two moves and selected a number around that average
2031,GoR_2,234,8,2,1,0,34.0,20.0,26.0,0,1.6,z8fjo5ok,"That most of the answers were between 20-40, so usually the mean worked for me."
2032,GoR_2,235,1,1,0,0,50.0,23.67,21.0,0,2.33,x8jukfo9,
2033,GoR_2,235,1,2,0,0,21.0,23.67,21.0,1,1.16,vt285d6t,
2034,GoR_2,235,2,1,0,0,33.0,30.0,33.0,1,2.33,x8jukfo9,
2035,GoR_2,235,2,2,0,0,57.0,30.0,33.0,0,1.16,vt285d6t,
2036,GoR_2,235,3,1,0,0,60.0,45.67,60.0,1,2.33,x8jukfo9,
2037,GoR_2,235,3,2,0,0,77.0,45.67,60.0,0,1.16,vt285d6t,
2038,GoR_2,235,4,1,0,0,40.0,29.33,40.0,1,2.33,x8jukfo9,
2039,GoR_2,235,4,2,0,0,48.0,29.33,40.0,0,1.16,vt285d6t,
2040,GoR_2,235,5,1,0,0,40.0,40.0,40.0,1,2.33,x8jukfo9,
2041,GoR_2,235,5,2,0,0,80.0,40.0,40.0,0,1.16,vt285d6t,
2042,GoR_2,235,6,1,0,0,66.0,33.0,33.0,0,2.33,x8jukfo9,
2043,GoR_2,235,6,2,0,0,33.0,33.0,33.0,1,1.16,vt285d6t,
2044,GoR_2,235,7,1,0,0,60.0,53.0,60.0,1,2.33,x8jukfo9,
2045,GoR_2,235,7,2,0,0,99.0,53.0,60.0,0,1.16,vt285d6t,
2046,GoR_2,235,8,1,0,0,99.0,53.67,62.0,0,2.33,x8jukfo9,I tried to alternate between around 1/3 to 2/3 of the maximum value hoping the other participant might try to match me the next round. I did the close to the same number a few times just to see how they would react. When I saw at the second to last round they put in 99 I thought they might be trying something so I put in 99 for the next round hoping we had both magically agreed on getting 99 cents.
2047,GoR_2,235,8,2,0,0,62.0,53.67,62.0,1,1.16,vt285d6t,No strategy just some favorite numbers and a couple just pulled from my head
2048,GoR_2,236,1,1,0,1,63.0,54.33,63.0,1,1.96,qsi2u6to,
2049,GoR_2,236,1,2,0,1,100.0,54.33,63.0,0,1.22,yrhucfsl,
2050,GoR_2,236,2,1,0,1,50.0,50.0,50.0,1,1.96,qsi2u6to,
2051,GoR_2,236,2,2,0,1,100.0,50.0,50.0,0,1.22,yrhucfsl,
2052,GoR_2,236,3,1,0,1,50.0,33.33,50.0,1,1.96,qsi2u6to,
2053,GoR_2,236,3,2,0,1,50.0,33.33,50.0,1,1.22,yrhucfsl,
2054,GoR_2,236,4,1,0,1,55.0,35.0,50.0,0,1.96,qsi2u6to,
2055,GoR_2,236,4,2,0,1,50.0,35.0,50.0,1,1.22,yrhucfsl,
2056,GoR_2,236,5,1,0,1,33.0,27.0,33.0,1,1.96,qsi2u6to,
2057,GoR_2,236,5,2,0,1,48.0,27.0,33.0,0,1.22,yrhucfsl,
2058,GoR_2,236,6,1,0,1,25.0,13.33,15.0,0,1.96,qsi2u6to,
2059,GoR_2,236,6,2,0,1,15.0,13.33,15.0,1,1.22,yrhucfsl,
2060,GoR_2,236,7,1,0,1,15.0,7.33,7.0,0,1.96,qsi2u6to,
2061,GoR_2,236,7,2,0,1,7.0,7.33,7.0,1,1.22,yrhucfsl,
2062,GoR_2,236,8,1,0,1,0.0,2.33,0.0,1,1.96,qsi2u6to,I just tried to go down according to the popular thing.
2063,GoR_2,236,8,2,0,1,7.0,2.33,0.0,0,1.22,yrhucfsl,"If the other player read the rules, if we both guessed 100, we would have won 1 dollar each time. They didn't do that the first two rounds so I started halving my guesses."
2064,GoR_2,237,1,1,0,1,100.0,44.67,34.0,0,0.45,g6q63znc,
2065,GoR_2,237,1,2,0,1,34.0,44.67,34.0,1,3.35,57h6pz38,
2066,GoR_2,237,2,1,0,1,56.0,36.67,54.0,0,0.45,g6q63znc,
2067,GoR_2,237,2,2,0,1,54.0,36.67,54.0,1,3.35,57h6pz38,
2068,GoR_2,237,3,1,0,1,80.0,52.33,77.0,0,0.45,g6q63znc,
2069,GoR_2,237,3,2,0,1,77.0,52.33,77.0,1,3.35,57h6pz38,
2070,GoR_2,237,4,1,0,1,63.0,35.33,43.0,0,0.45,g6q63znc,
2071,GoR_2,237,4,2,0,1,43.0,35.33,43.0,1,3.35,57h6pz38,
2072,GoR_2,237,5,1,0,1,45.0,33.67,45.0,1,0.45,g6q63znc,
2073,GoR_2,237,5,2,0,1,56.0,33.67,45.0,0,3.35,57h6pz38,
2074,GoR_2,237,6,1,0,1,52.0,31.67,43.0,0,0.45,g6q63znc,
2075,GoR_2,237,6,2,0,1,43.0,31.67,43.0,1,3.35,57h6pz38,
2076,GoR_2,237,7,1,0,1,48.0,31.0,45.0,0,0.45,g6q63znc,
2077,GoR_2,237,7,2,0,1,45.0,31.0,45.0,1,3.35,57h6pz38,
2078,GoR_2,237,8,1,0,1,50.0,29.67,39.0,0,0.45,g6q63znc,i tried to look at average but it did not work
2079,GoR_2,237,8,2,0,1,39.0,29.67,39.0,1,3.35,57h6pz38,I tried to guess lower numbers rather than higher to see is that is what most people were guessing. 
2080,GoR_2,238,1,1,1,0,50.0,25.0,25.0,0,0.85,ymk187je,
2081,GoR_2,238,1,2,1,0,25.0,25.0,25.0,1,0.92,0hfgy9k8,
2082,GoR_2,238,2,1,1,0,75.0,35.0,30.0,0,0.85,ymk187je,
2083,GoR_2,238,2,2,1,0,30.0,35.0,30.0,1,0.92,0hfgy9k8,
2084,GoR_2,238,3,1,1,0,30.0,17.33,22.0,0,0.85,ymk187je,
2085,GoR_2,238,3,2,1,0,22.0,17.33,22.0,1,0.92,0hfgy9k8,
2086,GoR_2,238,4,1,1,0,20.0,18.33,20.0,1,0.85,ymk187je,
2087,GoR_2,238,4,2,1,0,35.0,18.33,20.0,0,0.92,0hfgy9k8,
2088,GoR_2,238,5,1,1,0,25.0,21.67,25.0,1,0.85,ymk187je,
2089,GoR_2,238,5,2,1,0,40.0,21.67,25.0,0,0.92,0hfgy9k8,
2090,GoR_2,238,6,1,1,0,20.0,15.0,20.0,1,0.85,ymk187je,
2091,GoR_2,238,6,2,1,0,25.0,15.0,20.0,0,0.92,0hfgy9k8,
2092,GoR_2,238,7,1,1,0,20.0,16.67,20.0,1,0.85,ymk187je,
2093,GoR_2,238,7,2,1,0,30.0,16.67,20.0,0,0.92,0hfgy9k8,
2094,GoR_2,238,8,1,1,0,20.0,11.67,15.0,0,0.85,ymk187je,Tried to guess low.
2095,GoR_2,238,8,2,1,0,15.0,11.67,15.0,1,0.92,0hfgy9k8,try to select small numbers.
2096,GoR_2,240,1,1,0,1,50.0,44.0,50.0,1,2.81,lxv6dbg9,
2097,GoR_2,240,1,2,0,1,82.0,44.0,50.0,0,1.2,jk9qldgh,
2098,GoR_2,240,2,1,0,1,50.0,33.67,50.0,1,2.81,lxv6dbg9,
2099,GoR_2,240,2,2,0,1,51.0,33.67,50.0,0,1.2,jk9qldgh,
2100,GoR_2,240,3,1,0,1,50.0,33.33,50.0,1,2.81,lxv6dbg9,
2101,GoR_2,240,3,2,0,1,50.0,33.33,50.0,1,1.2,jk9qldgh,
2102,GoR_2,240,4,1,0,1,50.0,33.33,50.0,1,2.81,lxv6dbg9,
2103,GoR_2,240,4,2,0,1,50.0,33.33,50.0,1,1.2,jk9qldgh,
2104,GoR_2,240,5,1,0,1,33.0,27.67,33.0,1,2.81,lxv6dbg9,
2105,GoR_2,240,5,2,0,1,50.0,27.67,33.0,0,1.2,jk9qldgh,
2106,GoR_2,240,6,1,0,1,25.0,25.0,25.0,1,2.81,lxv6dbg9,
2107,GoR_2,240,6,2,0,1,50.0,25.0,25.0,0,1.2,jk9qldgh,
2108,GoR_2,240,7,1,0,1,23.0,18.67,23.0,1,2.81,lxv6dbg9,
2109,GoR_2,240,7,2,0,1,33.0,18.67,23.0,0,1.2,jk9qldgh,
2110,GoR_2,240,8,1,0,1,23.0,14.33,20.0,0,2.81,lxv6dbg9,the amount would decrease because the player number increased.
2111,GoR_2,240,8,2,0,1,20.0,14.33,20.0,1,1.2,jk9qldgh,I DIDNT HAVE ONE
2112,GoR_2,243,1,1,0,0,73.0,52.0,73.0,1,0.95,mditv7x2,
2113,GoR_2,243,1,2,0,0,83.0,52.0,73.0,0,1.67,ky4esgry,
2114,GoR_2,243,2,1,0,0,68.0,37.67,45.0,0,0.95,mditv7x2,
2115,GoR_2,243,2,2,0,0,45.0,37.67,45.0,1,1.67,ky4esgry,
2116,GoR_2,243,3,1,0,0,53.0,34.33,50.0,0,0.95,mditv7x2,
2117,GoR_2,243,3,2,0,0,50.0,34.33,50.0,1,1.67,ky4esgry,
2118,GoR_2,243,4,1,0,0,48.0,24.33,25.0,0,0.95,mditv7x2,
2119,GoR_2,243,4,2,0,0,25.0,24.33,25.0,1,1.67,ky4esgry,
2120,GoR_2,243,5,1,0,0,22.0,27.67,22.0,1,0.95,mditv7x2,
2121,GoR_2,243,5,2,0,0,61.0,27.67,22.0,0,1.67,ky4esgry,
2122,GoR_2,243,6,1,0,0,31.0,17.0,20.0,0,0.95,mditv7x2,
2123,GoR_2,243,6,2,0,0,20.0,17.0,20.0,1,1.67,ky4esgry,
2124,GoR_2,243,7,1,0,0,41.0,18.67,15.0,0,0.95,mditv7x2,
2125,GoR_2,243,7,2,0,0,15.0,18.67,15.0,1,1.67,ky4esgry,
2126,GoR_2,243,8,1,0,0,22.0,11.33,12.0,0,0.95,mditv7x2,I tried to think about what would win the largest amount with the best chance of winning.  Not such a great strategy .  
2127,GoR_2,243,8,2,0,0,12.0,11.33,12.0,1,1.67,ky4esgry,"The answer always seemed to be somewhat lower, so I kept going down. The one time I picked higher I lost so I didn't do it again."
2128,GoR_2,245,1,1,0,0,15.0,27.67,15.0,1,1.04,b0o6i6vf,
2129,GoR_2,245,1,2,0,0,68.0,27.67,15.0,0,0.35,wyijpqsk,
2130,GoR_2,245,2,1,0,0,25.0,26.33,25.0,1,1.04,b0o6i6vf,
2131,GoR_2,245,2,2,0,0,54.0,26.33,25.0,0,0.35,wyijpqsk,
2132,GoR_2,245,3,1,0,0,22.0,15.0,22.0,1,1.04,b0o6i6vf,
2133,GoR_2,245,3,2,0,0,23.0,15.0,22.0,0,0.35,wyijpqsk,
2134,GoR_2,245,4,1,0,0,20.0,18.33,20.0,1,1.04,b0o6i6vf,
2135,GoR_2,245,4,2,0,0,35.0,18.33,20.0,0,0.35,wyijpqsk,
2136,GoR_2,245,5,1,0,0,22.0,29.67,22.0,1,1.04,b0o6i6vf,
2137,GoR_2,245,5,2,0,0,67.0,29.67,22.0,0,0.35,wyijpqsk,
2138,GoR_2,245,6,1,0,0,25.0,11.67,10.0,0,1.04,b0o6i6vf,
2139,GoR_2,245,6,2,0,0,10.0,11.67,10.0,1,0.35,wyijpqsk,
2140,GoR_2,245,7,1,0,0,22.0,11.67,13.0,0,1.04,b0o6i6vf,
2141,GoR_2,245,7,2,0,0,13.0,11.67,13.0,1,0.35,wyijpqsk,
2142,GoR_2,245,8,1,0,0,21.0,11.0,12.0,0,1.04,b0o6i6vf,"I started with modestly low guesses, as those seemed to be more likely to be close to correct. The initial instructions mentioned examples that were relatively low, so I thought other people would be most likely to be primed by those numbers, and I guessed a bit lower to undershoot it. I stuck with this approach when it turned out that the averages tended to be comparable. At the end people were guessing quite low, apparently, but I gambled on the same strategy working anyway -- I'd have needed to be more than twice as certain in numbers such as 10-12 than ones such as 20-25, because of the lower bonus payout associated, and I wasn't that certain.It didn't work out but I have no regrets, since I missed out on just 35 or so cents if I were right all three of the last times, in comparison to the 40+ that even two correct guesses out of three would have yielded.     Anyway, fun game, glad to participate. I'd be interested in being emailed similar studies in the future. :) "
2143,GoR_2,245,8,2,0,0,12.0,11.0,12.0,1,0.35,wyijpqsk,At first I choose large numbers until I realized who ever Im up against only choose small numbers.
2144,GoR_2,246,1,1,1,1,54.0,34.67,50.0,0,1.0,jlyqu68j,
2145,GoR_2,246,1,2,1,1,50.0,34.67,50.0,1,1.0,2a8jvnw6,
2146,GoR_2,246,2,1,1,1,40.0,28.33,40.0,1,1.0,jlyqu68j,
2147,GoR_2,246,2,2,1,1,45.0,28.33,40.0,0,1.0,2a8jvnw6,
2148,GoR_2,246,3,1,1,1,35.0,21.67,30.0,0,1.0,jlyqu68j,
2149,GoR_2,246,3,2,1,1,30.0,21.67,30.0,1,1.0,2a8jvnw6,
2150,GoR_2,246,4,1,1,1,24.0,13.0,15.0,0,1.0,jlyqu68j,
2151,GoR_2,246,4,2,1,1,15.0,13.0,15.0,1,1.0,2a8jvnw6,
2152,GoR_2,246,5,1,1,1,10.0,36.67,10.0,1,1.0,jlyqu68j,
2153,GoR_2,246,5,2,1,1,100.0,36.67,10.0,0,1.0,2a8jvnw6,
2154,GoR_2,246,6,1,1,1,21.0,33.67,21.0,1,1.0,jlyqu68j,
2155,GoR_2,246,6,2,1,1,80.0,33.67,21.0,0,1.0,2a8jvnw6,
2156,GoR_2,246,7,1,1,1,20.0,23.33,20.0,1,1.0,jlyqu68j,
2157,GoR_2,246,7,2,1,1,50.0,23.33,20.0,0,1.0,2a8jvnw6,
2158,GoR_2,246,8,1,1,1,16.0,8.67,10.0,0,1.0,jlyqu68j,"I would start getting close to the number from the previous round, and try to be below it."
2159,GoR_2,246,8,2,1,1,10.0,8.67,10.0,1,1.0,2a8jvnw6,Attempted to predict what the other player would pick and based my decision on 2/3 of that average.
2160,GoR_2,247,1,1,0,0,21.0,10.33,10.0,0,0.75,2lgui3nf,
2161,GoR_2,247,1,2,0,0,10.0,10.33,10.0,1,0.83,1r8442oe,
2162,GoR_2,247,2,1,0,0,55.0,28.33,30.0,0,0.75,2lgui3nf,
2163,GoR_2,247,2,2,0,0,30.0,28.33,30.0,1,0.83,1r8442oe,
2164,GoR_2,247,3,1,0,0,21.0,20.33,21.0,1,0.75,2lgui3nf,
2165,GoR_2,247,3,2,0,0,40.0,20.33,21.0,0,0.83,1r8442oe,
2166,GoR_2,247,4,1,0,0,77.0,32.33,20.0,0,0.75,2lgui3nf,
2167,GoR_2,247,4,2,0,0,20.0,32.33,20.0,1,0.83,1r8442oe,
2168,GoR_2,247,5,1,0,0,22.0,17.33,22.0,1,0.75,2lgui3nf,
2169,GoR_2,247,5,2,0,0,30.0,17.33,22.0,0,0.83,1r8442oe,
2170,GoR_2,247,6,1,0,0,55.0,26.0,23.0,0,0.75,2lgui3nf,
2171,GoR_2,247,6,2,0,0,23.0,26.0,23.0,1,0.83,1r8442oe,
2172,GoR_2,247,7,1,0,0,22.0,20.67,22.0,1,0.75,2lgui3nf,
2173,GoR_2,247,7,2,0,0,40.0,20.67,22.0,0,0.83,1r8442oe,
2174,GoR_2,247,8,1,0,0,10.0,11.0,10.0,1,0.75,2lgui3nf,I went high and low
2175,GoR_2,247,8,2,0,0,23.0,11.0,10.0,0,0.83,1r8442oe,Secret
2176,GoR_2,248,1,1,0,0,40.0,25.67,37.0,0,0.67,sva3yz7v,
2177,GoR_2,248,1,2,0,0,37.0,25.67,37.0,1,1.37,u8jme0j2,
2178,GoR_2,248,2,1,0,0,32.0,40.33,32.0,1,0.67,sva3yz7v,
2179,GoR_2,248,2,2,0,0,89.0,40.33,32.0,0,1.37,u8jme0j2,
2180,GoR_2,248,3,1,0,0,34.0,15.67,13.0,0,0.67,sva3yz7v,
2181,GoR_2,248,3,2,0,0,13.0,15.67,13.0,1,1.37,u8jme0j2,
2182,GoR_2,248,4,1,0,0,28.0,17.67,25.0,0,0.67,sva3yz7v,
2183,GoR_2,248,4,2,0,0,25.0,17.67,25.0,1,1.37,u8jme0j2,
2184,GoR_2,248,5,1,0,0,42.0,22.33,25.0,0,0.67,sva3yz7v,
2185,GoR_2,248,5,2,0,0,25.0,22.33,25.0,1,1.37,u8jme0j2,
2186,GoR_2,248,6,1,0,0,20.0,12.33,17.0,0,0.67,sva3yz7v,
2187,GoR_2,248,6,2,0,0,17.0,12.33,17.0,1,1.37,u8jme0j2,
2188,GoR_2,248,7,1,0,0,15.0,16.0,15.0,1,0.67,sva3yz7v,
2189,GoR_2,248,7,2,0,0,33.0,16.0,15.0,0,1.37,u8jme0j2,
2190,GoR_2,248,8,1,0,0,20.0,13.33,20.0,1,0.67,sva3yz7v,I tried to guess the average and wanted to stay as close to it as possible.
2191,GoR_2,248,8,2,0,0,20.0,13.33,20.0,1,1.37,u8jme0j2,I honestly just picked numbers and saw it didn't go that high so at end stayed low.
2192,GoR_2,252,1,1,1,1,45.0,40.33,45.0,1,1.0,2bhdp3nf,
2193,GoR_2,252,1,2,1,1,76.0,40.33,45.0,0,1.0,farm6yhd,
2194,GoR_2,252,2,1,1,1,67.0,45.67,67.0,1,1.0,2bhdp3nf,
2195,GoR_2,252,2,2,1,1,70.0,45.67,67.0,0,1.0,farm6yhd,
2196,GoR_2,252,3,1,1,1,25.0,25.0,25.0,1,1.0,2bhdp3nf,
2197,GoR_2,252,3,2,1,1,50.0,25.0,25.0,0,1.0,farm6yhd,
2198,GoR_2,252,4,1,1,1,80.0,38.0,34.0,0,1.0,2bhdp3nf,
2199,GoR_2,252,4,2,1,1,34.0,38.0,34.0,1,1.0,farm6yhd,
2200,GoR_2,252,5,1,1,1,70.0,37.0,41.0,0,1.0,2bhdp3nf,
2201,GoR_2,252,5,2,1,1,41.0,37.0,41.0,1,1.0,farm6yhd,
2202,GoR_2,252,6,1,1,1,50.0,28.33,35.0,0,1.0,2bhdp3nf,
2203,GoR_2,252,6,2,1,1,35.0,28.33,35.0,1,1.0,farm6yhd,
2204,GoR_2,252,7,1,1,1,45.0,25.0,30.0,0,1.0,2bhdp3nf,
2205,GoR_2,252,7,2,1,1,30.0,25.0,30.0,1,1.0,farm6yhd,
2206,GoR_2,252,8,1,1,1,15.0,12.33,15.0,1,1.0,2bhdp3nf,I visualized a pendulum in my head and then depending on which way it's one randomly in my brain I went with a number in that range.
2207,GoR_2,252,8,2,1,1,22.0,12.33,15.0,0,1.0,farm6yhd,"At first I had no strategy. Then, I tried to quickly calculate a rough estimate of the average of the previous numbers."
2208,GoR_2,254,1,1,0,0,75.0,40.0,45.0,0,1.85,tmz7q3xb,
2209,GoR_2,254,1,2,0,0,45.0,40.0,45.0,1,3.45,nx7t0vjc,
2210,GoR_2,254,2,1,0,0,35.0,31.67,35.0,1,1.85,tmz7q3xb,
2211,GoR_2,254,2,2,0,0,60.0,31.67,35.0,0,3.45,nx7t0vjc,
2212,GoR_2,254,3,1,0,0,54.0,34.67,50.0,0,1.85,tmz7q3xb,
2213,GoR_2,254,3,2,0,0,50.0,34.67,50.0,1,3.45,nx7t0vjc,
2214,GoR_2,254,4,1,0,0,54.0,34.67,50.0,0,1.85,tmz7q3xb,
2215,GoR_2,254,4,2,0,0,50.0,34.67,50.0,1,3.45,nx7t0vjc,
2216,GoR_2,254,5,1,0,0,67.0,39.0,50.0,0,1.85,tmz7q3xb,
