size,group,round,id_in_group,split,high,guess,win,payoff,id,strategy
GoR_2,165,5,1,0,0,2.0,1,0.09,tfct7i1x,
GoR_2,165,5,2,0,0,2.0,1,0.61,9xbsdxqm,
GoR_2,165,6,1,0,0,1.0,1,0.09,tfct7i1x,
GoR_2,165,6,2,0,0,1.0,1,0.61,9xbsdxqm,
GoR_2,165,7,1,0,0,1.0,0,0.09,tfct7i1x,
GoR_2,165,7,2,0,0,0.0,1,0.61,9xbsdxqm,
GoR_2,165,8,1,0,0,0.0,1,0.09,tfct7i1x,lower the amount assuming everyone was doing the same
GoR_2,165,8,2,0,0,0.0,1,0.61,9xbsdxqm,I just imagined numbers close to two-thirds of the last number.
GoR_2,169,1,1,1,0,66.0,0,0.9,zhmlufoy,
GoR_2,169,1,2,1,0,28.0,1,0.61,axrpcc87,
GoR_2,169,2,1,1,0,31.0,1,0.9,zhmlufoy,
GoR_2,169,2,2,1,0,61.0,0,0.61,axrpcc87,
GoR_2,169,3,1,1,0,29.0,1,0.9,zhmlufoy,
GoR_2,169,3,2,1,0,29.0,1,0.61,axrpcc87,
GoR_2,169,4,1,1,0,21.0,1,0.9,zhmlufoy,
GoR_2,169,4,2,1,0,27.0,0,0.61,axrpcc87,
GoR_2,169,5,1,1,0,19.0,1,0.9,zhmlufoy,
GoR_2,169,5,2,1,0,23.0,0,0.61,axrpcc87,
GoR_2,169,6,1,1,0,17.0,0,0.9,zhmlufoy,
GoR_2,169,6,2,1,0,12.0,1,0.61,axrpcc87,
GoR_2,169,7,1,1,0,14.0,0,0.9,zhmlufoy,
GoR_2,169,7,2,1,0,7.0,1,0.61,axrpcc87,
GoR_2,169,8,1,1,0,5.0,1,0.9,zhmlufoy,"I started high at first, then saw everyone else was going low.  I just estimated lower on the second round and kept going lower from there. looks like the other player was going low also."
GoR_2,169,8,2,1,0,6.0,0,0.61,axrpcc87,just tried to be closest
GoR_2,171,1,1,0,0,50.0,0,0.67,cicxsuqe,
GoR_2,171,1,2,0,0,33.0,1,1.26,zl67oky2,
GoR_2,171,2,1,0,0,50.0,0,0.67,cicxsuqe,
GoR_2,171,2,2,0,0,25.0,1,1.26,zl67oky2,
GoR_2,171,3,1,0,0,25.0,1,0.67,cicxsuqe,
GoR_2,171,3,2,0,0,25.0,1,1.26,zl67oky2,
GoR_2,171,4,1,0,0,20.0,0,0.67,cicxsuqe,
GoR_2,171,4,2,0,0,17.0,1,1.26,zl67oky2,
GoR_2,171,5,1,0,0,12.0,1,0.67,cicxsuqe,
GoR_2,171,5,2,0,0,13.0,0,1.26,zl67oky2,
GoR_2,171,6,1,0,0,100.0,0,0.67,cicxsuqe,
GoR_2,171,6,2,0,0,6.0,1,1.26,zl67oky2,
GoR_2,171,7,1,0,0,100.0,0,0.67,cicxsuqe,
GoR_2,171,7,2,0,0,20.0,1,1.26,zl67oky2,
GoR_2,171,8,1,0,0,30.0,1,0.67,cicxsuqe,"Once I saw people were playing low (20 ish), I copied that strategy for awhile, but then played high (100) 2 rounds to try to move things higher to get a higher payout if I won."
GoR_2,171,8,2,0,0,33.0,0,1.26,zl67oky2,I tried to base it on previous data.
GoR_2,173,1,1,0,1,92.0,0,0.4,mamqb5b3,
GoR_2,173,1,2,0,1,11.0,1,0.83,pg9lphgw,
GoR_2,173,2,1,0,1,24.0,1,0.4,mamqb5b3,
GoR_2,173,2,2,0,1,44.0,0,0.83,pg9lphgw,
GoR_2,173,3,1,0,1,32.0,0,0.4,mamqb5b3,
GoR_2,173,3,2,0,1,30.0,1,0.83,pg9lphgw,
GoR_2,173,4,1,0,1,24.0,0,0.4,mamqb5b3,
GoR_2,173,4,2,0,1,16.0,1,0.83,pg9lphgw,
GoR_2,173,5,1,0,1,16.0,1,0.4,mamqb5b3,
GoR_2,173,5,2,0,1,20.0,0,0.83,pg9lphgw,
GoR_2,173,6,1,0,1,18.0,0,0.4,mamqb5b3,
GoR_2,173,6,2,0,1,9.0,1,0.83,pg9lphgw,
GoR_2,173,7,1,0,1,12.0,0,0.4,mamqb5b3,
GoR_2,173,7,2,0,1,11.0,1,0.83,pg9lphgw,
GoR_2,173,8,1,0,1,9.0,0,0.4,mamqb5b3,To go lower to try to win
GoR_2,173,8,2,0,1,6.0,1,0.83,pg9lphgw,"The averages kept getting lower, so I guess lower numbers."
GoR_2,175,1,1,1,0,35.0,1,2.04,gpnv90bz,
GoR_2,175,1,2,1,0,50.0,0,0.49,j0nwaa2g,
GoR_2,175,2,1,1,0,32.0,1,2.04,gpnv90bz,
GoR_2,175,2,2,1,0,40.0,0,0.49,j0nwaa2g,
GoR_2,175,3,1,1,0,31.0,1,2.04,gpnv90bz,
GoR_2,175,3,2,1,0,40.0,0,0.49,j0nwaa2g,
GoR_2,175,4,1,1,0,36.0,1,2.04,gpnv90bz,
GoR_2,175,4,2,1,0,36.0,1,0.49,j0nwaa2g,
GoR_2,175,5,1,1,0,33.0,1,2.04,gpnv90bz,
GoR_2,175,5,2,1,0,36.0,0,0.49,j0nwaa2g,
GoR_2,175,6,1,1,0,27.0,1,2.04,gpnv90bz,
GoR_2,175,6,2,1,0,37.0,0,0.49,j0nwaa2g,
GoR_2,175,7,1,1,0,28.0,1,2.04,gpnv90bz,
GoR_2,175,7,2,1,0,36.0,0,0.49,j0nwaa2g,
GoR_2,175,8,1,1,0,33.0,0,2.04,gpnv90bz,I just went with my gut and I kept it in the 30's as to see what would happen.
GoR_2,175,8,2,1,0,31.0,1,0.49,j0nwaa2g,Tried to stay somewhat consistent and not vary too much.
GoR_2,176,1,1,0,0,50.0,1,1.4,n6sp1rli,
GoR_2,176,1,2,0,0,50.0,1,2.3,2q1jhwsf,
GoR_2,176,2,1,0,0,50.0,0,1.4,n6sp1rli,
GoR_2,176,2,2,0,0,30.0,1,2.3,2q1jhwsf,
GoR_2,176,3,1,0,0,50.0,0,1.4,n6sp1rli,
GoR_2,176,3,2,0,0,30.0,1,2.3,2q1jhwsf,
GoR_2,176,4,1,0,0,50.0,0,1.4,n6sp1rli,
GoR_2,176,4,2,0,0,30.0,1,2.3,2q1jhwsf,
GoR_2,176,5,1,0,0,50.0,0,1.4,n6sp1rli,
GoR_2,176,5,2,0,0,30.0,1,2.3,2q1jhwsf,
GoR_2,176,6,1,0,0,30.0,1,1.4,n6sp1rli,
GoR_2,176,6,2,0,0,50.0,0,2.3,2q1jhwsf,
GoR_2,176,7,1,0,0,30.0,1,1.4,n6sp1rli,
GoR_2,176,7,2,0,0,30.0,1,2.3,2q1jhwsf,
GoR_2,176,8,1,0,0,30.0,1,1.4,n6sp1rli,I tried to stay in the middle of 100 at 50 until I noticed that the other player was staying at 30 so I dropped to align with the other player.
GoR_2,176,8,2,0,0,30.0,1,2.3,2q1jhwsf,"First used the strategy of fifty fifty, then reduced but the other participant remained in fifty. So I increased to fiifty fifty again but he reduced. I hoped that the other participant will reduce to below fifty. Finally he reduced to 30 same like me."
GoR_2,177,1,1,1,0,46.0,1,1.98,dum8fuxd,
GoR_2,177,1,2,1,0,87.0,0,0.91,o2wxjxzc,
GoR_2,177,2,1,1,0,32.0,1,1.98,dum8fuxd,
GoR_2,177,2,2,1,0,69.0,0,0.91,o2wxjxzc,
GoR_2,177,3,1,1,0,53.0,0,1.98,dum8fuxd,
GoR_2,177,3,2,1,0,24.0,1,0.91,o2wxjxzc,
GoR_2,177,4,1,1,0,37.0,1,1.98,dum8fuxd,
GoR_2,177,4,2,1,0,45.0,0,0.91,o2wxjxzc,
GoR_2,177,5,1,1,0,45.0,1,1.98,dum8fuxd,
GoR_2,177,5,2,1,0,58.0,0,0.91,o2wxjxzc,
GoR_2,177,6,1,1,0,38.0,1,1.98,dum8fuxd,
GoR_2,177,6,2,1,0,46.0,0,0.91,o2wxjxzc,
GoR_2,177,7,1,1,0,42.0,0,1.98,dum8fuxd,
GoR_2,177,7,2,1,0,32.0,1,0.91,o2wxjxzc,
GoR_2,177,8,1,1,0,39.0,0,1.98,dum8fuxd,I went with my gut
GoR_2,177,8,2,1,0,35.0,1,0.91,o2wxjxzc,guessing
GoR_2,178,1,1,0,0,72.0,0,0.75,zym650xc,
GoR_2,178,1,2,0,0,55.0,1,1.36,gn1ikhc6,
GoR_2,178,2,1,0,0,22.0,1,0.75,zym650xc,
GoR_2,178,2,2,0,0,59.0,0,1.36,gn1ikhc6,
GoR_2,178,3,1,0,0,11.0,1,0.75,zym650xc,
GoR_2,178,3,2,0,0,45.0,0,1.36,gn1ikhc6,
GoR_2,178,4,1,0,0,26.0,0,0.75,zym650xc,
GoR_2,178,4,2,0,0,25.0,1,1.36,gn1ikhc6,
GoR_2,178,5,1,0,0,89.0,0,0.75,zym650xc,
GoR_2,178,5,2,0,0,31.0,1,1.36,gn1ikhc6,
GoR_2,178,6,1,0,0,29.0,1,0.75,zym650xc,
GoR_2,178,6,2,0,0,36.0,0,1.36,gn1ikhc6,
GoR_2,178,7,1,0,0,13.0,1,0.75,zym650xc,
GoR_2,178,7,2,0,0,34.0,0,1.36,gn1ikhc6,
GoR_2,178,8,1,0,0,56.0,0,0.75,zym650xc,random guessing
GoR_2,178,8,2,0,0,25.0,1,1.36,gn1ikhc6,Go lower once the other player picked a real low number.
GoR_2,180,1,1,0,0,50.0,1,0.5,26tmmoi1,
GoR_2,180,1,2,0,0,66.0,0,2.67,arcfc5ll,
GoR_2,180,2,1,0,0,80.0,0,0.5,26tmmoi1,
GoR_2,180,2,2,0,0,40.0,1,2.67,arcfc5ll,
GoR_2,180,3,1,0,0,80.0,0,0.5,26tmmoi1,
GoR_2,180,3,2,0,0,35.0,1,2.67,arcfc5ll,
GoR_2,180,4,1,0,0,80.0,0,0.5,26tmmoi1,
GoR_2,180,4,2,0,0,37.0,1,2.67,arcfc5ll,
GoR_2,180,5,1,0,0,80.0,0,0.5,26tmmoi1,
GoR_2,180,5,2,0,0,38.0,1,2.67,arcfc5ll,
GoR_2,180,6,1,0,0,80.0,0,0.5,26tmmoi1,
GoR_2,180,6,2,0,0,39.0,1,2.67,arcfc5ll,
GoR_2,180,7,1,0,0,80.0,0,0.5,26tmmoi1,
GoR_2,180,7,2,0,0,39.0,1,2.67,arcfc5ll,
GoR_2,180,8,1,0,0,80.0,0,0.5,26tmmoi1,I used the beginning 50/50 rule and then the 80/20 rule for the remainder.
GoR_2,180,8,2,0,0,39.0,1,2.67,arcfc5ll,Initially went for 2/3 of 100 which didn't work.  Then could see the average was broadly similar so kept going for around that amount.
GoR_2,181,1,1,0,0,25.0,1,1.35,65smtbkr,
GoR_2,181,1,2,0,0,37.0,0,1.25,0qu3z6j8,
GoR_2,181,2,1,0,0,40.0,1,1.35,65smtbkr,
GoR_2,181,2,2,0,0,70.0,0,1.25,0qu3z6j8,
GoR_2,181,3,1,0,0,30.0,0,1.35,65smtbkr,
GoR_2,181,3,2,0,0,15.0,1,1.25,0qu3z6j8,
GoR_2,181,4,1,0,0,45.0,1,1.35,65smtbkr,
GoR_2,181,4,2,0,0,45.0,1,1.25,0qu3z6j8,
GoR_2,181,5,1,0,0,50.0,0,1.35,65smtbkr,
GoR_2,181,5,2,0,0,25.0,1,1.25,0qu3z6j8,
GoR_2,181,6,1,0,0,35.0,0,1.35,65smtbkr,
GoR_2,181,6,2,0,0,25.0,1,1.25,0qu3z6j8,
GoR_2,181,7,1,0,0,25.0,1,1.35,65smtbkr,
GoR_2,181,7,2,0,0,32.0,0,1.25,0qu3z6j8,
GoR_2,181,8,1,0,0,35.0,0,1.35,65smtbkr,I have chosen most of the times from 25 to 50 so that it could be closer to average
GoR_2,181,8,2,0,0,15.0,1,1.25,0qu3z6j8,It's nice survey. I'm feeling happy.
GoR_2,182,1,1,1,0,10.0,1,0.22,yqk8tvs1,
GoR_2,182,1,2,1,0,24.0,0,0.07,mfksjkia,
GoR_2,182,2,1,1,0,5.0,1,0.22,yqk8tvs1,
GoR_2,182,2,2,1,0,20.0,0,0.07,mfksjkia,
GoR_2,182,3,1,1,0,10.0,0,0.22,yqk8tvs1,
GoR_2,182,3,2,1,0,7.0,1,0.07,mfksjkia,
GoR_2,182,4,1,1,0,4.0,1,0.22,yqk8tvs1,
GoR_2,182,4,2,1,0,8.0,0,0.07,mfksjkia,
GoR_2,182,5,1,1,0,2.0,1,0.22,yqk8tvs1,
GoR_2,182,5,2,1,0,3.0,0,0.07,mfksjkia,
GoR_2,182,6,1,1,0,1.0,1,0.22,yqk8tvs1,
GoR_2,182,6,2,1,0,3.0,0,0.07,mfksjkia,
GoR_2,182,7,1,1,0,0.0,1,0.22,yqk8tvs1,
GoR_2,182,7,2,1,0,0.0,1,0.07,mfksjkia,
GoR_2,182,8,1,1,0,0.0,1,0.22,yqk8tvs1,"The number is always going to be lower than you think. I started with a higher number than 0 because I wanted to get a bonus, but the number is usually close to 0"
GoR_2,182,8,2,1,0,1.0,0,0.07,mfksjkia,Tried picking as low a number as possible.
GoR_2,184,1,1,1,1,33.0,1,1.5,7s3gy983,
GoR_2,184,1,2,1,1,88.0,0,0.5,fnikm1r7,
GoR_2,184,2,1,1,1,46.0,1,1.5,7s3gy983,
GoR_2,184,2,2,1,1,53.0,0,0.5,fnikm1r7,
GoR_2,184,3,1,1,1,42.0,1,1.5,7s3gy983,
GoR_2,184,3,2,1,1,77.0,0,0.5,fnikm1r7,
GoR_2,184,4,1,1,1,37.0,0,1.5,7s3gy983,
GoR_2,184,4,2,1,1,33.0,1,0.5,fnikm1r7,
GoR_2,184,5,1,1,1,38.0,0,1.5,7s3gy983,
GoR_2,184,5,2,1,1,22.0,1,0.5,fnikm1r7,
GoR_2,184,6,1,1,1,21.0,1,1.5,7s3gy983,
GoR_2,184,6,2,1,1,23.0,0,0.5,fnikm1r7,
GoR_2,184,7,1,1,1,20.0,1,1.5,7s3gy983,
GoR_2,184,7,2,1,1,22.0,0,0.5,fnikm1r7,
GoR_2,184,8,1,1,1,16.0,1,1.5,7s3gy983,"I went down and looked at previous results, I played based on the trends of the results to make my estimations. "
GoR_2,184,8,2,1,1,25.0,0,0.5,fnikm1r7,try to win
GoR_2,186,1,1,0,1,100.0,1,8.0,pfwz5qtx,
GoR_2,186,1,2,0,1,100.0,1,8.0,qmm66oao,
GoR_2,186,2,1,0,1,100.0,1,8.0,pfwz5qtx,
GoR_2,186,2,2,0,1,100.0,1,8.0,qmm66oao,
GoR_2,186,3,1,0,1,100.0,1,8.0,pfwz5qtx,
GoR_2,186,3,2,0,1,100.0,1,8.0,qmm66oao,
GoR_2,186,4,1,0,1,100.0,1,8.0,pfwz5qtx,
GoR_2,186,4,2,0,1,100.0,1,8.0,qmm66oao,
GoR_2,186,5,1,0,1,100.0,1,8.0,pfwz5qtx,
GoR_2,186,5,2,0,1,100.0,1,8.0,qmm66oao,
GoR_2,186,6,1,0,1,100.0,1,8.0,pfwz5qtx,
GoR_2,186,6,2,0,1,100.0,1,8.0,qmm66oao,
GoR_2,186,7,1,0,1,100.0,1,8.0,pfwz5qtx,
GoR_2,186,7,2,0,1,100.0,1,8.0,qmm66oao,
GoR_2,186,8,1,0,1,100.0,1,8.0,pfwz5qtx,Co-operation with my opponent to get us both good rewards rather than playing to beat them.
GoR_2,186,8,2,0,1,100.0,1,8.0,qmm66oao,"Well, first I saw what the maximum possible payout for a round could be listed in the instructions, which was $1 if everyone guesses 100, so I tried guessing 100 hoping the other person would have seen that and also guessed 100.    After I saw that that worked I decided to keep doing it as long as it did work, and it continued to until the end, so I chose 100 every time."
GoR_2,188,1,1,0,0,70.0,0,0.51,od8cpozn,
GoR_2,188,1,2,0,0,25.0,1,0.92,ah5sxr3r,
GoR_2,188,2,1,0,0,60.0,0,0.51,od8cpozn,
GoR_2,188,2,2,0,0,21.0,1,0.92,ah5sxr3r,
GoR_2,188,3,1,0,0,50.0,0,0.51,od8cpozn,
GoR_2,188,3,2,0,0,28.0,1,0.92,ah5sxr3r,
GoR_2,188,4,1,0,0,20.0,1,0.51,od8cpozn,
GoR_2,188,4,2,0,0,24.0,0,0.92,ah5sxr3r,
GoR_2,188,5,1,0,0,25.0,0,0.51,od8cpozn,
GoR_2,188,5,2,0,0,18.0,1,0.92,ah5sxr3r,
GoR_2,188,6,1,0,0,10.0,1,0.51,od8cpozn,
GoR_2,188,6,2,0,0,15.0,0,0.92,ah5sxr3r,
GoR_2,188,7,1,0,0,14.0,1,0.51,od8cpozn,
GoR_2,188,7,2,0,0,16.0,0,0.92,ah5sxr3r,
GoR_2,188,8,1,0,0,7.0,1,0.51,od8cpozn,random guessing
GoR_2,188,8,2,0,0,11.0,0,0.92,ah5sxr3r,"I started in the lower third range of numbers. As the averages went down, I lowered my guesses. I thought about throwing in a higher number to throw off the average, but did not use this approach as I don't think it would have been successful."
GoR_2,189,1,1,1,1,69.0,1,1.75,lab7r629,
GoR_2,189,1,2,1,1,70.0,0,0.25,svn4mqng,
GoR_2,189,2,1,1,1,47.0,1,1.75,lab7r629,
GoR_2,189,2,2,1,1,54.0,0,0.25,svn4mqng,
GoR_2,189,3,1,1,1,29.0,1,1.75,lab7r629,
GoR_2,189,3,2,1,1,38.0,0,0.25,svn4mqng,
GoR_2,189,4,1,1,1,63.0,1,1.75,lab7r629,
GoR_2,189,4,2,1,1,90.0,0,0.25,svn4mqng,
GoR_2,189,5,1,1,1,51.0,1,1.75,lab7r629,
GoR_2,189,5,2,1,1,99.0,0,0.25,svn4mqng,
GoR_2,189,6,1,1,1,59.0,1,1.75,lab7r629,
GoR_2,189,6,2,1,1,70.0,0,0.25,svn4mqng,
GoR_2,189,7,1,1,1,48.0,1,1.75,lab7r629,
GoR_2,189,7,2,1,1,99.0,0,0.25,svn4mqng,
GoR_2,189,8,1,1,1,58.0,0,1.75,lab7r629,Tried to pick the numbers that I thought would win.  Mostly luck.
GoR_2,189,8,2,1,1,45.0,1,0.25,svn4mqng,"It took me a few rounds to figure out what was going on and then a few more to try and sway the average away from others. But still, it didn't work too well for me until the end. "
GoR_2,190,1,1,1,1,40.0,1,0.88,7b0o0kgc,
GoR_2,190,1,2,1,1,45.0,0,1.13,dvtlpjcl,
GoR_2,190,2,1,1,1,52.0,0,0.88,7b0o0kgc,
GoR_2,190,2,2,1,1,50.0,1,1.13,dvtlpjcl,
GoR_2,190,3,1,1,1,24.0,0,0.88,7b0o0kgc,
GoR_2,190,3,2,1,1,20.0,1,1.13,dvtlpjcl,
GoR_2,190,4,1,1,1,70.0,1,0.88,7b0o0kgc,
GoR_2,190,4,2,1,1,72.0,0,1.13,dvtlpjcl,
GoR_2,190,5,1,1,1,35.0,1,0.88,7b0o0kgc,
GoR_2,190,5,2,1,1,57.0,0,1.13,dvtlpjcl,
GoR_2,190,6,1,1,1,34.0,0,0.88,7b0o0kgc,
GoR_2,190,6,2,1,1,27.0,1,1.13,dvtlpjcl,
GoR_2,190,7,1,1,1,42.0,1,0.88,7b0o0kgc,
GoR_2,190,7,2,1,1,42.0,1,1.13,dvtlpjcl,
GoR_2,190,8,1,1,1,42.0,0,0.88,7b0o0kgc,45
GoR_2,190,8,2,1,1,25.0,1,1.13,dvtlpjcl,2
GoR_2,191,1,1,1,0,29.0,1,1.8,vo178q4m,
GoR_2,191,1,2,1,0,33.0,0,0.99,1vacq6kn,
GoR_2,191,2,1,1,0,24.0,0,1.8,vo178q4m,
GoR_2,191,2,2,1,0,15.0,1,0.99,1vacq6kn,
GoR_2,191,3,1,1,0,99.0,0,1.8,vo178q4m,
GoR_2,191,3,2,1,0,20.0,1,0.99,1vacq6kn,
GoR_2,191,4,1,1,0,20.0,1,1.8,vo178q4m,
GoR_2,191,4,2,1,0,40.0,0,0.99,1vacq6kn,
GoR_2,191,5,1,1,0,19.0,0,1.8,vo178q4m,
GoR_2,191,5,2,1,0,15.0,1,0.99,1vacq6kn,
GoR_2,191,6,1,1,0,99.0,1,1.8,vo178q4m,
GoR_2,191,6,2,1,0,100.0,0,0.99,1vacq6kn,
GoR_2,191,7,1,1,0,50.0,0,1.8,vo178q4m,
GoR_2,191,7,2,1,0,49.0,1,0.99,1vacq6kn,
GoR_2,191,8,1,1,0,32.0,1,1.8,vo178q4m,"I try to find the highest number that I think will be below the other person's guess.  I suspect the other person is not really a person, though.  It is an algorithm.  So I periodically make a very high guess in order to make the algorithm expect me to guess a high number next time."
GoR_2,191,8,2,1,0,60.0,0,0.99,1vacq6kn,Deciding what 2/3 of the average of different numbers would be.  I avoided higher numbers which paid off several times.
GoR_2,192,1,1,1,0,100.0,0,1.71,j376c297,
GoR_2,192,1,2,1,0,64.0,1,1.59,sdmkll5e,
GoR_2,192,2,1,1,0,55.0,1,1.71,j376c297,
GoR_2,192,2,2,1,0,55.0,1,1.59,sdmkll5e,
GoR_2,192,3,1,1,0,55.0,1,1.71,j376c297,
GoR_2,192,3,2,1,0,58.0,0,1.59,sdmkll5e,
GoR_2,192,4,1,1,0,55.0,0,1.71,j376c297,
GoR_2,192,4,2,1,0,49.0,1,1.59,sdmkll5e,
GoR_2,192,5,1,1,0,35.0,1,1.71,j376c297,
GoR_2,192,5,2,1,0,46.0,0,1.59,sdmkll5e,
GoR_2,192,6,1,1,0,30.0,1,1.71,j376c297,
GoR_2,192,6,2,1,0,38.0,0,1.59,sdmkll5e,
GoR_2,192,7,1,1,0,23.0,1,1.71,j376c297,
GoR_2,192,7,2,1,0,29.0,0,1.59,sdmkll5e,
GoR_2,192,8,1,1,0,19.0,0,1.71,j376c297,"I looked at the average and noticed I needed a lower number to win, sometimes it did not work out in my favor but I tried to stay close to the average. Thanks, very interesting experiment. "
GoR_2,192,8,2,1,0,18.0,1,1.59,sdmkll5e,"At first I tried to stay near the middle of the scale, then I noticed that the winning numbers were dropping. I didn't feel like I had time to calculate each drop, so I just started guessing near the last winning number (if that makes any sense)."
GoR_2,196,1,1,1,1,42.0,0,1.5,l66w9mzj,
GoR_2,196,1,2,1,1,9.0,1,0.5,m1hjja46,
GoR_2,196,2,1,1,1,11.0,1,1.5,l66w9mzj,
GoR_2,196,2,2,1,1,42.0,0,0.5,m1hjja46,
GoR_2,196,3,1,1,1,14.0,0,1.5,l66w9mzj,
GoR_2,196,3,2,1,1,12.0,1,0.5,m1hjja46,
GoR_2,196,4,1,1,1,11.0,1,1.5,l66w9mzj,
GoR_2,196,4,2,1,1,15.0,0,0.5,m1hjja46,
GoR_2,196,5,1,1,1,10.0,1,1.5,l66w9mzj,
GoR_2,196,5,2,1,1,16.0,0,0.5,m1hjja46,
GoR_2,196,6,1,1,1,10.0,1,1.5,l66w9mzj,
GoR_2,196,6,2,1,1,11.0,0,0.5,m1hjja46,
GoR_2,196,7,1,1,1,8.0,1,1.5,l66w9mzj,
GoR_2,196,7,2,1,1,12.0,0,0.5,m1hjja46,
GoR_2,196,8,1,1,1,8.0,1,1.5,l66w9mzj,I used the last numbers from previous rounds to make my guess for the next round
GoR_2,196,8,2,1,1,10.0,0,0.5,m1hjja46,Intelligence 
GoR_2,197,1,1,1,0,91.0,0,0.43,ywtcfk52,
GoR_2,197,1,2,1,0,88.0,1,1.88,x289jkqu,
GoR_2,197,2,1,1,0,70.0,0,0.43,ywtcfk52,
GoR_2,197,2,2,1,0,45.0,1,1.88,x289jkqu,
GoR_2,197,3,1,1,0,50.0,0,0.43,ywtcfk52,
GoR_2,197,3,2,1,0,35.0,1,1.88,x289jkqu,
GoR_2,197,4,1,1,0,10.0,1,0.43,ywtcfk52,
GoR_2,197,4,2,1,0,25.0,0,1.88,x289jkqu,
GoR_2,197,5,1,1,0,2.0,1,0.43,ywtcfk52,
GoR_2,197,5,2,1,0,5.0,0,1.88,x289jkqu,
GoR_2,197,6,1,1,0,1.0,1,0.43,ywtcfk52,
GoR_2,197,6,2,1,0,75.0,0,1.88,x289jkqu,
GoR_2,197,7,1,1,0,30.0,1,0.43,ywtcfk52,
GoR_2,197,7,2,1,0,55.0,0,1.88,x289jkqu,
GoR_2,197,8,1,1,0,40.0,0,0.43,ywtcfk52,I SAW it was going down by 10 or 20 less
GoR_2,197,8,2,1,0,20.0,1,1.88,x289jkqu,I looked at the other player's previous number to calculate my next move.
GoR_2,200,1,1,0,1,50.0,0,0.35,8d8ssb42,
GoR_2,200,1,2,0,1,20.0,1,2.0,t66akwa6,
GoR_2,200,2,1,0,1,25.0,0,0.35,8d8ssb42,
GoR_2,200,2,2,0,1,20.0,1,2.0,t66akwa6,
GoR_2,200,3,1,0,1,55.0,0,0.35,8d8ssb42,
GoR_2,200,3,2,0,1,15.0,1,2.0,t66akwa6,
GoR_2,200,4,1,0,1,75.0,0,0.35,8d8ssb42,
GoR_2,200,4,2,0,1,25.0,1,2.0,t66akwa6,
GoR_2,200,5,1,0,1,35.0,1,0.35,8d8ssb42,
GoR_2,200,5,2,0,1,35.0,1,2.0,t66akwa6,
GoR_2,200,6,1,0,1,37.0,0,0.35,8d8ssb42,
GoR_2,200,6,2,0,1,30.0,1,2.0,t66akwa6,
GoR_2,200,7,1,0,1,88.0,0,0.35,8d8ssb42,
GoR_2,200,7,2,0,1,25.0,1,2.0,t66akwa6,
GoR_2,200,8,1,0,1,77.0,0,0.35,8d8ssb42,I picked different numbers
GoR_2,200,8,2,0,1,30.0,1,2.0,t66akwa6,Trying to play conservatively to ensure my number was lower than the opponent since there were only two of us.  I'd rather win some than none.
GoR_2,202,1,1,0,1,78.0,0,0.85,4vduh2l1,
GoR_2,202,1,2,0,1,65.0,1,2.36,ut00xdkh,
GoR_2,202,2,1,0,1,76.0,0,0.85,4vduh2l1,
GoR_2,202,2,2,0,1,42.0,1,2.36,ut00xdkh,
GoR_2,202,3,1,0,1,35.0,1,0.85,4vduh2l1,
GoR_2,202,3,2,0,1,56.0,0,2.36,ut00xdkh,
GoR_2,202,4,1,0,1,50.0,0,0.85,4vduh2l1,
GoR_2,202,4,2,0,1,38.0,1,2.36,ut00xdkh,
GoR_2,202,5,1,0,1,20.0,1,0.85,4vduh2l1,
GoR_2,202,5,2,0,1,42.0,0,2.36,ut00xdkh,
GoR_2,202,6,1,0,1,80.0,0,0.85,4vduh2l1,
GoR_2,202,6,2,0,1,36.0,1,2.36,ut00xdkh,
GoR_2,202,7,1,0,1,75.0,0,0.85,4vduh2l1,
GoR_2,202,7,2,0,1,55.0,1,2.36,ut00xdkh,
GoR_2,202,8,1,0,1,30.0,1,0.85,4vduh2l1,i tried to be in the middle of the 2/3 on the high or low end.
GoR_2,202,8,2,0,1,48.0,0,2.36,ut00xdkh,I tried to guess around the middle so I would get higher.
GoR_2,203,1,1,0,1,61.0,0,2.07,q845ix3t,
GoR_2,203,1,2,0,1,51.0,1,0.98,e8i1njlu,
GoR_2,203,2,1,0,1,47.0,1,2.07,q845ix3t,
GoR_2,203,2,2,0,1,49.0,0,0.98,e8i1njlu,
GoR_2,203,3,1,0,1,50.0,1,2.07,q845ix3t,
GoR_2,203,3,2,0,1,51.0,0,0.98,e8i1njlu,
GoR_2,203,4,1,0,1,45.0,1,2.07,q845ix3t,
GoR_2,203,4,2,0,1,50.0,0,0.98,e8i1njlu,
GoR_2,203,5,1,0,1,35.0,1,2.07,q845ix3t,
GoR_2,203,5,2,0,1,44.0,0,0.98,e8i1njlu,
GoR_2,203,6,1,0,1,30.0,1,2.07,q845ix3t,
GoR_2,203,6,2,0,1,51.0,0,0.98,e8i1njlu,
GoR_2,203,7,1,0,1,30.0,0,2.07,q845ix3t,
GoR_2,203,7,2,0,1,26.0,1,0.98,e8i1njlu,
GoR_2,203,8,1,0,1,25.0,0,2.07,q845ix3t,Not much of a strategy aside from decreasing my numbers slightly to somewhat follow the decreasing average.
GoR_2,203,8,2,0,1,21.0,1,0.98,e8i1njlu,"I guessed, but then I noticed that it looked like the other player was consistently going lower on the guesses so I followed suit. I only wish I would have realized sooner! It was fun. Thank you!"
GoR_2,207,1,1,1,0,38.0,1,1.3,cnozh712,
