participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.participation_fee,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,GoR_2_45.1.player.id_in_group,GoR_2_45.1.player.guess,GoR_2_45.1.player.is_winner,GoR_2_45.1.player.strategy_guess,GoR_2_45.1.player.payoff,GoR_2_45.1.group.id_in_subsession,GoR_2_45.1.group.two_thirds_avg,GoR_2_45.1.group.best_guess,GoR_2_45.1.group.num_winners,GoR_2_45.1.group.high,GoR_2_45.1.group.split,GoR_2_45.1.group.timeout,GoR_2_45.1.subsession.round_number,GoR_2_45.2.player.id_in_group,GoR_2_45.2.player.guess,GoR_2_45.2.player.is_winner,GoR_2_45.2.player.strategy_guess,GoR_2_45.2.player.payoff,GoR_2_45.2.group.id_in_subsession,GoR_2_45.2.group.two_thirds_avg,GoR_2_45.2.group.best_guess,GoR_2_45.2.group.num_winners,GoR_2_45.2.group.high,GoR_2_45.2.group.split,GoR_2_45.2.group.timeout,GoR_2_45.2.subsession.round_number,GoR_2_45.3.player.id_in_group,GoR_2_45.3.player.guess,GoR_2_45.3.player.is_winner,GoR_2_45.3.player.strategy_guess,GoR_2_45.3.player.payoff,GoR_2_45.3.group.id_in_subsession,GoR_2_45.3.group.two_thirds_avg,GoR_2_45.3.group.best_guess,GoR_2_45.3.group.num_winners,GoR_2_45.3.group.high,GoR_2_45.3.group.split,GoR_2_45.3.group.timeout,GoR_2_45.3.subsession.round_number,GoR_2_45.4.player.id_in_group,GoR_2_45.4.player.guess,GoR_2_45.4.player.is_winner,GoR_2_45.4.player.strategy_guess,GoR_2_45.4.player.payoff,GoR_2_45.4.group.id_in_subsession,GoR_2_45.4.group.two_thirds_avg,GoR_2_45.4.group.best_guess,GoR_2_45.4.group.num_winners,GoR_2_45.4.group.high,GoR_2_45.4.group.split,GoR_2_45.4.group.timeout,GoR_2_45.4.subsession.round_number,GoR_2_45.5.player.id_in_group,GoR_2_45.5.player.guess,GoR_2_45.5.player.is_winner,GoR_2_45.5.player.strategy_guess,GoR_2_45.5.player.payoff,GoR_2_45.5.group.id_in_subsession,GoR_2_45.5.group.two_thirds_avg,GoR_2_45.5.group.best_guess,GoR_2_45.5.group.num_winners,GoR_2_45.5.group.high,GoR_2_45.5.group.split,GoR_2_45.5.group.timeout,GoR_2_45.5.subsession.round_number,GoR_2_45.6.player.id_in_group,GoR_2_45.6.player.guess,GoR_2_45.6.player.is_winner,GoR_2_45.6.player.strategy_guess,GoR_2_45.6.player.payoff,GoR_2_45.6.group.id_in_subsession,GoR_2_45.6.group.two_thirds_avg,GoR_2_45.6.group.best_guess,GoR_2_45.6.group.num_winners,GoR_2_45.6.group.high,GoR_2_45.6.group.split,GoR_2_45.6.group.timeout,GoR_2_45.6.subsession.round_number,GoR_2_45.7.player.id_in_group,GoR_2_45.7.player.guess,GoR_2_45.7.player.is_winner,GoR_2_45.7.player.strategy_guess,GoR_2_45.7.player.payoff,GoR_2_45.7.group.id_in_subsession,GoR_2_45.7.group.two_thirds_avg,GoR_2_45.7.group.best_guess,GoR_2_45.7.group.num_winners,GoR_2_45.7.group.high,GoR_2_45.7.group.split,GoR_2_45.7.group.timeout,GoR_2_45.7.subsession.round_number,GoR_2_45.8.player.id_in_group,GoR_2_45.8.player.guess,GoR_2_45.8.player.is_winner,GoR_2_45.8.player.strategy_guess,GoR_2_45.8.player.payoff,GoR_2_45.8.group.id_in_subsession,GoR_2_45.8.group.two_thirds_avg,GoR_2_45.8.group.best_guess,GoR_2_45.8.group.num_winners,GoR_2_45.8.group.high,GoR_2_45.8.group.split,GoR_2_45.8.group.timeout,GoR_2_45.8.subsession.round_number
71,z1vcem7i,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:06:35.597516+00:00,1,A132H53I8VX2OC,38F71OA9GUF3B9MJF4YNU3HE8CHMFO,1.77,$2.77,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,71,1,0,0.00,1,1,71,0,0,0.00,1,2,71,0,0,0.00,1,3,71,0,0,0.00,1,4,71,0,0,0.00,1,5,71,0,0,0.00,1,6,71,0,0,0.00,1,7,71,0,0,0.00,1,8,2,89,0,,0.00,30,54.0,73,1,1,0,0,1,2,34,1,,0.34,30,37.0,34,1,1,0,0,2,2,62,1,,0.62,30,45.67,62,1,1,0,0,3,2,12,1,,0.12,30,27.67,12,1,1,0,0,4,2,69,1,,0.69,30,46.67,69,1,1,0,0,5,2,75,0,,0.00,30,42.33,52,1,1,0,0,6,2,48,0,,0.00,30,30.33,43,1,1,0,0,7,2,68,0,I mostly chose random numbers but made sure sometimes to pick high numbers for a good bonus.,0.00,30,32.33,29,1,1,0,0,8
72,47uvbxy9,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:07:19.978244+00:00,1,A34S6PZ81TW3CY,34V1S5K3GTKSLWAEP2REVBYHFE7969,0.92,$1.92,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,72,1,0,0.00,1,1,72,0,0,0.00,1,2,72,0,0,0.00,1,3,72,0,0,0.00,1,4,72,0,0,0.00,1,5,72,0,0,0.00,1,6,72,0,0,0.00,1,7,72,0,0,0.00,1,8,1,63,0,,0.00,31,37.67,50,1,0,0,0,1,1,72,0,,0.00,31,32.33,25,1,0,0,0,2,1,40,1,,0.40,31,38.33,40,1,0,0,0,3,1,44,0,,0.00,31,15.0,1,1,0,0,0,4,1,36,0,,0.00,31,22.0,30,1,0,0,0,5,1,32,1,,0.32,31,22.33,32,1,0,0,0,6,1,26,0,,0.00,31,17.0,25,1,0,0,0,7,1,20,1,I was guessing high at first but then all of the averages were way lower.,0.20,31,13.33,20,2,0,0,0,8
73,wa2aord7,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:09:50.263591+00:00,1,A7XEBCVB2FQ9,374TNBHA8CE0WF16CNXS0X8ZOO4QYC,0.54,$1.54,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,73,1,0,0.00,1,1,73,0,0,0.00,1,2,73,0,0,0.00,1,3,73,0,0,0.00,1,4,73,0,0,0.00,1,5,73,0,0,0.00,1,6,73,0,0,0.00,1,7,73,0,0,0.00,1,8,2,85,0,,0.00,32,50.0,65,1,0,1,0,1,2,21,1,,0.21,32,18.67,21,1,0,1,0,2,2,67,0,,0.00,32,39.0,50,1,0,1,0,3,2,72,0,,0.00,32,45.67,65,1,0,1,0,4,2,75,0,,0.00,32,46.67,65,1,0,1,0,5,2,65,1,,0.33,32,43.33,65,2,0,1,0,6,2,65,0,,0.00,32,40.0,55,1,0,1,0,7,2,65,0,Guess. Then looked at other player's amount.,0.00,32,40.0,55,1,0,1,0,8
74,2cuzltai,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-31 12:10:33.669695+00:00,1,A1CU780OBJEE22,3LQ8PUHQFMB1TMNYPFOV5VMA7IAHI1,0.00,$1.00,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,74,0,1,0.00,1,1,74,0,0,0.00,1,2,74,0,0,0.00,1,3,74,0,0,0.00,1,4,74,0,0,0.00,1,5,74,0,0,0.00,1,6,74,0,0,0.00,1,7,74,0,0,0.00,1,8,74,,0,,0.00,1,,,,0,0,0,1,74,,0,,0.00,1,,,,0,0,0,2,74,,0,,0.00,1,,,,0,0,0,3,74,,0,,0.00,1,,,,0,0,0,4,74,,0,,0.00,1,,,,0,0,0,5,74,,0,,0.00,1,,,,0,0,0,6,74,,0,,0.00,1,,,,0,0,0,7,74,,0,,0.00,1,,,,0,0,0,8
75,qfwjclxt,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:10:39.204716+00:00,1,A1NP3XGUAKE96X,33FBRBDW6PIHN805U1Y3HFVGRU0C8F,1.51,$2.51,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,75,1,0,0.00,1,1,75,0,0,0.00,1,2,75,0,0,0.00,1,3,75,0,0,0.00,1,4,75,0,0,0.00,1,5,75,0,0,0.00,1,6,75,0,0,0.00,1,7,75,0,0,0.00,1,8,1,40,1,,0.25,33,30.33,40,1,1,1,0,1,1,45,1,,0.13,33,30.0,45,2,1,1,0,2,1,55,1,,0.25,33,37.67,55,1,1,1,0,3,1,57,0,,0.00,33,32.33,40,1,1,1,0,4,1,45,1,,0.25,33,31.0,45,1,1,1,0,5,1,45,1,,0.13,33,30.0,45,2,1,1,0,6,1,44,1,,0.25,33,29.67,44,1,1,1,0,7,1,39,1,below 50 is more possible. that's what my strategy.,0.25,33,28.0,39,1,1,1,0,8
76,q4ggby4v,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:10:46.883065+00:00,1,A3GO4JVHJ9VD41,379J5II41PZRZD42KHD2C8HPW6CELW,1.50,$2.50,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,76,1,0,0.00,1,1,76,0,0,0.00,1,2,76,0,0,0.00,1,3,76,0,0,0.00,1,4,76,0,0,0.00,1,5,76,0,0,0.00,1,6,76,0,0,0.00,1,7,76,0,0,0.00,1,8,1,40,1,,0.25,34,32.0,40,1,1,1,0,1,1,57,0,,0.00,34,37.67,56,1,1,1,0,2,1,81,0,,0.00,34,53.0,78,1,1,1,0,3,1,33,1,,0.25,34,22.33,33,1,1,1,0,4,1,12,1,,0.25,34,22.67,12,1,1,1,0,5,1,22,1,,0.25,34,26.0,22,1,1,1,0,6,1,5,1,,0.25,34,27.67,5,1,1,1,0,7,1,33,1,random guessing,0.25,34,26.0,33,1,1,1,0,8
77,qslrxee7,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:11:13.271901+00:00,1,A1GMVCWXQPG8ZR,3L4D84MIL0BXOX747X9VHW1AKXZHJD,3.88,$4.88,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,77,1,0,0.00,1,1,77,0,0,0.00,1,2,77,0,0,0.00,1,3,77,0,0,0.00,1,4,77,0,0,0.00,1,5,77,0,0,0.00,1,6,77,0,0,0.00,1,7,77,0,0,0.00,1,8,1,65,1,,0.65,32,50.0,65,1,0,1,0,1,1,35,0,,0.00,32,18.67,21,1,0,1,0,2,1,50,1,,0.50,32,39.0,50,1,0,1,0,3,1,65,1,,0.65,32,45.67,65,1,0,1,0,4,1,65,1,,0.65,32,46.67,65,1,0,1,0,5,1,65,1,,0.33,32,43.33,65,2,0,1,0,6,1,55,1,,0.55,32,40.0,55,1,0,1,0,7,1,55,1,"I figured that higher numbers covered the largest array of numbers, and once I saw I was winning with an optimum number, I kept going until I had to adjust just a bit lower.",0.55,32,40.0,55,1,0,1,0,8
78,sn1kz9m6,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:11:29.299821+00:00,1,A1XMG3L3ZC2BG4,3PMBY0YE28MH1DJFZT4HHBQRB0I9C1,0.51,$1.51,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,78,1,0,0.00,1,1,78,0,0,0.00,1,2,78,0,0,0.00,1,3,78,0,0,0.00,1,4,78,0,0,0.00,1,5,78,0,0,0.00,1,6,78,0,0,0.00,1,7,78,0,0,0.00,1,8,2,51,0,,0.00,33,30.33,40,1,1,1,0,1,2,45,1,,0.13,33,30.0,45,2,1,1,0,2,2,58,0,,0.00,33,37.67,55,1,1,1,0,3,2,40,1,,0.25,33,32.33,40,1,1,1,0,4,2,48,0,,0.00,33,31.0,45,1,1,1,0,5,2,45,1,,0.13,33,30.0,45,2,1,1,0,6,2,45,0,,0.00,33,29.67,44,1,1,1,0,7,2,45,0,"It seemed that the 2/3 average numbers were always around the same, so after a few guesses  I just kept my answers pretty much the same",0.00,33,28.0,39,1,1,1,0,8
79,06y03rxv,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-31 12:11:39.089623+00:00,1,A1VLEI8YMUENJN,3XC1O3LBOT5TOWMZAC2XBUHQZGZTL1,0.00,$1.00,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,79,0,1,0.00,1,1,79,0,0,0.00,1,2,79,0,0,0.00,1,3,79,0,0,0.00,1,4,79,0,0,0.00,1,5,79,0,0,0.00,1,6,79,0,0,0.00,1,7,79,0,0,0.00,1,8,79,,0,,0.00,1,,,,0,0,0,1,79,,0,,0.00,1,,,,0,0,0,2,79,,0,,0.00,1,,,,0,0,0,3,79,,0,,0.00,1,,,,0,0,0,4,79,,0,,0.00,1,,,,0,0,0,5,79,,0,,0.00,1,,,,0,0,0,6,79,,0,,0.00,1,,,,0,0,0,7,79,,0,,0.00,1,,,,0,0,0,8
80,enqzdk3n,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-31 12:11:54.140998+00:00,1,A35ZRGM4AQ6FF5,3PPTZCWALR3015BB89ZBE4H1UI8QZ3,0.00,$1.00,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,80,0,1,0.00,1,1,80,0,0,0.00,1,2,80,0,0,0.00,1,3,80,0,0,0.00,1,4,80,0,0,0.00,1,5,80,0,0,0.00,1,6,80,0,0,0.00,1,7,80,0,0,0.00,1,8,80,,0,,0.00,1,,,,0,0,0,1,80,,0,,0.00,1,,,,0,0,0,2,80,,0,,0.00,1,,,,0,0,0,3,80,,0,,0.00,1,,,,0,0,0,4,80,,0,,0.00,1,,,,0,0,0,5,80,,0,,0.00,1,,,,0,0,0,6,80,,0,,0.00,1,,,,0,0,0,7,80,,0,,0.00,1,,,,0,0,0,8
81,tnr0yhba,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:12:09.423437+00:00,1,A18215RLNSY5FJ,30OG32W0SVUHND7NWUTHP0LE11CENY,0.63,$1.63,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,81,1,0,0.00,1,1,81,0,0,0.00,1,2,81,0,0,0.00,1,3,81,0,0,0.00,1,4,81,0,0,0.00,1,5,81,0,0,0.00,1,6,81,0,0,0.00,1,7,81,0,0,0.00,1,8,2,100,0,,0.00,35,40.0,20,1,1,1,0,1,2,40,0,,0.00,35,20.0,20,1,1,1,0,2,2,78,0,,0.00,35,29.33,10,1,1,1,0,3,2,10,1,,0.25,35,11.67,10,1,1,1,0,4,2,10,0,,0.00,35,5.67,7,1,1,1,0,5,2,15,0,,0.00,35,6.33,4,1,1,1,0,6,2,0,1,,0.25,35,0.67,0,1,1,1,0,7,2,0,1,At first I select the highest values after loosing the game I understood that the lower value are winning.so I followed this strategy.Thank you,0.13,35,0.0,0,2,1,1,0,8
82,d4f9fl9f,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:12:37.429734+00:00,1,AE2TB9H8K6Z1D,3JV9LGBJWUXXPC3Q34JI4S6V4RWOG4,0.50,$1.50,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,82,1,0,0.00,1,1,82,0,0,0.00,1,2,82,0,0,0.00,1,3,82,0,0,0.00,1,4,82,0,0,0.00,1,5,82,0,0,0.00,1,6,82,0,0,0.00,1,7,82,0,0,0.00,1,8,2,56,0,,0.00,34,32.0,40,1,1,1,0,1,2,56,1,,0.25,34,37.67,56,1,1,1,0,2,2,78,1,,0.25,34,53.0,78,1,1,1,0,3,2,34,0,,0.00,34,22.33,33,1,1,1,0,4,2,56,0,,0.00,34,22.67,12,1,1,1,0,5,2,56,0,,0.00,34,26.0,22,1,1,1,0,6,2,78,0,,0.00,34,27.67,5,1,1,1,0,7,2,45,0,No real strategy - just guessing.,0.00,34,26.0,33,1,1,1,0,8
83,36qrml4p,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-31 12:12:50.036592+00:00,1,A26764CA0Q9X6X,3DUZQ9U6SN7V51LEZGZDOYJ6OVNVSX,0.00,$1.00,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,83,0,1,0.00,1,1,83,0,0,0.00,1,2,83,0,0,0.00,1,3,83,0,0,0.00,1,4,83,0,0,0.00,1,5,83,0,0,0.00,1,6,83,0,0,0.00,1,7,83,0,0,0.00,1,8,83,,0,,0.00,1,,,,0,0,0,1,83,,0,,0.00,1,,,,0,0,0,2,83,,0,,0.00,1,,,,0,0,0,3,83,,0,,0.00,1,,,,0,0,0,4,83,,0,,0.00,1,,,,0,0,0,5,83,,0,,0.00,1,,,,0,0,0,6,83,,0,,0.00,1,,,,0,0,0,7,83,,0,,0.00,1,,,,0,0,0,8
84,cghnt3sj,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:13:14.760034+00:00,1,ABN1ZLR3JPCNI,36V4Q8R5ZLJ02YCSTK9H62LSFEQMQI,0.75,$1.75,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,84,1,0,0.00,1,1,84,0,0,0.00,1,2,84,0,0,0.00,1,3,84,0,0,0.00,1,4,84,0,0,0.00,1,5,84,0,0,0.00,1,6,84,0,0,0.00,1,7,84,0,0,0.00,1,8,2,35,1,,0.25,36,35.0,35,1,1,1,0,1,2,55,0,,0.00,36,28.33,30,1,1,1,0,2,2,45,0,,0.00,36,25.0,30,1,1,1,0,3,2,30,1,,0.25,36,20.67,30,1,1,1,0,4,2,30,0,,0.00,36,19.33,28,1,1,1,0,5,2,30,0,,0.00,36,18.33,25,1,1,1,0,6,2,27,0,,0.00,36,17.67,26,1,1,1,0,7,2,19,1,I looked at what player two had been chosing for numbers and tried to make my guess based on that.,0.25,36,13.67,19,1,1,1,0,8
85,ymdjtw45,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:13:17.599097+00:00,1,A24MFJ893DQKW1,3XM0HYN6NLIHQYJ0C969TPQ91GDEPU,1.25,$2.25,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,85,1,0,0.00,1,1,85,0,0,0.00,1,2,85,0,0,0.00,1,3,85,0,0,0.00,1,4,85,0,0,0.00,1,5,85,0,0,0.00,1,6,85,0,0,0.00,1,7,85,0,0,0.00,1,8,1,70,0,,0.00,36,35.0,35,1,1,1,0,1,1,30,1,,0.25,36,28.33,30,1,1,1,0,2,1,30,1,,0.25,36,25.0,30,1,1,1,0,3,1,32,0,,0.00,36,20.67,30,1,1,1,0,4,1,28,1,,0.25,36,19.33,28,1,1,1,0,5,1,25,1,,0.25,36,18.33,25,1,1,1,0,6,1,26,1,,0.25,36,17.67,26,1,1,1,0,7,1,22,0,"I had no clue the first round, but then I saw that the number would have to be high 20s or low 30s.",0.00,36,13.67,19,1,1,1,0,8
86,287alwgi,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:13:25.067602+00:00,1,A3J85WP15JFYW0,3H0W84IWBLL22BZFP1AYYKQO2Y1ERM,1.38,$2.38,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,86,1,0,0.00,1,1,86,0,0,0.00,1,2,86,0,0,0.00,1,3,86,0,0,0.00,1,4,86,0,0,0.00,1,5,86,0,0,0.00,1,6,86,0,0,0.00,1,7,86,0,0,0.00,1,8,1,20,1,,0.25,35,40.0,20,1,1,1,0,1,1,20,1,,0.25,35,20.0,20,1,1,1,0,2,1,10,1,,0.25,35,29.33,10,1,1,1,0,3,1,25,0,,0.00,35,11.67,10,1,1,1,0,4,1,7,1,,0.25,35,5.67,7,1,1,1,0,5,1,4,1,,0.25,35,6.33,4,1,1,1,0,6,1,2,0,,0.00,35,0.67,0,1,1,1,0,7,1,0,1,go low,0.13,35,0.0,0,2,1,1,0,8
87,oz2x1ax4,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:13:28.483238+00:00,1,A2U8QOJRKUCTWG,3300DTYQT302QAKFCMLYTUGJ6CZEQL,1.00,$2.00,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,87,1,0,0.00,1,1,87,0,0,0.00,1,2,87,0,0,0.00,1,3,87,0,0,0.00,1,4,87,0,0,0.00,1,5,87,0,0,0.00,1,6,87,0,0,0.00,1,7,87,0,0,0.00,1,8,2,43,1,,0.25,37,30.33,43,1,1,1,0,1,2,58,1,,0.25,37,43.0,58,1,1,1,0,2,2,39,1,,0.25,37,32.33,39,1,1,1,0,3,2,61,0,,0.00,37,29.33,27,1,1,1,0,4,2,31,0,,0.00,37,16.67,19,1,1,1,0,5,2,25,0,,0.00,37,16.33,24,1,1,1,0,6,2,18,0,,0.00,37,11.0,15,1,1,1,0,7,2,10,1,"Just starting off guessing high and once I seen the numbers lower, I lowered my numbers. ",0.25,37,11.67,10,1,1,1,0,8
88,hlv8yv8m,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:13:52.754664+00:00,1,A32WJMEO2ZEEBN,3EO896NRAXENT6YZ7RQKVF4YVRUJTP,1.00,$2.00,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,88,1,0,0.00,1,1,88,0,0,0.00,1,2,88,0,0,0.00,1,3,88,0,0,0.00,1,4,88,0,0,0.00,1,5,88,0,0,0.00,1,6,88,0,0,0.00,1,7,88,0,0,0.00,1,8,1,48,0,,0.00,37,30.33,43,1,1,1,0,1,1,71,0,,0.00,37,43.0,58,1,1,1,0,2,1,58,0,,0.00,37,32.33,39,1,1,1,0,3,1,27,1,,0.25,37,29.33,27,1,1,1,0,4,1,19,1,,0.25,37,16.67,19,1,1,1,0,5,1,24,1,,0.25,37,16.33,24,1,1,1,0,6,1,15,1,,0.25,37,11.0,15,1,1,1,0,7,1,25,0,At first I thought it was to keep selecting lower numbers; but then I changed my mind; should have stuck with my original plan!,0.00,37,11.67,10,1,1,1,0,8
89,l4oxv894,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:14:28.784507+00:00,1,A1P74XUJ8AKQGO,39PAAFCODNJWK1YTOG43Y3FSQE1VTM,1.20,$2.20,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,89,1,0,0.00,1,1,89,0,0,0.00,1,2,89,0,0,0.00,1,3,89,0,0,0.00,1,4,89,0,0,0.00,1,5,89,0,0,0.00,1,6,89,0,0,0.00,1,7,89,0,0,0.00,1,8,1,100,0,,0.00,38,41.0,23,1,1,0,0,1,1,30,1,,0.30,38,34.33,30,1,1,0,0,2,1,50,0,,0.00,38,31.33,44,1,1,0,0,3,1,30,1,,0.30,38,31.0,30,1,1,0,0,4,1,35,1,,0.35,38,29.33,35,1,1,0,0,5,1,30,0,,0.00,38,17.0,21,1,1,0,0,6,1,15,1,,0.15,38,18.67,15,1,1,0,0,7,1,10,1,"After first round, I understand that if choose a lower value than the other player, I get to win the bonus. So, I chose low value at the other round but still trying to maximize the bonus amount.",0.10,38,21.67,10,1,1,0,0,8
90,8m15t9pm,,0,73,72,GoR_2_45,8,TerminateTimeouts,172.16.176.137,2018-01-31 12:15:34.593151+00:00,1,A1LK6QRCHJQGAE,37Z929RLGARGS9HPULZYNGVLRA7TSF,0.88,$1.88,lv7hh0le,,,3WKGUBL7SZ57LR9F59WNF39AVJAL4Q,3TCGLRK80HSZKLBS0C4J036UCYTQZG,,0,0.01,$1.00,90,1,0,0.00,1,1,90,0,0,0.00,1,2,90,0,0,0.00,1,3,90,0,0,0.00,1,4,90,0,0,0.00,1,5,90,0,0,0.00,1,6,90,0,0,0.00,1,7,90,0,0,0.00,1,8,2,23,1,,0.23,38,41.0,23,1,1,0,0,1,2,73,0,,0.00,38,34.33,30,1,1,0,0,2,2,44,1,,0.44,38,31.33,44,1,1,0,0,3,2,63,0,,0.00,38,31.0,30,1,1,0,0,4,2,53,0,,0.00,38,29.33,35,1,1,0,0,5,2,21,1,,0.21,38,17.0,21,1,1,0,0,6,2,41,0,,0.00,38,18.67,15,1,1,0,0,7,2,55,0,I quite literally just randomly guessed numbers.,0.00,38,21.67,10,1,1,0,0,8
