participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.arrival_time,player.choice,player.strategy_canteen_dilemma,player.certainty,player.payoff,group.id_in_subsession,group.payoff,group.game_lost,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
25,ei24rzjx,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:06.052105+00:00,1,,,0.00,2,9.01,,,,0.00,14,,0,5,fqg95u67,,,,,,0
26,3pz22t9t,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:07.143941+00:00,1,,,0.00,1,9.01,,,,0.00,14,,0,5,fqg95u67,,,,,,0
1,dkitbq4b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:46:58.147725+00:00,1,,,5.00,1,8.47,Canteen,,6,0.60,2,,0,6,fqg95u67,,,,,,0
2,t8x0786b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.171063+00:00,1,,,5.00,2,8.42,Canteen,,6,0.60,2,,0,6,fqg95u67,,,,,,0
3,squnqb9h,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.470250+00:00,1,,,0.00,1,8.46,,,,0.00,3,,0,6,fqg95u67,,,,,,0
4,hmoyvns6,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:01.475182+00:00,1,,,0.00,2,8.51,,,,0.00,3,,0,6,fqg95u67,,,,,,0
5,euxqtgti,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:03.193622+00:00,1,,,0.00,1,8.45,,,,0.00,4,,0,6,fqg95u67,,,,,,0
6,vv5ada9b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:09.101474+00:00,1,,,0.00,2,8.4,,,,0.00,4,,0,6,fqg95u67,,,,,,0
7,2t22lxme,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:10.825907+00:00,1,,,0.00,1,8.42,,,,0.00,5,,0,6,fqg95u67,,,,,,0
8,4u38sq66,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:12.632708+00:00,1,,,0.00,2,8.47,,,,0.00,5,,0,6,fqg95u67,,,,,,0
9,blgzbldr,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:12.838849+00:00,1,,,5.00,2,8.55,Office,,6,0.40,6,,0,6,fqg95u67,,,,,,0
10,qtsys7nh,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:19.184261+00:00,1,,,5.00,1,8.55,Office,,3,0.40,6,,0,6,fqg95u67,,,,,,0
11,h7vscoqn,,0,80,90,canteen_dilemma,9,Strategy,172.16.176.137,2018-03-26 12:47:20.365046+00:00,1,,,0.00,2,8.45,Canteen,,6,0.60,7,,0,6,fqg95u67,,,,,,0
12,e0c1vwni,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:25.334504+00:00,1,,,0.00,1,8.4,Canteen,,5,0.60,7,,0,6,fqg95u67,,,,,,0
13,o26s8l30,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:30.398487+00:00,1,,,0.00,1,8.45,,,,0.00,8,,0,6,fqg95u67,,,,,,0
14,iuerdy7k,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:31.507077+00:00,1,,,0.00,2,8.5,,,,0.00,8,,0,6,fqg95u67,,,,,,0
15,xx17155x,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:36.845714+00:00,1,,,0.00,1,8.44,,,,0.00,9,,0,6,fqg95u67,,,,,,0
16,2ukepewe,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:38.099778+00:00,1,,,0.00,2,8.39,,,,0.00,9,,0,6,fqg95u67,,,,,,0
17,rxxs8z2q,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:44.006898+00:00,1,,,0.00,1,8.54,,,,0.00,12,,0,6,fqg95u67,,,,,,0
18,lxkfvxlg,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:42.032327+00:00,1,,,0.00,2,9.1,,,,0.00,10,,0,6,fqg95u67,,,,,,0
19,ix1k56f4,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:45.790311+00:00,1,,,0.00,1,9.05,,,,0.00,10,,0,6,fqg95u67,,,,,,0
20,ix16z1xf,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:47.618501+00:00,1,,,0.00,1,9.02,Office,,5,0.40,11,,0,6,fqg95u67,,,,,,0
21,xeedu2jt,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:48.280223+00:00,1,,,0.00,2,9.07,Office,,6,0.40,11,,0,6,fqg95u67,,,,,,0
22,rcrki87j,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:50.598631+00:00,1,,,0.00,2,8.49,,,,0.00,12,,0,6,fqg95u67,,,,,,0
23,oji4xve4,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:57.878468+00:00,1,,,0.00,1,8.56,,,,0.00,13,,0,6,fqg95u67,,,,,,0
24,k2yoootk,,0,8,90,canteen_dilemma,1,Strategy,172.16.176.137,2018-03-26 12:48:04.816578+00:00,1,,,0.00,2,9.01,,,,0.00,13,,0,6,fqg95u67,,,,,,0
25,ei24rzjx,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:06.052105+00:00,1,,,0.00,2,8.37,,,,0.00,14,,0,6,fqg95u67,,,,,,0
26,3pz22t9t,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:07.143941+00:00,1,,,0.00,1,8.42,,,,0.00,14,,0,6,fqg95u67,,,,,,0
1,dkitbq4b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:46:58.147725+00:00,1,,,5.00,1,9.0,Office,,4,0.40,2,,0,7,fqg95u67,,,,,,0
2,t8x0786b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.171063+00:00,1,,,5.00,2,9.0,Office,,6,0.40,2,,0,7,fqg95u67,,,,,,0
3,squnqb9h,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.470250+00:00,1,,,0.00,1,8.55,,,,0.00,3,,0,7,fqg95u67,,,,,,0
4,hmoyvns6,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:01.475182+00:00,1,,,0.00,2,8.5,,,,0.00,3,,0,7,fqg95u67,,,,,,0
5,euxqtgti,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:03.193622+00:00,1,,,0.00,1,8.47,,,,0.00,4,,0,7,fqg95u67,,,,,,0
6,vv5ada9b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:09.101474+00:00,1,,,0.00,2,8.47,,,,0.00,4,,0,7,fqg95u67,,,,,,0
7,2t22lxme,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:10.825907+00:00,1,,,0.00,1,8.56,,,,0.00,5,,0,7,fqg95u67,,,,,,0
8,4u38sq66,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:12.632708+00:00,1,,,0.00,2,8.56,,,,0.00,5,,0,7,fqg95u67,,,,,,0
9,blgzbldr,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:12.838849+00:00,1,,,5.00,2,9.09,Office,,6,0.40,6,,0,7,fqg95u67,,,,,,0
10,qtsys7nh,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:19.184261+00:00,1,,,5.00,1,9.04,Office,,5,0.40,6,,0,7,fqg95u67,,,,,,0
11,h7vscoqn,,0,80,90,canteen_dilemma,9,Strategy,172.16.176.137,2018-03-26 12:47:20.365046+00:00,1,,,0.00,2,8.44,Canteen,,6,0.60,7,,0,7,fqg95u67,,,,,,0
12,e0c1vwni,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:25.334504+00:00,1,,,0.00,1,8.44,Canteen,,5,0.60,7,,0,7,fqg95u67,,,,,,0
13,o26s8l30,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:30.398487+00:00,1,,,0.00,1,8.48,,,,0.00,8,,0,7,fqg95u67,,,,,,0
14,iuerdy7k,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:31.507077+00:00,1,,,0.00,2,8.48,,,,0.00,8,,0,7,fqg95u67,,,,,,0
15,xx17155x,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:36.845714+00:00,1,,,0.00,1,9.05,,,,0.00,9,,0,7,fqg95u67,,,,,,0
16,2ukepewe,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:38.099778+00:00,1,,,0.00,2,9.1,,,,0.00,9,,0,7,fqg95u67,,,,,,0
17,rxxs8z2q,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:44.006898+00:00,1,,,0.00,1,8.5,,,,0.00,12,,0,7,fqg95u67,,,,,,0
18,lxkfvxlg,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:42.032327+00:00,1,,,0.00,2,9.01,,,,0.00,10,,0,7,fqg95u67,,,,,,0
19,ix1k56f4,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:45.790311+00:00,1,,,0.00,1,8.56,,,,0.00,10,,0,7,fqg95u67,,,,,,0
20,ix16z1xf,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:47.618501+00:00,1,,,0.00,1,8.55,Office,,4,0.40,11,,0,7,fqg95u67,,,,,,0
21,xeedu2jt,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:48.280223+00:00,1,,,0.00,2,8.5,Office,,2,0.40,11,,0,7,fqg95u67,,,,,,0
22,rcrki87j,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:50.598631+00:00,1,,,0.00,2,8.45,,,,0.00,12,,0,7,fqg95u67,,,,,,0
23,oji4xve4,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:57.878468+00:00,1,,,0.00,1,8.52,,,,0.00,13,,0,7,fqg95u67,,,,,,0
24,k2yoootk,,0,8,90,canteen_dilemma,1,Strategy,172.16.176.137,2018-03-26 12:48:04.816578+00:00,1,,,0.00,2,8.52,,,,0.00,13,,0,7,fqg95u67,,,,,,0
25,ei24rzjx,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:06.052105+00:00,1,,,0.00,2,8.51,,,,0.00,14,,0,7,fqg95u67,,,,,,0
26,3pz22t9t,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:07.143941+00:00,1,,,0.00,1,8.51,,,,0.00,14,,0,7,fqg95u67,,,,,,0
1,dkitbq4b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:46:58.147725+00:00,1,,,5.00,1,9.02,Office,,4,0.40,2,,0,8,fqg95u67,,,,,,0
2,t8x0786b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.171063+00:00,1,,,5.00,2,9.07,Office,,6,0.40,2,,0,8,fqg95u67,,,,,,0
3,squnqb9h,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.470250+00:00,1,,,0.00,1,8.5,,,,0.00,3,,0,8,fqg95u67,,,,,,0
4,hmoyvns6,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:01.475182+00:00,1,,,0.00,2,8.55,,,,0.00,3,,0,8,fqg95u67,,,,,,0
5,euxqtgti,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:03.193622+00:00,1,,,0.00,1,8.36,,,,0.00,4,,0,8,fqg95u67,,,,,,0
6,vv5ada9b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:09.101474+00:00,1,,,0.00,2,8.31,,,,0.00,4,,0,8,fqg95u67,,,,,,0
7,2t22lxme,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:10.825907+00:00,1,,,0.00,1,8.48,,,,0.00,5,,0,8,fqg95u67,,,,,,0
8,4u38sq66,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:12.632708+00:00,1,,,0.00,2,8.53,,,,0.00,5,,0,8,fqg95u67,,,,,,0
9,blgzbldr,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:12.838849+00:00,1,,,5.00,2,8.4,Canteen,,6,0.60,6,,0,8,fqg95u67,,,,,,0
10,qtsys7nh,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:19.184261+00:00,1,,,5.00,1,8.45,Canteen,,6,0.60,6,,0,8,fqg95u67,,,,,,0
11,h7vscoqn,,0,80,90,canteen_dilemma,9,Strategy,172.16.176.137,2018-03-26 12:47:20.365046+00:00,1,,,0.00,2,8.53,Canteen,,6,0.60,7,,0,8,fqg95u67,,,,,,0
12,e0c1vwni,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:25.334504+00:00,1,,,0.00,1,8.48,Canteen,,3,0.60,7,,0,8,fqg95u67,,,,,,0
13,o26s8l30,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:30.398487+00:00,1,,,0.00,1,8.37,,,,0.00,8,,0,8,fqg95u67,,,,,,0
14,iuerdy7k,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:31.507077+00:00,1,,,0.00,2,8.42,,,,0.00,8,,0,8,fqg95u67,,,,,,0
15,xx17155x,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:36.845714+00:00,1,,,0.00,1,8.51,,,,0.00,9,,0,8,fqg95u67,,,,,,0
16,2ukepewe,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:38.099778+00:00,1,,,0.00,2,8.56,,,,0.00,9,,0,8,fqg95u67,,,,,,0
17,rxxs8z2q,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:44.006898+00:00,1,,,0.00,1,8.59,,,,0.00,12,,0,8,fqg95u67,,,,,,0
18,lxkfvxlg,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:42.032327+00:00,1,,,0.00,2,9.1,,,,0.00,10,,0,8,fqg95u67,,,,,,0
19,ix1k56f4,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:45.790311+00:00,1,,,0.00,1,9.05,,,,0.00,10,,0,8,fqg95u67,,,,,,0
20,ix16z1xf,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:47.618501+00:00,1,,,0.00,1,8.42,Canteen,"Go to the canteen if I arrive before 8:55, otherwise go to the office.",5,-3.00,11,,1,8,fqg95u67,,,,,,0
21,xeedu2jt,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:48.280223+00:00,1,,,0.00,2,8.47,Office,I messed up,4,-3.00,11,,1,8,fqg95u67,,,,,,0
22,rcrki87j,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:50.598631+00:00,1,,,0.00,2,8.59,,,,0.00,12,,0,8,fqg95u67,,,,,,0
23,oji4xve4,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:57.878468+00:00,1,,,0.00,1,8.54,,,,0.00,13,,0,8,fqg95u67,,,,,,0
24,k2yoootk,,0,8,90,canteen_dilemma,1,Strategy,172.16.176.137,2018-03-26 12:48:04.816578+00:00,1,,,0.00,2,8.59,,,,0.00,13,,0,8,fqg95u67,,,,,,0
25,ei24rzjx,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:06.052105+00:00,1,,,0.00,2,8.51,,,,0.00,14,,0,8,fqg95u67,,,,,,0
26,3pz22t9t,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:07.143941+00:00,1,,,0.00,1,8.51,,,,0.00,14,,0,8,fqg95u67,,,,,,0
1,dkitbq4b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:46:58.147725+00:00,1,,,5.00,1,8.48,Canteen,,6,0.60,2,,0,9,fqg95u67,,,,,,0
2,t8x0786b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.171063+00:00,1,,,5.00,2,8.48,Canteen,,6,0.60,2,,0,9,fqg95u67,,,,,,0
3,squnqb9h,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.470250+00:00,1,,,0.00,1,8.41,,,,0.00,3,,0,9,fqg95u67,,,,,,0
4,hmoyvns6,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:01.475182+00:00,1,,,0.00,2,8.41,,,,0.00,3,,0,9,fqg95u67,,,,,,0
5,euxqtgti,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:03.193622+00:00,1,,,0.00,1,8.46,,,,0.00,4,,0,9,fqg95u67,,,,,,0
6,vv5ada9b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:09.101474+00:00,1,,,0.00,2,8.41,,,,0.00,4,,0,9,fqg95u67,,,,,,0
7,2t22lxme,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:10.825907+00:00,1,,,0.00,1,8.45,,,,0.00,5,,0,9,fqg95u67,,,,,,0
8,4u38sq66,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:12.632708+00:00,1,,,0.00,2,8.5,,,,0.00,5,,0,9,fqg95u67,,,,,,0
9,blgzbldr,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:12.838849+00:00,1,,,5.00,2,9.01,Office,,6,0.40,6,,0,9,fqg95u67,,,,,,0
10,qtsys7nh,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:19.184261+00:00,1,,,5.00,1,8.56,Office,,6,0.40,6,,0,9,fqg95u67,,,,,,0
11,h7vscoqn,,0,80,90,canteen_dilemma,9,Strategy,172.16.176.137,2018-03-26 12:47:20.365046+00:00,1,,,0.00,2,8.5,Canteen,,6,-4.60,7,,1,9,fqg95u67,,,,,,0
12,e0c1vwni,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:25.334504+00:00,1,,,0.00,1,8.55,Office,Selected canteen if on or before 8:50,3,-4.60,7,,1,9,fqg95u67,,,,,,0
13,o26s8l30,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:30.398487+00:00,1,,,0.00,1,8.42,,,,0.00,8,,0,9,fqg95u67,,,,,,0
14,iuerdy7k,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:31.507077+00:00,1,,,0.00,2,8.47,,,,0.00,8,,0,9,fqg95u67,,,,,,0
15,xx17155x,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:36.845714+00:00,1,,,0.00,1,8.47,,,,0.00,9,,0,9,fqg95u67,,,,,,0
16,2ukepewe,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:38.099778+00:00,1,,,0.00,2,8.52,,,,0.00,9,,0,9,fqg95u67,,,,,,0
17,rxxs8z2q,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:44.006898+00:00,1,,,0.00,1,8.43,,,,0.00,12,,0,9,fqg95u67,,,,,,0
18,lxkfvxlg,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:42.032327+00:00,1,,,0.00,2,8.46,,,,0.00,10,,0,9,fqg95u67,,,,,,0
19,ix1k56f4,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:45.790311+00:00,1,,,0.00,1,8.41,,,,0.00,10,,0,9,fqg95u67,,,,,,0
20,ix16z1xf,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:47.618501+00:00,1,,,0.00,1,9.05,,,,0.00,11,,0,9,fqg95u67,,,,,,0
21,xeedu2jt,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:48.280223+00:00,1,,,0.00,2,9.0,,,,0.00,11,,0,9,fqg95u67,,,,,,0
22,rcrki87j,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:50.598631+00:00,1,,,0.00,2,8.43,,,,0.00,12,,0,9,fqg95u67,,,,,,0
23,oji4xve4,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:57.878468+00:00,1,,,0.00,1,8.39,,,,0.00,13,,0,9,fqg95u67,,,,,,0
24,k2yoootk,,0,8,90,canteen_dilemma,1,Strategy,172.16.176.137,2018-03-26 12:48:04.816578+00:00,1,,,0.00,2,8.34,,,,0.00,13,,0,9,fqg95u67,,,,,,0
25,ei24rzjx,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:06.052105+00:00,1,,,0.00,2,9.03,,,,0.00,14,,0,9,fqg95u67,,,,,,0
26,3pz22t9t,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:48:07.143941+00:00,1,,,0.00,1,9.03,,,,0.00,14,,0,9,fqg95u67,,,,,,0
1,dkitbq4b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:46:58.147725+00:00,1,,,5.00,1,8.39,Canteen,"Every time there was a risk of going over, I would go to the office",6,0.60,2,,0,10,fqg95u67,,,,,,0
2,t8x0786b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.171063+00:00,1,,,5.00,2,8.39,Canteen,"Anytime one of us could be 9:00 or later, I chose Office.",6,0.60,2,,0,10,fqg95u67,,,,,,0
3,squnqb9h,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:00.470250+00:00,1,,,0.00,1,9.02,,,,0.00,3,,0,10,fqg95u67,,,,,,0
4,hmoyvns6,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:01.475182+00:00,1,,,0.00,2,8.57,,,,0.00,3,,0,10,fqg95u67,,,,,,0
5,euxqtgti,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:03.193622+00:00,1,,,0.00,1,8.58,,,,0.00,4,,0,10,fqg95u67,,,,,,0
6,vv5ada9b,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:09.101474+00:00,1,,,0.00,2,8.53,,,,0.00,4,,0,10,fqg95u67,,,,,,0
7,2t22lxme,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:10.825907+00:00,1,,,0.00,1,9.03,,,,0.00,5,,0,10,fqg95u67,,,,,,0
8,4u38sq66,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:12.632708+00:00,1,,,0.00,2,9.03,,,,0.00,5,,0,10,fqg95u67,,,,,,0
9,blgzbldr,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:12.838849+00:00,1,,,5.00,2,8.59,Office,"If there was any chance that the other person could arrive at 9:00 or later, I'd go to the office. I assumed that they'd make the same choice about me. So if my time was 9:54 or earlier, I'd go to the canteen. Any time later than that, I'd go to the office. We basically just gave each other a buffer time of 5 minutes. Sometimes, I bet we could have both went to the canteen, but it wasn't worth risking losing it all. ",6,0.40,6,,0,10,fqg95u67,,,,,,0
10,qtsys7nh,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:19.184261+00:00,1,,,5.00,1,8.59,Office,If after 8:54 go to the office,6,0.40,6,,0,10,fqg95u67,,,,,,0
11,h7vscoqn,,0,80,90,canteen_dilemma,9,Strategy,172.16.176.137,2018-03-26 12:47:20.365046+00:00,1,,,0.00,2,8.33,,,,0.00,7,,0,10,fqg95u67,,,,,,0
12,e0c1vwni,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:25.334504+00:00,1,,,0.00,1,8.38,,,,0.00,7,,0,10,fqg95u67,,,,,,0
13,o26s8l30,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:30.398487+00:00,1,,,0.00,1,8.57,,,,0.00,8,,0,10,fqg95u67,,,,,,0
14,iuerdy7k,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:31.507077+00:00,1,,,0.00,2,9.02,,,,0.00,8,,0,10,fqg95u67,,,,,,0
15,xx17155x,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:36.845714+00:00,1,,,0.00,1,9.0,,,,0.00,9,,0,10,fqg95u67,,,,,,0
16,2ukepewe,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:38.099778+00:00,1,,,0.00,2,9.05,,,,0.00,9,,0,10,fqg95u67,,,,,,0
17,rxxs8z2q,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:44.006898+00:00,1,,,0.00,1,8.57,,,,0.00,12,,0,10,fqg95u67,,,,,,0
18,lxkfvxlg,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:42.032327+00:00,1,,,0.00,2,8.4,,,,0.00,10,,0,10,fqg95u67,,,,,,0
19,ix1k56f4,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:45.790311+00:00,1,,,0.00,1,8.45,,,,0.00,10,,0,10,fqg95u67,,,,,,0
20,ix16z1xf,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:47.618501+00:00,1,,,0.00,1,8.4,,,,0.00,11,,0,10,fqg95u67,,,,,,0
21,xeedu2jt,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:48.280223+00:00,1,,,0.00,2,8.4,,,,0.00,11,,0,10,fqg95u67,,,,,,0
22,rcrki87j,,0,91,90,canteen_dilemma,10,Debrief,172.16.176.137,2018-03-26 12:47:50.598631+00:00,1,,,0.00,2,8.52,,,,0.00,12,,0,10,fqg95u67,,,,,,0
23,oji4xve4,,0,6,90,canteen_dilemma,1,GameLost,172.16.176.137,2018-03-26 12:47:57.878468+00:00,1,,,0.00,1,8.53,,,,0.00,13,,0,10,fqg95u67,,,,,,0
24,k2yoootk,,0,8,90,canteen_dilemma,1,Strategy,172.16.176.137,2018-03-26 12:48:04.816578+00:00,1,,,0.00,2,8.58,,,,0.00,13,,0,10,fqg95u67,,,,,,0
