,session,code,turker,group,id_in_group,round,arrival,choice,certainty,bonus,strategy,simple,cutoff,fault,payoff
686,h32patv0,atupteuk,A30AGR5KF8IEL,10,1,8,8.5,0.0,0.99,-9.21,"If there was plenty of time to go to the canteen and plenty of time for my partner to go, I went.",1.0,8.4,3.0,0.0
687,h32patv0,eg18ajki,A3E8SXH0BAYG85,10,2,8,8.4,1.0,0.5,-1.39,I tried to think like my partner.,1.0,8.3,3.0,3.57
688,h32patv0,n8rdo0s3,A19ZWBQT8A3LIR,11,1,1,8.3,1.0,0.75,-0.29,,,,,1.27
689,h32patv0,z2dapqqk,A3BI98I9V2FL0T,11,2,1,8.2,1.0,0.99,-0.01,,,,,0.0
690,h32patv0,n8rdo0s3,A19ZWBQT8A3LIR,11,1,2,8.4,1.0,0.75,-2.77,,,,,1.27
691,h32patv0,z2dapqqk,A3BI98I9V2FL0T,11,2,2,8.5,0.0,0.75,-2.77,,,,,0.0
692,h32patv0,n8rdo0s3,A19ZWBQT8A3LIR,11,1,3,8.2,0.0,0.625,-1.96,,,,,1.27
693,h32patv0,z2dapqqk,A3BI98I9V2FL0T,11,2,3,8.3,1.0,0.875,-4.16,,,,,0.0
694,h32patv0,n8rdo0s3,A19ZWBQT8A3LIR,11,1,4,8.5,0.0,0.625,-0.94,,,,,1.27
695,h32patv0,z2dapqqk,A3BI98I9V2FL0T,11,2,4,8.4,0.0,0.875,-0.27,,,,,0.0
696,h32patv0,n8rdo0s3,A19ZWBQT8A3LIR,11,1,5,8.1,0.0,0.75,-2.77,I tried to guess what my partner would do.,3.0,8.0,2.0,1.27
697,h32patv0,z2dapqqk,A3BI98I9V2FL0T,11,2,5,8.0,1.0,0.99,-9.21,"i tried going, i tried not going, its like i couldnt win for losing so I just gave up and said lets go to the canteen, whats the worst that can happen.",1.0,8.3,2.0,0.0
698,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,1,8.4,1.0,0.75,-2.77,,,,,4.67
699,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,1,8.5,0.0,0.99,-9.21,,,,,0.0
700,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,2,8.3,1.0,0.875,-0.13,,,,,4.67
701,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,2,8.4,1.0,0.99,-0.01,,,,,0.0
702,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,3,9.0,0.0,0.99,-0.02,,,,,4.67
703,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,3,9.1,0.0,0.99,-0.02,,,,,0.0
704,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,4,9.0,0.0,0.875,-0.27,,,,,4.67
705,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,4,8.5,0.0,0.99,-0.02,,,,,0.0
706,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,5,8.1,1.0,0.99,-0.01,,,,,4.67
707,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,5,8.2,1.0,0.99,-0.01,,,,,0.0
708,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,6,9.0,0.0,0.99,-0.02,,,,,4.67
709,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,6,8.5,0.0,0.99,-0.02,,,,,0.0
710,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,7,8.3,1.0,0.875,-0.13,,,,,4.67
711,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,7,8.2,1.0,0.99,-0.01,,,,,0.0
712,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,8,8.2,1.0,0.99,-0.01,,,,,4.67
713,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,8,8.3,1.0,0.99,-0.01,,,,,0.0
714,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,9,8.1,1.0,0.99,-0.01,,,,,4.67
715,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,9,8.0,1.0,0.99,-0.01,,,,,0.0
716,h32patv0,n8xs2ec1,A2I4A4WGWII18Z,12,1,10,8.4,1.0,0.625,-1.96,"I tried to stick with what was the most logical, hoping that the other person would do the same. It was in our best interest to do what seemed to make the most sense with whether or not we had time to go to the canteen or not.",1.0,8.4,3.0,4.67
717,h32patv0,i03p7qua,A3N3GGRTTDFKLF,12,2,10,8.5,0.0,0.99,-9.21,I only chose to go to the canteen if I felt there was suitable time.,1.0,8.3,1.0,0.0
718,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,1,8.2,1.0,0.875,-0.13,,,,,3.8
719,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,1,8.1,1.0,0.99,-0.01,,,,,4.01
720,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,2,8.2,1.0,0.875,-0.13,,,,,3.8
721,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,2,8.1,1.0,0.875,-0.13,,,,,4.01
722,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,3,8.1,1.0,0.875,-0.13,,,,,3.8
723,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,3,8.0,1.0,0.99,-0.01,,,,,4.01
724,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,4,9.0,0.0,0.875,-0.27,,,,,3.8
725,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,4,8.5,0.0,0.625,-0.94,,,,,4.01
726,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,5,8.4,1.0,0.75,-0.29,,,,,3.8
727,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,5,8.3,1.0,0.99,-0.01,,,,,4.01
728,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,6,8.1,1.0,0.875,-0.13,,,,,3.8
729,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,6,8.2,1.0,0.875,-0.13,,,,,4.01
730,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,7,9.0,0.0,0.625,-0.94,,,,,3.8
731,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,7,8.5,0.0,0.75,-0.58,,,,,4.01
732,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,8,8.1,1.0,0.99,-0.01,,,,,3.8
733,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,8,8.0,1.0,0.99,-0.01,,,,,4.01
734,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,9,8.3,1.0,0.99,-0.01,,,,,3.8
735,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,9,8.2,1.0,0.99,-0.01,,,,,4.01
736,h32patv0,tuecchng,A36KCUA7C4F21G,13,1,10,8.4,1.0,0.875,-4.16,Limited My risk and chose quite certain if it was close even though I knew they would be going to Canteen.,3.0,8.4,,3.8
737,h32patv0,u9h72fsq,A1MSLM87Z8CLTK,13,2,10,8.5,0.0,0.875,-4.16,"I figured that any time before 9:50 meant that we had time to go the the canteen. So that's what I chose. If the arrival time was 9:50, I figured the safer bet was to choose to go to the office.",1.0,8.4,,4.01
738,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,1,8.2,1.0,0.99,-0.01,,,,,9.87
739,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,1,8.1,1.0,0.875,-0.13,,,,,8.82
740,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,2,9.0,0.0,0.99,-0.02,,,,,9.87
741,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,2,9.1,0.0,0.75,-0.58,,,,,8.82
742,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,3,8.2,1.0,0.99,-0.01,,,,,9.87
743,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,3,8.1,1.0,0.99,-0.01,,,,,8.82
744,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,4,9.0,0.0,0.99,-0.02,,,,,9.87
745,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,4,9.1,0.0,0.875,-0.27,,,,,8.82
746,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,5,8.4,1.0,0.99,-0.01,,,,,9.87
747,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,5,8.3,1.0,0.99,-0.01,,,,,8.82
748,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,6,8.5,1.0,0.99,-0.01,,,,,9.87
749,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,6,8.4,1.0,0.875,-0.13,,,,,8.82
750,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,7,8.1,1.0,0.99,-0.01,,,,,9.87
751,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,7,8.0,1.0,0.99,-0.01,,,,,8.82
752,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,8,8.1,1.0,0.99,-0.01,,,,,9.87
753,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,8,8.2,1.0,0.99,-0.01,,,,,8.82
754,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,9,9.0,0.0,0.99,-0.02,,,,,9.87
755,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,9,9.1,0.0,0.99,-0.02,,,,,8.82
756,h32patv0,hky1rqw0,A8AG71WQHPTYN,14,1,10,8.4,1.0,0.99,-0.01,I based my decision on what time my partner had and how likely it was that their time was guaranteed to arrive to work before 9:00am,1.0,8.4,,9.87
757,h32patv0,1lhfkvck,ARJ8XLYXTWNE,14,2,10,8.3,1.0,0.99,-0.01,"I just went with my gut feeling. After a while, I kind of learned my partner and what decision they would make.",1.0,8.3,,8.82
758,h32patv0,b1mqf3ew,A2KPT0PEUEXCC4,16,1,1,8.5,1.0,0.875,-0.13,,,,,1.96
759,h32patv0,sudqti1u,AHPCI0X85ZUR1,16,2,1,8.4,1.0,0.875,-0.13,,,,,0.0
760,h32patv0,b1mqf3ew,A2KPT0PEUEXCC4,16,1,2,8.1,1.0,0.99,-0.01,,,,,1.96
761,h32patv0,sudqti1u,AHPCI0X85ZUR1,16,2,2,8.0,1.0,0.99,-0.01,,,,,0.0
762,h32patv0,b1mqf3ew,A2KPT0PEUEXCC4,16,1,3,8.2,1.0,0.99,-0.01,,,,,1.96
763,h32patv0,sudqti1u,AHPCI0X85ZUR1,16,2,3,8.3,1.0,0.99,-0.01,,,,,0.0
764,h32patv0,b1mqf3ew,A2KPT0PEUEXCC4,16,1,4,9.0,0.0,0.875,-4.16,,,,,1.96
765,h32patv0,sudqti1u,AHPCI0X85ZUR1,16,2,4,8.5,1.0,0.99,-9.21,,,,,0.0
766,h32patv0,b1mqf3ew,A2KPT0PEUEXCC4,16,1,5,8.1,1.0,0.99,-0.01,,,,,1.96
767,h32patv0,sudqti1u,AHPCI0X85ZUR1,16,2,5,8.2,1.0,0.75,-0.29,,,,,0.0
768,h32patv0,b1mqf3ew,A2KPT0PEUEXCC4,16,1,6,9.0,0.0,0.625,-0.94,,,,,1.96
769,h32patv0,sudqti1u,AHPCI0X85ZUR1,16,2,6,9.1,0.0,0.99,-0.02,,,,,0.0
770,h32patv0,b1mqf3ew,A2KPT0PEUEXCC4,16,1,7,8.1,1.0,0.99,-0.01,,,,,1.96
771,h32patv0,sudqti1u,AHPCI0X85ZUR1,16,2,7,8.0,1.0,0.99,-0.01,,,,,0.0
772,h32patv0,b1mqf3ew,A2KPT0PEUEXCC4,16,1,8,8.4,1.0,0.75,-2.77,"I basically used the previous instructions, if it was exactly 9am I went to the office. Anything before I went to the canteen. I also tried to pay attention to what the other participant would select but I don't think they read the instructions very carefully as their choices seemed somewhat random.",1.0,8.5,2.0,1.96
773,h32patv0,sudqti1u,AHPCI0X85ZUR1,16,2,8,8.5,0.0,0.875,-4.16,Assumption,1.0,8.4,1.0,0.0
774,h32patv0,r58t64dr,A3T7N805PVNEXN,17,1,1,9.0,0.0,0.99,-0.02,,,,,0.0
775,h32patv0,rwldbn84,AR4XFM7G1W0VQ,17,2,1,9.1,0.0,0.99,-0.02,,,,,0.74
776,h32patv0,r58t64dr,A3T7N805PVNEXN,17,1,2,9.0,0.0,0.99,-9.21,,,,,0.0
777,h32patv0,rwldbn84,AR4XFM7G1W0VQ,17,2,2,8.5,1.0,0.99,-9.21,,,,,0.74
778,h32patv0,r58t64dr,A3T7N805PVNEXN,17,1,3,8.1,1.0,0.99,-0.01,,,,,0.0
779,h32patv0,rwldbn84,AR4XFM7G1W0VQ,17,2,3,8.2,1.0,0.99,-0.01,,,,,0.74
780,h32patv0,r58t64dr,A3T7N805PVNEXN,17,1,4,9.0,0.0,0.5,-1.39,I just went to the canteen unless I arrived at 850 or 9 AM. At that point I was not sure if I should go to the office or canteen.,1.0,8.3,1.0,0.0
781,h32patv0,rwldbn84,AR4XFM7G1W0VQ,17,2,4,9.1,0.0,0.99,-0.02,I tried to see if there was enough time to go to the canteen.,1.0,8.4,1.0,0.74
782,h32patv0,tbw34hr4,AJK9A8Z3AWERT,18,1,1,8.1,1.0,0.99,-0.01,,,,,6.07
783,h32patv0,5zn2iian,A30QJ6OLAICVI7,18,2,1,8.2,1.0,0.99,-0.01,,,,,0.0
784,h32patv0,tbw34hr4,AJK9A8Z3AWERT,18,1,2,8.1,0.0,0.625,-1.96,,,,,6.07
785,h32patv0,5zn2iian,A30QJ6OLAICVI7,18,2,2,8.2,1.0,0.99,-9.21,,,,,0.0
786,h32patv0,tbw34hr4,AJK9A8Z3AWERT,18,1,3,8.2,0.0,0.625,-1.96,brain power,1.0,8.3,1.0,6.07
787,h32patv0,5zn2iian,A30QJ6OLAICVI7,18,2,3,8.1,1.0,0.99,-9.21,"I only got to play three rounds because my partner clearly didn't understand the rules, and cost us our entire bonus.",1.0,8.4,2.0,0.0
788,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,1,8.3,1.0,0.99,-0.01,,,,,9.88
789,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,1,8.2,1.0,0.99,-0.01,,,,,9.32
790,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,2,8.1,1.0,0.99,-0.01,,,,,9.88
791,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,2,8.0,1.0,0.99,-0.01,,,,,9.32
792,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,3,8.2,1.0,0.99,-0.01,,,,,9.88
793,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,3,8.3,1.0,0.99,-0.01,,,,,9.32
794,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,4,8.5,1.0,0.99,-0.01,,,,,9.88
795,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,4,8.4,1.0,0.99,-0.01,,,,,9.32
796,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,5,8.3,1.0,0.99,-0.01,,,,,9.88
797,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,5,8.2,1.0,0.99,-0.01,,,,,9.32
798,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,6,9.0,0.0,0.99,-0.02,,,,,9.88
799,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,6,8.5,0.0,0.75,-0.58,,,,,9.32
800,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,7,8.3,1.0,0.99,-0.01,,,,,9.88
801,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,7,8.2,1.0,0.99,-0.01,,,,,9.32
802,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,8,8.5,1.0,0.99,-0.01,,,,,9.88
803,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,8,8.4,1.0,0.99,-0.01,,,,,9.32
804,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,9,8.2,1.0,0.99,-0.01,,,,,9.88
805,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,9,8.3,1.0,0.99,-0.01,,,,,9.32
806,h32patv0,lt65f6os,A2Z430H1S2KYRI,19,1,10,9.0,0.0,0.99,-0.02,Always go to the canteen if its before 9:00 am. And if its after always go the office.,1.0,8.3,,9.88
807,h32patv0,7nnamfnb,A1Z8AOIDT5IV43,19,2,10,9.1,0.0,0.99,-0.02,if the variabilty of my partner overlapped with the 9 am or not.,1.0,8.5,,9.32
808,h32patv0,tk2e6wm0,A267GLM78AMQ75,20,1,1,8.4,1.0,0.99,-9.21,,,,,0.0
809,h32patv0,xss42sbw,AT0COJ1G23ZB0,20,2,1,8.5,0.0,0.75,-2.77,,,,,4.15
810,h32patv0,tk2e6wm0,A267GLM78AMQ75,20,1,2,9.0,0.0,0.99,-0.02,,,,,0.0
811,h32patv0,xss42sbw,AT0COJ1G23ZB0,20,2,2,9.1,0.0,0.875,-0.27,,,,,4.15
812,h32patv0,tk2e6wm0,A267GLM78AMQ75,20,1,3,8.2,1.0,0.99,-0.01,,,,,0.0
813,h32patv0,xss42sbw,AT0COJ1G23ZB0,20,2,3,8.1,1.0,0.99,-0.01,,,,,4.15
814,h32patv0,tk2e6wm0,A267GLM78AMQ75,20,1,4,8.3,1.0,0.99,-0.01,,,,,0.0
815,h32patv0,xss42sbw,AT0COJ1G23ZB0,20,2,4,8.2,1.0,0.99,-0.01,,,,,4.15
816,h32patv0,tk2e6wm0,A267GLM78AMQ75,20,1,5,9.0,0.0,0.99,-0.02,,,,,0.0
817,h32patv0,xss42sbw,AT0COJ1G23ZB0,20,2,5,9.1,0.0,0.99,-0.02,,,,,4.15
818,h32patv0,tk2e6wm0,A267GLM78AMQ75,20,1,6,8.4,1.0,0.75,-2.77,I tried to think about what others would do at a certain time.,1.0,8.3,2.0,0.0
819,h32patv0,xss42sbw,AT0COJ1G23ZB0,20,2,6,8.5,0.0,0.75,-2.77,"If I were 8:50 or later -> office. Otherwise, Canteen. Certainty depended on if it was even possible for colleague to do the other option.",1.0,8.5,3.0,4.15
820,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,1,8.3,1.0,0.99,-0.01,,,,,0.0
821,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,1,8.4,1.0,0.75,-0.29,,,,,4.65
822,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,2,8.5,0.0,0.625,-0.94,,,,,0.0
823,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,2,8.4,0.0,0.75,-0.58,,,,,4.65
824,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,3,8.4,1.0,0.75,-0.29,,,,,0.0
825,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,3,8.3,1.0,0.875,-0.13,,,,,4.65
826,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,4,8.2,1.0,0.99,-0.01,,,,,0.0
827,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,4,8.3,1.0,0.75,-0.29,,,,,4.65
828,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,5,8.4,1.0,0.625,-0.47,,,,,0.0
829,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,5,8.3,1.0,0.75,-0.29,,,,,4.65
830,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,6,9.0,0.0,0.99,-0.02,,,,,0.0
831,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,6,8.5,0.0,0.75,-0.58,,,,,4.65
832,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,7,8.3,1.0,0.99,-0.01,,,,,0.0
833,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,7,8.2,1.0,0.75,-0.29,,,,,4.65
834,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,8,8.2,1.0,0.99,-0.01,,,,,0.0
835,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,8,8.3,1.0,0.875,-0.13,,,,,4.65
836,h32patv0,ivxdefbm,A002160837SWJFPIAI7L7,21,1,9,9.0,0.0,0.99,-9.21,If i arrived at 9 or later I went to the office,1.0,8.3,2.0,0.0
837,h32patv0,jvr0u496,A3A4EIML2KVC3D,21,2,9,8.5,1.0,0.75,-2.77,I just tried to do an every other choice strategy thing.,3.0,6.0,3.0,4.65
838,h32patv0,o4ae4ei2,A3GZYWA9S6J0K9,23,1,1,8.5,0.0,0.625,-1.96,,,,,4.69
839,h32patv0,zittq6wn,A31FD3QCYZ28Q2,23,2,1,8.4,1.0,0.99,-9.21,,,,,0.0
840,h32patv0,o4ae4ei2,A3GZYWA9S6J0K9,23,1,2,9.0,0.0,0.75,-0.58,,,,,4.69
841,h32patv0,zittq6wn,A31FD3QCYZ28Q2,23,2,2,9.1,0.0,0.99,-0.02,,,,,0.0
842,h32patv0,o4ae4ei2,A3GZYWA9S6J0K9,23,1,3,8.4,1.0,0.75,-2.77,If my arrival was within 10 minutes of 9 I assumed  a fair chance of colleague arriving around the same time and maybe not having time,1.0,8.3,2.0,4.69
843,h32patv0,zittq6wn,A31FD3QCYZ28Q2,23,2,3,8.5,0.0,0.625,-1.96,"I followed the rules, that before 9.00am we'd have time for coffe. I arrived at 8.40, so the latest the other person could arrive was 8.50. Time for coffee and I was certain of this. When the opposite cenario happened, I followed what they did last time, and they this time went to the canteen. Inconsistent!",1.0,8.5,2.0,0.0
844,h32patv0,m5ec0d1h,A3AY0315YWWNXY,24,1,1,9.0,0.0,0.99,-0.02,,,,,0.0
845,h32patv0,f0g1jetq,A44GF72UX2T66,24,2,1,8.5,0.0,0.99,-0.02,,,,,0.0
846,h32patv0,m5ec0d1h,A3AY0315YWWNXY,24,1,2,9.0,0.0,0.99,-0.02,,,,,0.0
847,h32patv0,f0g1jetq,A44GF72UX2T66,24,2,2,8.5,0.0,0.99,-0.02,,,,,0.0
848,h32patv0,m5ec0d1h,A3AY0315YWWNXY,24,1,3,8.2,1.0,0.99,-0.01,,,,,0.0
849,h32patv0,f0g1jetq,A44GF72UX2T66,24,2,3,8.1,1.0,0.99,-0.01,,,,,0.0
850,h32patv0,m5ec0d1h,A3AY0315YWWNXY,24,1,4,8.3,1.0,0.99,-0.01,,,,,0.0
851,h32patv0,f0g1jetq,A44GF72UX2T66,24,2,4,8.4,1.0,0.99,-0.01,,,,,0.0
852,h32patv0,m5ec0d1h,A3AY0315YWWNXY,24,1,5,8.2,1.0,0.99,-0.01,,,,,0.0
853,h32patv0,f0g1jetq,A44GF72UX2T66,24,2,5,8.3,1.0,0.99,-0.01,,,,,0.0
854,h32patv0,m5ec0d1h,A3AY0315YWWNXY,24,1,6,8.4,1.0,0.99,-9.21,,,,,0.0
855,h32patv0,f0g1jetq,A44GF72UX2T66,24,2,6,8.5,0.0,0.99,-9.21,,,,,0.0
856,h32patv0,m5ec0d1h,A3AY0315YWWNXY,24,1,7,8.5,0.0,0.99,-9.21,"If it was not 9 o clock, to always go to get coffee.",1.0,8.5,2.0,0.0
857,h32patv0,f0g1jetq,A44GF72UX2T66,24,2,7,8.4,1.0,0.99,-9.21,"I got coffee if I arrived before 8:40. Unfortunately, I lost 9:00 because of an incompetent partner.",1.0,8.3,2.0,0.0
858,h32patv0,7ixl4dsx,AUQ79MANVDU9B,25,1,1,8.2,1.0,0.99,-0.01,,,,,0.0
859,h32patv0,u44kdxxp,A20VKYV1BCNFFV,25,2,1,8.1,1.0,0.75,-0.29,,,,,0.0
860,h32patv0,7ixl4dsx,AUQ79MANVDU9B,25,1,2,8.2,1.0,0.99,-0.01,,,,,0.0
861,h32patv0,u44kdxxp,A20VKYV1BCNFFV,25,2,2,8.1,1.0,0.625,-0.47,,,,,0.0
862,h32patv0,7ixl4dsx,AUQ79MANVDU9B,25,1,3,8.3,1.0,0.99,-9.21,,,,,0.0
863,h32patv0,u44kdxxp,A20VKYV1BCNFFV,25,2,3,8.4,0.0,0.875,-4.16,,,,,0.0
864,h32patv0,7ixl4dsx,AUQ79MANVDU9B,25,1,4,8.2,1.0,0.99,-0.01,,,,,0.0
865,h32patv0,u44kdxxp,A20VKYV1BCNFFV,25,2,4,8.3,1.0,0.875,-0.13,,,,,0.0
866,h32patv0,7ixl4dsx,AUQ79MANVDU9B,25,1,5,8.4,1.0,0.99,-0.01,,,,,0.0
867,h32patv0,u44kdxxp,A20VKYV1BCNFFV,25,2,5,8.5,1.0,0.875,-0.13,,,,,0.0
868,h32patv0,7ixl4dsx,AUQ79MANVDU9B,25,1,6,8.1,0.0,0.99,-9.21,"I was just trying to predict what my partner would do, but he didn't have to seem to have a strategy to stick to what we did at the beginning for the least amount of losses.",1.0,6.0,2.0,0.0
869,h32patv0,u44kdxxp,A20VKYV1BCNFFV,25,2,6,8.0,1.0,0.99,-9.21,I tryed to pick the same as my college.,1.0,9.0,3.0,0.0
870,h32patv0,y0f6ekh8,A3BHRFFG75X3GO,26,1,1,9.0,0.0,0.99,-9.21,,,,,0.0
871,h32patv0,lto1zdo6,AD21ES5UMD77U,26,2,1,8.5,1.0,0.625,-1.96,,,,,6.08
872,h32patv0,y0f6ekh8,A3BHRFFG75X3GO,26,1,2,9.0,0.0,0.5,-1.39,"I did not really use any strategy. I just thought about what the other person's time could be, and figured that they would go to the office most of the time.",1.0,9.1,1.0,0.0
873,h32patv0,lto1zdo6,AD21ES5UMD77U,26,2,2,8.5,1.0,0.625,-1.96,I decided I would go if I had time and hoped my partner would to,1.0,8.5,2.0,6.08
874,h32patv0,7gl6c1ay,A26I76BUCO0LAO,27,1,1,8.3,1.0,0.99,-9.21,,,,,0.0
875,h32patv0,uigsnjyo,A15SUPIZ05ZFCD,27,2,1,8.2,0.0,0.875,-4.16,,,,,0.0
876,h32patv0,7gl6c1ay,A26I76BUCO0LAO,27,1,2,9.0,0.0,0.99,-0.02,,,,,0.0
877,h32patv0,uigsnjyo,A15SUPIZ05ZFCD,27,2,2,9.1,0.0,0.5,-1.39,,,,,0.0
878,h32patv0,7gl6c1ay,A26I76BUCO0LAO,27,1,3,8.3,1.0,0.99,-9.21,I used my own arrival time to assume when my partner would most likely arrive and guessed what there action would be based on that assumption.,1.0,6.0,1.0,0.0
879,h32patv0,uigsnjyo,A15SUPIZ05ZFCD,27,2,3,8.4,0.0,0.99,-9.21,No strategy what so ever.  Complete guessing game.  The penalty nuked all my bonus in three rounds so there wasn't much too think about.,3.0,7.0,3.0,0.0
880,mnc3l6g1,s1xzhnh3,A352LR682WGZPH,2,1,1,8.1,1.0,0.75,-0.29,,,,,6.64
881,mnc3l6g1,npmmbab3,A11BSFO4LMHPXQ,2,2,1,8.2,1.0,0.875,-0.13,,,,,0.0
882,mnc3l6g1,s1xzhnh3,A352LR682WGZPH,2,1,2,8.2,1.0,0.875,-0.13,,,,,6.64
883,mnc3l6g1,npmmbab3,A11BSFO4LMHPXQ,2,2,2,8.1,1.0,0.99,-0.01,,,,,0.0
884,mnc3l6g1,s1xzhnh3,A352LR682WGZPH,2,1,3,8.2,1.0,0.875,-0.13,,,,,6.64
885,mnc3l6g1,npmmbab3,A11BSFO4LMHPXQ,2,2,3,8.3,1.0,0.875,-0.13,,,,,0.0
886,mnc3l6g1,s1xzhnh3,A352LR682WGZPH,2,1,4,8.3,1.0,0.99,-0.01,,,,,6.64
887,mnc3l6g1,npmmbab3,A11BSFO4LMHPXQ,2,2,4,8.4,1.0,0.75,-0.29,,,,,0.0
888,mnc3l6g1,s1xzhnh3,A352LR682WGZPH,2,1,5,8.2,1.0,0.99,-0.01,,,,,6.64
889,mnc3l6g1,npmmbab3,A11BSFO4LMHPXQ,2,2,5,8.3,1.0,0.99,-0.01,,,,,0.0
890,mnc3l6g1,s1xzhnh3,A352LR682WGZPH,2,1,6,8.4,1.0,0.99,-0.01,,,,,6.64
891,mnc3l6g1,npmmbab3,A11BSFO4LMHPXQ,2,2,6,8.5,1.0,0.75,-0.29,,,,,0.0
