participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.estimate,player.estimate_p,player.estimate_kg,player.estimate_percent_diff,player.unit,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.room_busy,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
58,67hmgiz9,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:44:56.970451+00:00,1,AXKM85DGEKNO5,3LYA37P8IR6I84A0PQZBW0YPFX8BKR,1.00,58,27,"[51, 56, 55]",1232.7,2717.6387721,1232.7,0.000243309002433053,0,,2018-06-20 09:45:32.638902+00:00,0,0.0,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
59,3idsjrag,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:45:15.554792+00:00,1,A9HVFM0YUY00Q,304SM51WA4NGWNN8UZ8DNMPZWRLBS8,0.08,59,28,"[56, 55, 58]",1050.0,2314.85415,1050.0,0.148418491484185,0,,2018-06-20 09:45:56.689660+00:00,25,0.08,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
60,ynnuffx6,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:47:37.009703+00:00,1,A3LE6B5ITOGOZB,32SVAV9L3GS7TWX1Y67GK3XHMT1A3K,0.00,60,29,"[55, 58, 59]",907.2,2000.0339856,907.2,0.264233576642336,0,,2018-06-20 09:48:07.171169+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
61,dcs2sirs,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:48:23.821690+00:00,1,A2VQSK29ROH94W,3SNVL38CI5B1I9263QV67K47XI8KC7,0.00,61,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
62,l1jprdnt,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:53:00.703173+00:00,1,ABMMFGRR6VFC,3NXNZ5RS1BGBPWOJ8CW61PYDLE697C,0.00,62,30,"[58, 59, 60]",3000.0,3000.0,1360.77687659069,0.103630881257657,1,,2018-06-20 09:53:23.004072+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
63,jqgfwcx6,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:53:25.878960+00:00,1,A2FWMAJ0Z92JAY,3IXQG4FA2UHYR8R9LT8M6RK944X9BY,0.09,63,31,"[60, 62, 64]",0.0,,,,0,,2018-06-20 09:54:18.756316+00:00,27,0.09,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
64,ut7it6m5,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:53:50.131463+00:00,1,A1KYIL2MTF47U3,3EF8EXOTT2EMKMMQ586AP9L3EXI1J2,0.00,64,31,"[59, 60, 62]",1400.0,3086.4722,1400.0,0.13544201135442,0,,2018-06-20 09:54:10.821828+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
65,gqjeurck,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:54:45.393305+00:00,1,A3Q45WBMR8A0N2,3YW4XOSQKR4VY2XKH7AOWBUEVCFU1O,0.18,65,32,"[60, 62, 64]",3086.5,3086.5,1400.01260986572,0.13545223833392,1,,2018-06-20 09:54:56.530904+00:00,55,0.18,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
66,kam7ax9n,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:58:37.716947+00:00,1,A2HI8UBLE44QQX,304SM51WA4NGWNN8UZ8DNMPZWSMSBS,0.00,66,33,"[62, 64, 65]",1400.0,3086.4722,1400.0,0.13544201135442,0,,2018-06-20 09:59:27.729685+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
67,4q0f9wbh,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 09:58:48.494222+00:00,1,A1UIMEZ5QBCDR7,31QNSG6A5SCBBR593KQS1T3218O87M,0.00,67,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
68,n6yr7xtb,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 09:59:31.940120+00:00,1,A1CFE35XYUZ2DC,3LOTDFNYA8IZGLGXJ64A31J5H3AFWC,1.00,68,34,"[64, 65, 66]",1300.0,2866.0099,1300.0,0.0543390105433901,0,,2018-06-20 10:00:37.219822+00:00,0,0.0,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
69,l0wih68v,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:01:06.807780+00:00,1,A3BYL68EBVYTOV,3KJYX6QCMAU26Y2OCMQZWXSJ31PVJL,0.00,69,35,"[65, 66, 68]",3086.0,3086.0,1399.78581371962,0.13526829985371,1,,2018-06-20 10:01:42.341527+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
70,fp5tzmzb,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:03:00.680058+00:00,1,A38R689MVZST8Q,3WOKGM4L72Z0E8S5P2UFJ0JF8ZN0OI,1.00,70,36,"[66, 68, 69]",1300.0,2866.0099,1300.0,0.0543390105433901,0,,2018-06-20 10:04:21.900217+00:00,0,0.0,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
71,699lro1g,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:04:07.893596+00:00,1,A26W67Y40D5CY9,33SA9F9TRYD7A7G1OVK4LJY552VWEB,1.12,71,37,"[68, 69, 70]",1350.0,2976.24105,1350.0,0.0948905109489051,0,,2018-06-20 10:04:36.621258+00:00,37,0.12,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
72,ilx590aa,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:06:45.354746+00:00,1,A748ETX7W2MBZ,3ZAK8W07I5XVRDC2LO6OI6B4QLB0UV,0.00,72,38,"[69, 70, 71]",2866.0,6318.449518,2866.0,1.32441200324412,0,,2018-06-20 10:07:55.443149+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
73,zyxyxvl1,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 10:08:40.678964+00:00,1,A36MOV8E6SYHCR,3Z7ISHFUH1EUV1BFMFIBSDW1B11Z85,0.00,73,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
74,x84neqm1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:08:48.649849+00:00,1,A17SRXUZ1ZWLMM,345LHZDEDYBR85BZ4BO7K49BTXV3UT,0.00,74,39,"[70, 71, 72]",2976.2,6561.3989726,2976.2,1.41378751013787,0,,2018-06-20 10:09:43.753183+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
75,yygqaeai,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:11:08.950382+00:00,1,ACN8N7V5QNSSS,3PJ71Z61R5LXEA9HJWFX0F70IS7198,0.13,75,40,"[72, 74, 76]",0.0,,,,0,,2018-06-20 10:12:07.462496+00:00,38,0.13,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
76,rbeqtfjw,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:11:30.402772+00:00,1,A29U6TV3GMRBB5,3ZR9AIQJUCSWAFIN6IF652DAR8N40C,0.00,76,40,"[71, 72, 74]",2988.0,6587.413524,2988.0,1.42335766423358,0,,2018-06-20 10:11:43.636243+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
77,4yc0ek65,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 10:12:13.472426+00:00,1,A8WCOWORZNP09,3EG49X351VVIMSSCSIXSBEKZX6DX6K,0.00,77,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
78,aw5wol4q,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:12:59.052948+00:00,1,A2WGW5Y3ZFBDEC,3SUWZRL0MZW9GS1VXD70NPZSH03E6T,0.10,78,41,"[72, 74, 76]",1000.0,1000.0,453.592292196897,0.632123039580781,1,,2018-06-20 10:13:17.518297+00:00,29,0.1,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
79,61mwtxt4,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:13:38.091071+00:00,1,A1DXFMUVK5015A,3L6L49WXW1GV5M4O3OLIMX918GY45X,1.06,79,42,"[74, 76, 78]",1220.0,2689.64006,1220.0,0.0105433901054339,0,,2018-06-20 10:14:06.269763+00:00,19,0.06,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
80,nkf079z5,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:14:28.222878+00:00,1,A21JTY4NPNVRPB,324G5B4FB4RTT2068GDD8EXKIAD70Z,1.01,80,43,"[76, 78, 79]",1220.0,2689.64006,1220.0,0.0105433901054339,0,,2018-06-20 10:15:08.785489+00:00,2,0.01,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
81,d73jd4v1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:15:08.541931+00:00,1,AXS9LTZ30XHO9,3E13VNJ1NOEQPB2KNQLAD8631IU1IR,0.10,81,43,"[78, 79, 80]",0.0,,,,0,,2018-06-20 10:15:21.217474+00:00,30,0.1,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
82,6yh17hgi,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:17:02.463536+00:00,1,A7YQOBGDXPAT3,31LM9EDVOMBPYTTFAV48MGY6HYOJNT,0.00,82,43,"[78, 79, 80]",0.0,,,,0,,2018-06-20 10:17:38.041349+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
83,h8z1fqx7,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:21:09.959730+00:00,1,A1EKZLS151S8EP,3YGXWBAF710G47D3IY8Q03FB0XKC4D,0.00,83,44,"[78, 79, 80]",1200.0,1200.0,544.310750636277,0.558547647496937,1,,2018-06-20 10:21:49.648581+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
84,vgg8rffe,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:27:47.104084+00:00,1,AGK30V341UN88,3WETL7AQWURANQLK3AGZCSHVUG253D,1.00,84,45,"[79, 80, 83]",1220.0,2689.64006,1220.0,0.0105433901054339,0,,2018-06-20 10:29:01.307088+00:00,0,0.0,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
85,hjitkkq1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:31:04.579968+00:00,1,A3D1L580FAK35L,3LRLIPTPERSDPU58JCZF1PEJXGPAKZ,0.15,85,47,"[83, 84, 86]",1600.0,3527.3968,1600.0,0.29764801297648,0,,2018-06-20 10:32:10.040858+00:00,43,0.15,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
86,qkgvz14o,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:31:33.022218+00:00,1,A2JA19C4Y5JZD3,3TE3O85731RA7VNZWHFXWJHZGKR2RD,0.00,86,46,"[80, 83, 84]",5.0,11.023115,5.0,0.995944849959449,0,,2018-06-20 10:31:51.818809+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
87,mo623ceg,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 10:31:39.360222+00:00,1,A1K8D3H6T1B2C8,39K0FND3AIY8FI5B4OCVG26NMLKAM4,0.00,87,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
88,s5wfbgd7,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:32:34.354473+00:00,1,AAJ121M08S5KD,3TPZPLC3M1VEG033NPPDAYMCLG3P3J,0.11,88,0,,,,,,,1,2018-06-20 10:32:43.058900+00:00,34,0.11,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
89,53df0cqm,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:32:35.812324+00:00,1,A199PKW9OWJOQV,3KMS4QQVK398LLMGUSL7FQPAUW2KFM,0.16,89,47,"[84, 86, 85]",0.0,,,,0,,2018-06-20 10:33:07.058201+00:00,48,0.16,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
90,50v8nmc8,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:33:28.465263+00:00,1,AVJUIF9QHQRY8,3PWWM24LHTH4PQ83X89X52MUQS3827,0.22,90,48,"[84, 86, 85]",819.0,1805.586237,819.0,0.335766423357664,0,,2018-06-20 10:33:51.571249+00:00,67,0.22,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
91,xca6odyu,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:34:13.946723+00:00,1,A2L7DHRMHRED6S,3X4MXAO0BH7WJBL6A144KQXOKRMRWK,0.14,91,0,,,,,,,1,2018-06-20 10:34:55.005780+00:00,43,0.14,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
92,dpdxqj8t,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:34:50.455556+00:00,1,A2JUGUSPHYNFWL,36H9ULYP63DDA1GYC7LVEBPXF72FJI,0.16,92,48,"[86, 85, 90]",0.0,,,,0,,2018-06-20 10:35:11.452990+00:00,48,0.16,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
93,sjk0qmm7,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:40:11.551263+00:00,1,A3RHFUBEK3JC4V,3QEMNNSB2YINSM10KS18NLH3CZMD7Y,0.00,93,49,"[86, 85, 90]",2100.0,2100.0,952.543813613484,0.22745838311964,1,,2018-06-20 10:40:37.293412+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
94,on4sw6vf,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:45:42.444219+00:00,1,A14F22QXIGMF1T,3F0BG9B9MQ6QQXWRGOOM06R4UNSY7R,0.00,94,50,"[85, 90, 93]",3625.0,3625.0,1644.27205921375,0.333553981519669,1,,2018-06-20 10:45:57.731858+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
95,1j6qekl6,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:52:55.669988+00:00,1,A1GEZDTJPG3Q7U,33F859I567WR6E9SJ5WEJ8IXNH7BHS,0.00,95,51,"[90, 93, 94]",1200.0,1200.0,544.310750636277,0.558547647496937,1,,2018-06-20 10:53:17.717184+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
96,4ysv5aya,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:54:07.615399+00:00,1,A2JNYVMDO31OXZ,3SUWZRL0MZW9GS1VXD70NPZSH04E6U,0.00,96,52,"[93, 94, 95]",1845.0,4067.529435,1845.0,0.496350364963504,0,,2018-06-20 10:54:32.798984+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
97,q45zxqzd,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:54:20.995455+00:00,1,A1RHW1MEJSR3MR,35DR22AR5E3JP95U9GZU4B8FNFCX3F,1.19,97,53,"[94, 95, 96]",2760.0,2760.0,1251.91472646344,0.0153404107570446,1,,2018-06-20 10:54:36.458830+00:00,57,0.19,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
98,kb2bs0dh,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:55:10.973025+00:00,1,A1YGG7LBCMRPO1,36PW28KO40FA3UDYNQOC3U1EDJUEAK,0.11,98,0,,,,,,,1,2018-06-20 10:55:17.362889+00:00,32,0.11,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
99,c8itfpwt,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:56:37.087715+00:00,1,A3QTWM45TDQQ5R,35H6S234SBJ9K982MCEXJVTF47556K,0.00,99,54,"[95, 96, 97]",2995.0,2995.0,1358.50891512971,0.101791496455561,1,,2018-06-20 10:57:16.970253+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
100,3y9o8peg,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 10:58:48.480244+00:00,1,A19HF68K3BLYW,3N2BF7Y2VRDNP5DPAUMNXOTRZGBHMN,0.00,100,54,"[96, 97, 99]",0.0,,,,0,,2018-06-20 10:59:17.575444+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
101,bxz1l75z,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 11:01:07.480266+00:00,1,A2HWC65YAL6MHK,3IO1LGZLKAGS7RR4KAL0VF366X686P,0.00,101,55,"[96, 97, 99]",1358.5,2994.9803455,1358.5,0.101784266017843,0,,2018-06-20 11:01:22.259550+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
102,ux4lqy6i,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 11:04:17.201531+00:00,1,A3UN1F1EOHKKE6,31LM9EDVOMBPYTTFAV48MGY6HYPNJY,1.00,102,56,"[97, 99, 101]",2990.0,2990.0,1356.24095366872,0.099952111653465,1,,2018-06-20 11:05:01.892365+00:00,0,0.0,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
103,xd5bbb5i,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 11:06:57.815782+00:00,1,ACI8PUCF5OPDC,320DUZ38G85JO1CTNRRDWWP9GM3GJJ,0.00,103,57,"[99, 101, 102]",1358.5,2994.9803455,1358.5,0.101784266017843,0,,2018-06-20 11:07:27.902677+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
104,ui1liwm6,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 11:07:27.809680+00:00,1,A1DWTO70YY5L79,3JCG6DTRV49RNDAKLDGYNB5X044QQF,0.16,104,58,"[101, 102, 103]",2995.0,2995.0,1358.50891512971,0.101791496455561,1,,2018-06-20 11:09:06.650105+00:00,46,0.16,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
105,zmhtshad,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 11:07:28.682598+00:00,1,A1ZIL55KKMXE31,3B2X28YI3XYB9PPBNM5AMHT7E3RB6R,0.00,105,57,"[101, 102, 103]",0.0,,,,0,,2018-06-20 11:08:51.986584+00:00,0,0.0,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
106,zyfajk95,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 11:08:53.318491+00:00,1,A3N46QXET3UPY,3R6P78PK7LUD248YZL5HY2CIEOUTG1,0.23,106,59,"[102, 103, 104]",2995.0,2995.0,1358.50891512971,0.101791496455561,1,,2018-06-20 11:09:30.206010+00:00,69,0.23,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
107,neitxiha,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 11:09:05.316120+00:00,1,A35HNEIV27NPC1,3H7Z272LX8QVW4TSTVTD6KGTL2VLPU,0.00,107,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
108,svbcl3cl,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 11:09:27.944364+00:00,1,AE2BOK50NTKFX,35GMH2SV3F0Z5Y7ZX9TU4PLJ20YOET,0.00,108,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
109,3xows3pj,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-20 11:10:52.913630+00:00,1,A33EZK81ADLX7U,3N8OEVH1FS9LHPKORNWQ91FX624OOX,0.00,109,0,,,,,,,,,,,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
110,2603uwfs,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 11:12:39.518397+00:00,1,A26HH5XUH214F7,3LOTDFNYA8IZGLGXJ64A31J5H3CWFV,1.00,110,60,"[103, 104, 106]",2910.0,2910.0,1319.95357029297,0.0705219548199275,1,,2018-06-20 11:12:58.796096+00:00,0,0.0,1.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
111,gmw4ghlf,,0,20,19,ox,1,Results,172.16.176.137,2018-06-20 11:16:32.892974+00:00,1,ABN9IUIM1YA7Y,35USIKEBNSZDAYE8QCAJDCT1VS66NC,0.02,111,62,"[106, 110, 112]",2995.0,2995.0,1358.50891512971,0.101791496455561,1,,2018-06-20 11:18:03.710139+00:00,6,0.02,0.00,1,1,0,0.2,30,300,1,3,history,656wmc92,,,3566S7OX5D2RE7NUEXCBY0K7S0M71T,3YVLYSYECGO2I052WIRRU438XJBQ0C,,0
