participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.estimate,player.estimate_p,player.estimate_kg,player.estimate_percent_diff,player.unit,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.worker_running,subsession.someone_arriving,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
43,nwbgk9gz,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:00:40.802178+00:00,1,A2A2PCKG5Q3U2G,3NXNZ5RS1BGBPWOJ8CW61PYDM2L792,0.01,43,24,[34],700.0,700.0,317.514604537828,0.742486127706547,1,,2018-07-23 08:01:27.602907+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
44,4b4ca8xg,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:02:19.051726+00:00,1,A34V7HUH38XVGT,3VNL7UK1XG27O4C3O1ZZGHC6EX7FTE,0.02,44,25,[34],320.0,320.0,145.149533503007,0.88227937266585,1,,2018-07-23 08:02:34.614734+00:00,4,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
45,fru8h1u7,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:05:35.498298+00:00,1,A2LSQLL0DOBPCI,3B1NLC6UG0FFACFRI4WXTSBLQ9MPGI,0.03,45,26,[44],145.1,319.8907973,145.1,0.882319545823195,0,,2018-07-23 08:06:46.298271+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
46,u1mcyj49,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:06:58.997613+00:00,1,A3Q9OAFXI02VFG,354P56DE9LMTUBKIHIWXIK33EQAS7Y,0.05,46,27,[45],750.0,750.0,340.194219147673,0.724092279685586,1,,2018-07-23 08:07:43.971217+00:00,14,0.05,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
47,z9a01bol,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:08:11.390258+00:00,1,AIX33DZVKYC9Q,3KYQYYSHYWQUDSTZ1EIAY73Y3CADOF,0.02,47,28,[45],362.0,362.0,164.200409775277,0.866828540328243,1,,2018-07-23 08:09:10.630937+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
48,kvyhn26y,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:08:57.647445+00:00,1,A1XPX2ES3NROA1,3IUZPWIU1PQAW78BKHV7JEBAQN6KWB,0.15,48,29,[45],699.0,699.0,317.061012245631,0.742854004666966,1,,2018-07-23 08:09:14.376005+00:00,45,0.15,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
49,pzseykj6,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:10:01.068515+00:00,1,A2OV8Q2TFGMGCB,3OE22WJIGJ7JF6H12M03XC2M4DNUQE,0.03,49,30,[45],500.0,500.0,226.796146098449,0.81606151979039,1,,2018-07-23 08:10:20.520328+00:00,10,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
50,9j520eif,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:22:54.282527+00:00,1,A3CBN6Y98YGAHZ,3TUI152ZZC6369Q30YQJMAXPTGQ1QM,0.03,50,31,[45],325.8,325.8,147.780368797749,0.880145686295418,1,,2018-07-23 08:23:06.053586+00:00,7,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
51,vkc38ki8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:55:42.394487+00:00,1,A3P8G2EZJ8NFJP,3DQQ64TANH4B7Y5RX90FFVX9KXDPWI,0.02,51,32,[45],400.0,400.0,181.436916878759,0.852849215832312,1,,2018-07-23 08:56:01.815096+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
52,5kwci9dn,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 08:57:09.498130+00:00,1,AILJ4322JAUJ1,32AT8R96GMSVSMWEUQP8SCHNM19SU2,0.02,52,33,[45],2000.0,2000.0,907.184584393794,0.264246079161562,1,,2018-07-23 08:57:46.237948+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
53,j1cpl5wf,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:10:36.801880+00:00,1,A3URWXSQKOLCNU,3ZAK8W07I5XVRDC2LO6OI6B4R9R0UO,0.03,53,34,[45],350.0,771.61805,350.0,0.716139497161395,0,,2018-07-23 09:12:03.756901+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
54,vp0tkzw3,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:28:49.156295+00:00,1,AUHLXC9DPB5M8,386CSBG1O05YDVR06420H6O61R76QQ,0.01,54,34,[45],0.0,,,,0,,2018-07-23 09:29:22.065029+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
55,qw0o0w3b,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:34:41.278521+00:00,1,A32IUWK4S9CFIQ,3DPNQGW4LMYROQ4287VNE3N15ZP466,0.02,55,35,[45],1.0,2.204623,1.0,0.99918896999189,0,,2018-07-23 09:34:57.194517+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
56,7k1ylkul,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:36:16.437091+00:00,1,AAICZ4OJOL83Y,3KKG4CDWKJHE69606EYZYDE3V0X49H,0.01,56,36,[45],150.0,330.69345,150.0,0.878345498783455,0,,2018-07-23 09:36:25.216347+00:00,3,0.01,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
57,ug4v6vjj,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 09:36:54.533116+00:00,1,A11K4HY613LGHX,3VZLGYJEYMTKA2CNUNU38CDU3YQZX6,0.00,57,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
58,59txgqro,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:43:48.286923+00:00,1,A2XTDTDT3QSCB,3N2BF7Y2VRDNP5DPAUMNXOTR04QMHK,0.01,58,37,[45],160.0,352.73968,160.0,0.870235198702352,0,,2018-07-23 09:43:53.618963+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
59,78pocusb,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:45:20.431474+00:00,1,AFT6VDMD6VGDG,3IRIK4HM3B3UJUHH1M15X1ZPXC6C6R,0.03,59,38,[45],1400.0,3086.4722,1400.0,0.13544201135442,0,,2018-07-23 09:45:27.775600+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
60,4gvytg12,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 09:46:14.557039+00:00,1,A1MLN6IGN0265R,30LSNF239VEXEWKG6ULOIRG8UCO2I2,0.00,60,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
61,5bprux4x,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 09:52:55.559767+00:00,1,A2WPPQC8S3ICVZ,3JPSL1DZ5TIEX0QBGPRVTHVNSZANAA,0.03,61,39,[45],900.0,900.0,408.233062977207,0.668910735622703,1,,2018-07-23 09:53:31.574183+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
62,3ivkoddv,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 10:02:42.423507+00:00,1,A2G8Y6J03VIXVM,3STRJBFXOXAI4Q4HPCQWWU4BMTQKTN,1.01,62,40,[45],1200.0,2645.5476,1200.0,0.0267639902676399,0,,2018-07-23 10:03:05.888142+00:00,2,0.01,1.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
63,g0jwym51,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 10:09:20.109317+00:00,1,A2FX59BFPTTIM0,3RYC5T2D74C6Z2O5YFQ9SWPSSIZPRG,0.02,63,41,[45],155.1,341.9370273,155.1,0.874209245742093,0,,2018-07-23 10:09:56.739170+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
64,7t1ygvjj,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 10:20:22.094869+00:00,1,A3EL0EEIRKNWZW,34J10VATJGHE6FM185BPE9EBAI2QI4,0.03,64,42,[45],350.0,350.0,158.757302268914,0.871243063853273,1,,2018-07-23 10:20:47.594852+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
65,inkfmm6a,,0,17,19,ox,1,WaitingRoom,172.16.176.137,2018-07-23 10:20:56.573838+00:00,1,A4TQSZDPARE7I,3I2PTA7R3UD5CACP88W1RPTO2MRQKF,0.00,65,0,,,,,,,,2018-07-23 10:21:04.219777+00:00,0,0.0,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
66,f80sal0e,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 10:34:49.526046+00:00,1,A2TKHXY755FAM,3483FV8BEF2HLCPF4TCZLOQ3LLU62D,0.01,66,43,[45],3.0,6.613869,3.0,0.997566909975669,0,,2018-07-23 10:35:15.201386+00:00,3,0.01,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
67,981nfnwp,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 10:45:15.851358+00:00,1,A1PNVYCV1ND3IB,35GCEFQ6I678U459AYNF1WOQW3R3ZC,0.02,67,43,[45],0.0,,,,0,,2018-07-23 10:45:32.953799+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
68,vdqplakk,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 10:45:50.283824+00:00,1,ALHAO8VJDTR7G,374TNBHA8CE0WF16CNXS0X8Z010YQI,0.06,68,44,[45],519.0,519.0,235.41439965019,0.809071857542425,1,,2018-07-23 10:46:23.609308+00:00,17,0.06,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
69,67o6uw4v,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 10:56:34.948613+00:00,1,A30H5IF78HYZJ4,33OOO72IVI40LSSTXZ9Y8BR3HKICT3,0.03,69,45,[45],594.0,594.0,269.433821564957,0.781481085510984,1,,2018-07-23 10:57:41.776389+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
70,69wezt93,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 11:30:30.768917+00:00,1,A3ELD23VP27XJ6,3RRCEFRB7NVXU2LX4YCVPJ9TJ01B4Z,0.03,70,46,[45],1087.0,1087.0,493.054821618027,0.600117744024309,1,,2018-07-23 11:31:01.344199+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
71,62bfyn58,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 11:44:17.462430+00:00,1,A1T6PRQQ8IN2ZU,3UNH76FOCTO9B03EKUQBJOOUQ04YMW,0.02,71,46,[45],0.0,,,,0,,2018-07-23 11:45:09.275192+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
72,tm3xabn8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 12:06:24.585953+00:00,1,A3MUD5ZMRNQ5I7,3KWTYT0871MR3UB99GKZ8EBCVQBL52,0.02,72,47,[45],350.0,350.0,158.757302268914,0.871243063853273,1,,2018-07-23 12:06:58.546483+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
73,t6waj16h,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 12:14:11.507157+00:00,1,A2ZIFJLK7ECERA,3URFVVM1661STYISPIJGO5EQ9GCUZC,0.02,73,48,[45],0.0,,,,0,,2018-07-23 12:16:03.840951+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
74,omkj1h2l,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 12:14:44.105896+00:00,1,A3UN9YYKM944VX,3NLZY2D53Q8GWGU7T8826P63RMYQLK,0.02,74,48,[45],780.0,780.0,353.80198791358,0.713055970873009,1,,2018-07-23 12:14:51.985652+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
75,3wd8qjor,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 12:51:32.321098+00:00,1,A5OJ7FHDAEHR9,3IAS3U3I0GZNRO6A0KT7W4CVZM7B25,0.02,75,49,[45],780.0,780.0,353.80198791358,0.713055970873009,1,,2018-07-23 12:51:52.196370+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
76,pr7dbbfn,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 12:57:51.869490+00:00,1,A3BXN82OU9E4RW,3JRJSWSMQI4AJ9EDEB92GMN88XKE3J,0.02,76,50,[45],900.0,900.0,408.233062977207,0.668910735622703,1,,2018-07-23 12:58:12.653624+00:00,4,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
77,jnfslqnc,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 13:04:02.244003+00:00,1,A1AKRYHM22KQJO,3IRIK4HM3B3UJUHH1M15X1ZPXCA6CP,0.02,77,51,[45],1500.0,3306.9345,1500.0,0.21654501216545,0,,2018-07-23 13:04:16.588421+00:00,4,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
78,ob2hpt8o,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 13:09:19.908776+00:00,1,AEHONA1BIY9JB,32XVDSJFP0GJAFA7R9JGAKNPBLC2MM,0.00,78,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
79,u8lpdv5k,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 13:15:57.827467+00:00,1,A3M7H7MQZIEDXM,3CFVK00FWM4NMYBNEZU40KPCRLOL6K,0.02,79,52,[45],420.0,420.0,190.508762722697,0.845491676623928,1,,2018-07-23 13:16:14.850743+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
80,edwuprur,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 13:21:02.171557+00:00,1,A1NG6N2ZS58Q5O,33LK57MYLUOCELQO0DOG94W2OJTSZW,0.03,80,53,[45],450.0,450.0,204.116531488604,0.834455367811351,1,,2018-07-23 13:22:21.998527+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
81,wel4ywe4,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 13:23:54.739274+00:00,1,A90U84Y2QSBID,3GM6G9ZBKOGDUE4KAO3CB7WFBYPTM5,0.02,81,54,[45],360.0,360.0,163.293225190883,0.867564294249081,1,,2018-07-23 13:24:05.341902+00:00,4,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
82,ouahd7qc,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 13:31:54.927862+00:00,1,AQV468FB908WI,35USIKEBNSZDAYE8QCAJDCT1WGP6N8,0.02,82,55,[45],2100.0,2100.0,952.543813613484,0.22745838311964,1,,2018-07-23 13:32:23.746839+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
83,qrk6z3kt,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 13:34:03.789993+00:00,1,A1WNMXXXDHLW8R,3E7TUJ2EGD5R65PTZPZS1H898DV9D4,0.03,83,56,[45],1111.0,1111.0,503.941036630753,0.591288696974248,1,,2018-07-23 13:34:36.332312+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
84,i5mkkik8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 13:45:08.075188+00:00,1,A35TB5M1ZHJZT4,3XLBSAQ9Z5VQVN6WCAQ5ED0615H7ZP,0.01,84,57,[45],750.0,750.0,340.194219147673,0.724092279685586,1,,2018-07-23 13:45:35.229661+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
85,aqq3j38f,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 13:49:12.325330+00:00,1,ATQH0J0G7LVWY,3GDTJDAPVVUUWUCW7QSHKB0SXL58MW,0.03,85,58,[45],350.0,350.0,158.757302268914,0.871243063853273,1,,2018-07-23 13:50:05.831302+00:00,7,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
86,9uxjdkcx,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 13:59:27.726736+00:00,1,A3OQRRY9IKEN26,3OB0CAO74I8NJM23TXAYRJGY9E9YHR,0.00,86,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
87,0frunoms,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 14:02:58.958089+00:00,1,AI6FY75BJ4M5Q,374TNBHA8CE0WF16CNXS0X8Z015YQN,0.03,87,58,[45],0.0,,,,0,,2018-07-23 14:03:14.232105+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
88,pa5xqm7r,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 14:04:07.042388+00:00,1,A3GV2DOJ2WJ0BY,345LHZDEDYBR85BZ4BO7K49BULGU3I,0.02,88,58,[45],0.0,,,,0,,2018-07-23 14:04:19.152846+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
89,2n48d7q6,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 14:04:50.621583+00:00,1,A19CGAN13MNLUE,3IHR8NYAM8KZYWM7N3UWK3EI04KP42,0.03,89,58,[45],0.0,,,,0,,2018-07-23 14:06:31.108281+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
90,xljirncw,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 14:10:59.440108+00:00,1,A1X2NQA2K6B0R8,3I7DHKZYGOJ5321DN5H1D16SYUT5FL,0.02,90,59,[45],515.0,515.0,233.600030481402,0.810543365384102,1,,2018-07-23 14:11:29.856785+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
91,umxf818t,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 14:15:15.104222+00:00,1,A22M5CCNFCD6JR,3J2UYBXQQMVAP2M1P68L20XOONF60Y,0.01,91,59,[45],0.0,,,,0,,2018-07-23 14:15:45.389240+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
92,pl7kkw01,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 14:15:48.348664+00:00,1,A3GDLH4OBS9NRX,3DQQ64TANH4B7Y5RX90FFVX9KXKPWP,0.10,92,60,[45],1200.0,1200.0,544.310750636277,0.558547647496937,1,,2018-07-23 14:16:20.010886+00:00,31,0.1,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
93,i1a6b5cu,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 14:29:28.936093+00:00,1,A1SM0IKQ4OTSCI,3YW4XOSQKR4VY2XKH7AOWBUEW13U1R,0.02,93,61,[45],450.0,450.0,204.116531488604,0.834455367811351,1,,2018-07-23 14:29:55.306481+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
94,ptk9pbex,,0,20,19,ox,1,Results,172.16.176.137,2018-07-23 14:44:30.353123+00:00,1,A1F7HBLXK8JOY8,3WAKVUDHUXZ99OCM6NRXXLLRZN47U2,0.05,94,62,[45],450.0,450.0,204.116531488604,0.834455367811351,1,,2018-07-23 14:45:01.640539+00:00,13,0.05,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
95,jehgv1af,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 15:04:50.978424+00:00,1,A2CN05GR8EWC4Y,345LHZDEDYBR85BZ4BO7K49BULJ3UU,0.00,95,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
96,px601vmv,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-23 15:06:48.745387+00:00,1,A1XUXXUPFPJEJ0,3RRCEFRB7NVXU2LX4YCVPJ9TJ084BZ,0.00,96,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,1,min,qbp8ivmd,,,37ZQELHEQ0HDDH16NQCYEPU0Q56MN5,3NVVDJT9H76PFEAYZH193D092ZEPXT,,0
