participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.estimate,player.estimate_p,player.estimate_kg,player.estimate_percent_diff,player.unit,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.worker_running,subsession.someone_arriving,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
51,wgt7mu2p,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 13:33:17.830479+00:00,1,AJC5QHO846DZR,3B3WTRP3DCL43VRD20FB5YH6COW92S,0.03,51,30,"[14, 49, 50]",1064.8,1064.8,482.985072731256,0.608284612545616,1,,2018-07-24 13:33:32.853497+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
52,xvocp8tw,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 13:34:46.893061+00:00,1,A3IQBVEWU7VRNE,3SKRO2GZ72AHV6S8NT6MQOLHVCU1KX,0.01,52,31,"[14, 50, 51]",975.0,975.0,442.252484891975,0.641319963591261,1,,2018-07-24 13:35:23.328873+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
53,thj9xm8j,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 13:38:41.885118+00:00,1,A1OD4XDOWM8S6E,3YGXWBAF710G47D3IY8Q03FC2NVC48,0.01,53,32,"[14, 50, 52]",1000.0,1000.0,453.592292196897,0.632123039580781,1,,2018-07-24 13:38:51.664587+00:00,3,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
54,cl7614vr,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 13:57:41.362384+00:00,1,AKN6YZWA3XPWZ,3PW9OPU9PR3MEQOIYN0IQSZNEC921D,0.04,54,33,"[50, 52, 53]",405.3,893.5337019,405.3,0.671289537712895,0,,2018-07-24 13:58:02.169597+00:00,10,0.04,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
55,klsxf5c2,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 14:01:38.496232+00:00,1,A8DWTH31EYL13,37U1UTWH9W5LTAPOCYOY6AU34AVR81,0.02,55,34,"[50, 52, 54]",975.0,975.0,442.252484891975,0.641319963591261,1,,2018-07-24 14:01:54.671798+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
56,kujg6gvy,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 14:11:21.895385+00:00,1,A1VIXPE6JHGLP4,3P529IW9KZ4J5R4YFSX8UQ2QLMJFLG,0.02,56,35,"[50, 54, 55]",975.0,975.0,442.252484891975,0.641319963591261,1,,2018-07-24 14:11:43.199786+00:00,4,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
57,7r4s2zy1,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 14:26:01.490638+00:00,1,A1E46RNRQ6P18L,3D4CH1LGEBCUIPZK1F0072B7M739GD,0.03,57,36,"[50, 54, 56]",430.9,949.9720507,430.9,0.650527169505272,0,,2018-07-24 14:26:13.096443+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
58,n6ysdk9d,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 14:37:10.106649+00:00,1,A19YI8PZGYKN6X,3G0WWMR1UW36KGXS5LOHJHATXJTNQL,0.01,58,37,"[50, 54, 57]",980.0,980.0,444.520446352959,0.639480578789165,1,,2018-07-24 14:37:16.719221+00:00,1,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
59,s68kplda,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-24 14:58:41.178176+00:00,1,A1TF9WJNH0J4ME,3WOKGM4L72Z0E8S5P2UFJ0JGAP1O04,0.00,59,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
60,12h7x0uo,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 15:01:31.139327+00:00,1,AGNJKSH5LFKXZ,3STRJBFXOXAI4Q4HPCQWWU4CNVOTK1,0.01,60,38,"[50, 54, 57]",975.0,975.0,442.252484891975,0.641319963591261,1,,2018-07-24 15:01:57.051469+00:00,3,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
61,hh9fjr3p,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-24 15:04:51.486107+00:00,1,A9TPDXYYGOW0Z,3JC6VJ2SAC2A7BK5CPV9Z0V22G9A5D,0.00,61,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
62,k8awbpyk,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:03:37.997213+00:00,1,AVLWZW54SOGHC,3FPRZHYEPZQRLK0Z91YCGQBV9UN3VL,0.02,62,39,"[50, 54, 57]",950.0,950.0,430.912677587052,0.650516887601742,1,,2018-07-24 16:03:57.259337+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
63,bkt7bjl0,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:21:13.934206+00:00,1,A3RC4Q2X636KF5,3B2X28YI3XYB9PPBNM5AMHT8GT9B6T,0.02,63,40,"[54, 57, 62]",870.0,870.0,394.625294211301,0.679947044435279,1,,2018-07-24 16:21:37.749878+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
64,tusqfydq,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:30:59.030310+00:00,1,A2GJH4HQ4B8VNX,3Z9WI9EOZ07SZHDMPI97IB1OC1ZKHO,0.02,64,41,"[54, 57, 63]",920.0,920.0,417.304908821145,0.661553196414318,1,,2018-07-24 16:31:26.700912+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
65,jovx8kql,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:32:20.481592+00:00,1,A1FO5K73AYUEH,3R9WASFE20Z3AGL2UTOH25DO0VZFZ7,0.03,65,42,"[54, 63, 64]",1032.0,1032.0,468.107245547198,0.620350976847366,1,,2018-07-24 16:33:53.729586+00:00,7,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
66,293d5klq,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:55:55.398730+00:00,1,A3MD960MUT5FKA,3E47SOBEYRFACECI3NAUU4PV756CIX,0.01,66,43,"[54, 63, 64]",870.0,870.0,394.625294211301,0.679947044435279,1,,2018-07-24 16:56:37.788021+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
67,neausv74,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 16:59:22.858266+00:00,1,ANHZ4RHXRQHYE,3II4UPYCOKQXY46FGRAENCYZJFZDQ1,0.01,67,43,"[54, 63, 66]",0.0,,,,0,,2018-07-24 16:59:58.958574+00:00,3,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
68,s1xoi473,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:02:17.374099+00:00,1,A1XATJA7ENOGWB,38F71OA9GUF3B9MJF4YNU3HFLRIMFY,0.02,68,44,"[54, 63, 66]",893.5,893.5,405.284713077928,0.671301935865428,1,,2018-07-24 17:02:29.429051+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
69,j2dfve1r,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:09:17.602610+00:00,1,A195R8LWDEDB6K,3A9AA95ATX5HUFQ718D6PVKX12G5PV,0.01,69,45,"[63, 66, 68]",900.0,900.0,408.233062977207,0.668910735622703,1,,2018-07-24 17:09:34.748144+00:00,4,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
70,e3m0lcr5,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:49:24.234394+00:00,1,A2RRM2TLRUN1WW,3KJYX6QCMAU26Y2OCMQZWXSK5REJVI,0.02,70,46,"[63, 66, 68]",950.0,950.0,430.912677587052,0.650516887601742,1,,2018-07-24 17:49:58.727137+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
71,lj5cwiu1,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:50:07.438886+00:00,1,A3BX06N0ZZTPJY,3LEIZ60CDKIU96UPR7OPS9RDXX8Z93,0.11,71,47,"[63, 66, 68]",893.5,893.5,405.284713077928,0.671301935865428,1,,2018-07-24 17:50:31.914333+00:00,32,0.11,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
72,v01c9w22,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:53:00.172537+00:00,1,A2PQEO14633TNL,32KTQ2V7REYUAZV6CIYVK7V4ITR9MX,0.02,72,48,"[63, 66, 71]",893.5,893.5,405.284713077928,0.671301935865428,1,,2018-07-24 17:53:41.974844+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
73,xg4ajv58,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 17:56:59.225462+00:00,1,A3FWYOGYM4ESVH,3Y9N9SS8LZU5R30DIGYIA45O9NPD32,0.05,73,49,"[63, 66, 72]",875.0,875.0,396.893255672285,0.678107659633183,1,,2018-07-24 17:57:22.388234+00:00,13,0.05,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
74,oumf6q3l,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 18:45:33.938370+00:00,1,AIVOCURI4951T,3Y4W8Q93L03P3C2W2Q4OTZX707LDV2,0.01,74,50,"[63, 66, 73]",820.0,1807.79086,820.0,0.334955393349554,0,,2018-07-24 18:46:06.801930+00:00,1,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
75,h5lp9hed,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 18:47:39.251842+00:00,1,A1ZJ5V4C6QVEUH,35K3O9HUACW5ZLU6Y6A4HVC6CPYEF8,0.02,75,51,"[63, 66, 73]",870.0,870.0,394.625294211301,0.679947044435279,1,,2018-07-24 18:47:49.662297+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
76,k8n8eo1a,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-24 18:52:53.007516+00:00,1,A1DVKS3R9SLQ1H,358UUM7WR0MHTWK52TWSSAY8TQ5R7U,0.00,76,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
77,v3r40qn8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 19:00:45.298271+00:00,1,ABCBQQ0R4OWNM,3F6HPJW4JEJFFR4LVBP3JIPHAPZ2WT,0.03,77,52,"[63, 66, 75]",925.0,925.0,419.57287028213,0.659713811612222,1,,2018-07-24 19:01:31.498348+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
78,xwn670te,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 19:13:12.685765+00:00,1,A20Z8PQIA19KLM,3HWRJOOET6LE3QZS4QA3OUVL1FTSE6,0.03,78,53,"[63, 66, 75]",394.6,869.9442358,394.6,0.679967558799676,0,,2018-07-24 19:13:42.301657+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
79,3x2y9otk,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:04:20.462901+00:00,1,AIWAF34P16S1K,3HVVDCPGTFBDOVTYTRRN52JNLBIYTO,0.03,79,54,"[66, 75, 78]",870.0,870.0,394.625294211301,0.679947044435279,1,,2018-07-24 20:04:38.101850+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
80,1rb6z4z1,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:13:11.163449+00:00,1,A3M0XW9309DTYU,3KMS4QQVK398LLMGUSL7FQPBWN2FK3,0.02,80,55,"[75, 78, 79]",870.0,870.0,394.625294211301,0.679947044435279,1,,2018-07-24 20:13:47.586486+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
81,elftq9qi,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:22:23.883663+00:00,1,A5F4IEDS3YT4N,39JEC7537VKFYKWI2U9D9TFPF8ICVC,0.03,81,56,"[78, 79, 80]",870.0,870.0,394.625294211301,0.679947044435279,1,,2018-07-24 20:22:44.246340+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
82,8t6ojsg5,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:23:14.525527+00:00,1,A1ZWJJ58M8SHBQ,3BEFOD78W7CTDTPUVN243ZKOW2PM4S,0.03,82,57,"[78, 80, 81]",800.0,800.0,362.873833757518,0.705698431664625,1,,2018-07-24 20:23:34.580699+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
83,rp54sn76,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:41:22.146992+00:00,1,AKPMET8C2GOGI,3HYA4D452S2D45IQ5MF3FU3HFNIF2J,0.01,83,58,"[78, 81, 82]",2100.0,4629.7083,2100.0,0.70316301703163,0,,2018-07-24 20:41:40.990617+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
84,gifbk73d,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:53:57.944614+00:00,1,A2DOOLFCILK7SJ,36NEMU28XGW5MV8E5T8NYR3FGVQMWG,0.03,84,59,"[78, 81, 82]",869.9,869.9,394.579934982081,0.679983832131321,1,,2018-07-24 20:54:13.100695+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
85,qlswn1da,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 20:54:33.577185+00:00,1,A3S9L86OI14E8B,3KMS4QQVK398LLMGUSL7FQPBWN5FK6,0.03,85,60,"[78, 82, 84]",1000.0,2204.623,1000.0,0.1889699918897,0,,2018-07-24 20:55:25.420057+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
86,9m8cf959,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-24 21:04:35.410548+00:00,1,A1UTAE4HFA2N47,39O5D9O87UBVMBUZIK37QYN6OOSC3I,0.00,86,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
87,juexny0h,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 21:06:45.500552+00:00,1,A2UX1I209LML50,31N2WW6R9S92PNE99MT8Y489L1KF3W,0.02,87,61,"[78, 82, 84]",870.0,870.0,394.625294211301,0.679947044435279,1,,2018-07-24 21:07:11.942537+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
88,k1rqp3e7,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 21:33:02.553764+00:00,1,A15ES43JGZQ7VX,3R8YZBNQ9I1HHV55PE7SNKO3X5NQ7E,0.03,88,62,"[78, 82, 84]",900.0,900.0,408.233062977207,0.668910735622703,1,,2018-07-24 21:33:14.796245+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
89,jxwlerjc,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 21:36:12.086110+00:00,1,A1SZUK2NNAJ2HY,30LB5CDZNDTCDC6CRB5WZYQKUU3Z0I,0.03,89,63,"[78, 82, 84]",394.6,869.9442358,394.6,0.679967558799676,0,,2018-07-24 21:36:53.434332+00:00,7,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
90,nyuugogd,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 21:41:38.731421+00:00,1,AMIPQMYV4SV8K,3DHE4R9OCXUJI5ELG6LLXF3TG2W2GJ,0.02,90,64,"[82, 84, 89]",1400.0,1400.0,635.029209075656,0.484972255413093,1,,2018-07-24 21:42:18.585811+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
91,1dt8iiou,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 22:13:25.712756+00:00,1,A2AGJADDO49P4F,3FE7TXL1LJ6AVU8ZJ2QXRT7VMPE2QN,0.03,91,65,"[82, 84, 89]",908.1,908.1,411.907160544002,0.665930932243307,1,,2018-07-24 22:13:46.492925+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
92,mnwxpmxn,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 22:14:14.074547+00:00,1,APEYA28TUMGEB,3URFVVM1661STYISPIJGO5ERAJIZUW,0.05,92,66,"[82, 84, 89]",869.9,869.9,394.579934982081,0.679983832131321,1,,2018-07-24 22:14:31.176280+00:00,13,0.05,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
93,7ca1qqh8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 22:20:22.913929+00:00,1,ARO0H4Y0DS1NW,3T3IWE1XG764FT2C2HATSGGLM2QQT2,0.01,93,67,"[82, 84, 92]",800.0,800.0,362.873833757518,0.705698431664625,1,,2018-07-24 22:20:54.548575+00:00,1,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
94,tox4kbwh,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 22:35:21.207777+00:00,1,A39KHMYFO61LKN,3GS6S824SRGB4DTEHUNNB6SFLLMWNC,0.03,94,68,"[82, 92, 93]",1200.0,1200.0,544.310750636277,0.558547647496937,1,,2018-07-24 22:36:12.967075+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
95,t5itja43,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 23:49:58.062941+00:00,1,A1H79X5C41E56Q,3QFUFYSY9ZYN7JXD90YR890FZ174FX,0.02,95,69,"[82, 92, 93]",394.0,868.621462,394.0,0.680454176804542,0,,2018-07-24 23:50:22.788411+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
96,4d4ffowc,,0,20,19,ox,1,Results,172.16.176.137,2018-07-24 23:52:13.926489+00:00,1,A3CMEQP0X920DF,3M23Y66PO3QAQB6DY8R5C638KI76S3,0.03,96,70,"[82, 93, 95]",1100.0,1100.0,498.951521416587,0.595335343538859,1,,2018-07-24 23:53:27.911075+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
97,xzrlmcak,,0,20,19,ox,1,Results,172.16.176.137,2018-07-25 00:00:38.348411+00:00,1,A39VDXGL1RVURU,3VJ40NV2QJ61UHPWN4IP3BLL71FTO4,0.03,97,71,"[82, 93, 95]",868.6,1914.9355378,868.6,0.295539334955393,0,,2018-07-25 00:01:21.907807+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
98,a00i87ln,,0,20,19,ox,1,Results,172.16.176.137,2018-07-25 00:12:15.566339+00:00,1,A33WFDFA0473QG,37KGEN7NJ49LNP8QLNMKN1PES3RPPD,0.03,98,72,"[82, 93, 95]",868.0,868.0,393.718109626907,0.680682798356118,1,,2018-07-25 00:12:51.123003+00:00,10,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
99,ljjsqxg3,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-25 00:13:15.087683+00:00,1,AL7Q1EGINC0B8,3JZQSN0I3RT3JZQX410SHYXIP6HGFX,0.00,99,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
100,f4rf1s76,,0,20,19,ox,1,Results,172.16.176.137,2018-07-25 00:18:49.053402+00:00,1,A397VVXVNBGFP6,37UEWGM5HUR3IA53DDFJR07VQ5A1RE,0.03,100,73,"[82, 93, 98]",853.0,853.0,386.914225243953,0.686200952762406,1,,2018-07-25 00:19:32.754449+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
101,oxmdg6mn,,0,20,19,ox,1,Results,172.16.176.137,2018-07-25 00:26:21.796655+00:00,1,A4G0F9EXU32KU,3HWRJOOET6LE3QZS4QA3OUVL1GXSEC,0.01,101,74,"[82, 93, 100]",800.0,800.0,362.873833757518,0.705698431664625,1,,2018-07-25 00:26:48.621567+00:00,4,0.01,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
102,ugflrsia,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-25 00:28:23.716112+00:00,1,A1DYGUSCPS9IS4,3MRNMEIQW6PM77Q2OM2I6QZ59AODLQ,0.00,102,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,3,min,ggv74prf,,,37ZQELHEQ0HDDH16NQCYEPU0Q6PNMR,33LV6TSG7ABIB16IZFFGFXTYRJPQVD,,0
