participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.bonus,session.config.views,session.config.pay_per_min,session.config.wait_before_leave,session.config.selection_method,session.config.participation_fee,session.config.real_world_currency_per_point,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,ox.1.player.id_in_group,ox.1.player.decision_order,ox.1.player.decision_history,ox.1.player.estimate,ox.1.player.estimate_p,ox.1.player.estimate_kg,ox.1.player.estimate_percent_diff,ox.1.player.unit,ox.1.player.early_finish,ox.1.player.wp_timer_start,ox.1.player.sec_spent,ox.1.player.sec_earned,ox.1.player.payoff,ox.1.group.id_in_subsession,ox.1.subsession.round_number,ox.1.subsession.worker_running,ox.1.subsession.someone_arriving,ox.1.subsession.pay_per_min,ox.1.subsession.wait_before_leave,ox.1.subsession.max_wait_time,ox.1.subsession.bonus,ox.1.subsession.views,ox.1.subsession.selection_method
133,1r7d0ptw,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 03:44:57.797970+00:00,1,AY3F34TW7MCBH,3HFNH7HEMIX0AOG6IHBMTX1VVXFQG1,0.03,0.13,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,133,1,0,0.00,1,1,133,0,0,0.00,1,2,133,0,0,0.00,1,3,133,0,0,0.00,1,4,133,0,0,0.00,1,5,133,0,0,0.00,1,6,133,0,0,0.00,1,7,133,0,0,0.00,1,8,133,102,[],2100.0,2100.0,952.543813613484,0.22745838311964,1,,2018-07-18 03:46:09.011291+00:00,7,0.03,0.00,1,1,0,0,0.2,30,300,1,0,history
134,b00t005h,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-18 03:49:34.050578+00:00,1,AFMH601P0QVUK,3IRIK4HM3B3UJUHH1M15X1ZPX4C6CB,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,134,0,1,0.00,1,1,134,0,0,0.00,1,2,134,0,0,0.00,1,3,134,0,0,0.00,1,4,134,0,0,0.00,1,5,134,0,0,0.00,1,6,134,0,0,0.00,1,7,134,0,0,0.00,1,8,134,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
135,tlqj3vun,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 04:01:17.828637+00:00,1,A3IV4E71FWCR58,3VAR3R6G1QKIWXX8K67UCFPXSDLO8C,0.01,0.11,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,135,1,0,0.00,1,1,135,0,0,0.00,1,2,135,0,0,0.00,1,3,135,0,0,0.00,1,4,135,0,0,0.00,1,5,135,0,0,0.00,1,6,135,0,0,0.00,1,7,135,0,0,0.00,1,8,135,102,[],0.0,,,,0,,2018-07-18 04:03:02.588784+00:00,4,0.01,0.00,1,1,0,0,0.2,30,300,1,0,history
136,l6jjikg6,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 04:13:03.086495+00:00,1,A1MUL7WWYHRIVX,31EUONYN2WMG79TLSZI44T953BNOVI,0.02,0.12,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,136,1,0,0.00,1,1,136,0,0,0.00,1,2,136,0,0,0.00,1,3,136,0,0,0.00,1,4,136,0,0,0.00,1,5,136,0,0,0.00,1,6,136,0,0,0.00,1,7,136,0,0,0.00,1,8,136,103,[],1258.0,1258.0,570.619103583697,0.537210783792622,1,,2018-07-18 04:13:37.684835+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,0,history
137,m8ry6xju,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-18 04:19:06.408758+00:00,1,A147O6EAPZ5YZ0,3IHR8NYAM8KZYWM7N3UWK3EI0WMP4O,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,137,0,1,0.00,1,1,137,0,0,0.00,1,2,137,0,0,0.00,1,3,137,0,0,0.00,1,4,137,0,0,0.00,1,5,137,0,0,0.00,1,6,137,0,0,0.00,1,7,137,0,0,0.00,1,8,137,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
138,4veui8cc,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-18 04:20:30.262691+00:00,1,A1YMJ1ITCHRGHO,3R9WASFE20Z3AGL2UTOH25DNZL2FZN,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,138,0,1,0.00,1,1,138,0,0,0.00,1,2,138,0,0,0.00,1,3,138,0,0,0.00,1,4,138,0,0,0.00,1,5,138,0,0,0.00,1,6,138,0,0,0.00,1,7,138,0,0,0.00,1,8,138,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
139,o3nx4x6c,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 04:20:46.033177+00:00,1,A3B6LGCAJD7VE4,3NG53N1RLW20HX99Z6K91FUN2IIP8V,0.02,0.12,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,139,1,0,0.00,1,1,139,0,0,0.00,1,2,139,0,0,0.00,1,3,139,0,0,0.00,1,4,139,0,0,0.00,1,5,139,0,0,0.00,1,6,139,0,0,0.00,1,7,139,0,0,0.00,1,8,139,104,[],2200.0,2200.0,997.903042833174,0.190670687077718,1,,2018-07-18 04:21:04.524667+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,0,history
140,17vpdfic,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 04:24:45.053207+00:00,1,A1RZT7L92M3XY0,3PEIJLRY6UCGG77IJ0AW98JCMOUWX5,0.02,0.12,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,140,1,0,0.00,1,1,140,0,0,0.00,1,2,140,0,0,0.00,1,3,140,0,0,0.00,1,4,140,0,0,0.00,1,5,140,0,0,0.00,1,6,140,0,0,0.00,1,7,140,0,0,0.00,1,8,140,105,[],1200.0,1200.0,544.310750636277,0.558547647496937,1,,2018-07-18 04:25:19.416479+00:00,6,0.02,0.00,1,1,0,0,0.2,30,300,1,0,history
141,d87owe8g,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 04:47:35.512597+00:00,1,A2K2MSP0EFWFTA,3GNA64GUZFN2URRM1LSVP0A65O3Q5L,0.03,0.13,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,141,1,0,0.00,1,1,141,0,0,0.00,1,2,141,0,0,0.00,1,3,141,0,0,0.00,1,4,141,0,0,0.00,1,5,141,0,0,0.00,1,6,141,0,0,0.00,1,7,141,0,0,0.00,1,8,141,106,[],785.0,785.0,356.069949374564,0.711216586070913,1,,2018-07-18 04:47:56.228242+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,0,history
142,0kai3wx8,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 05:00:38.602045+00:00,1,AHFN54MA1MJFJ,3VD82FOHKR7K80NL1INZE1LGI47OCJ,0.01,0.11,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,142,1,0,0.00,1,1,142,0,0,0.00,1,2,142,0,0,0.00,1,3,142,0,0,0.00,1,4,142,0,0,0.00,1,5,142,0,0,0.00,1,6,142,0,0,0.00,1,7,142,0,0,0.00,1,8,142,107,[],1800.0,1800.0,816.466125954415,0.337821471245406,1,,2018-07-18 05:01:10.596431+00:00,4,0.01,0.00,1,1,0,0,0.2,30,300,1,0,history
143,uxlxf9zr,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 05:03:15.387041+00:00,1,A184G5AJPKOK3W,3OE22WJIGJ7JF6H12M03XC2M45WQU3,0.05,0.15,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,143,1,0,0.00,1,1,143,0,0,0.00,1,2,143,0,0,0.00,1,3,143,0,0,0.00,1,4,143,0,0,0.00,1,5,143,0,0,0.00,1,6,143,0,0,0.00,1,7,143,0,0,0.00,1,8,143,108,[],1218.0,1218.0,552.475411895821,0.551925862209391,1,,2018-07-18 05:03:31.629224+00:00,13,0.05,0.00,1,1,0,0,0.2,30,300,1,0,history
144,w53m19hb,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-18 05:06:30.597973+00:00,1,A3VZFFM13AP1MF,3RXCAC0YIS8U4KGAWNUM76GV1RW8GB,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,144,0,1,0.00,1,1,144,0,0,0.00,1,2,144,0,0,0.00,1,3,144,0,0,0.00,1,4,144,0,0,0.00,1,5,144,0,0,0.00,1,6,144,0,0,0.00,1,7,144,0,0,0.00,1,8,144,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
145,nflm2u5d,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 05:22:24.167319+00:00,1,AS7D4MNIH56ND,35K3O9HUACW5ZLU6Y6A4HVC5BFUEFH,0.04,0.14,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,145,1,0,0.00,1,1,145,0,0,0.00,1,2,145,0,0,0.00,1,3,145,0,0,0.00,1,4,145,0,0,0.00,1,5,145,0,0,0.00,1,6,145,0,0,0.00,1,7,145,0,0,0.00,1,8,145,109,[],300.0,300.0,136.077687659069,0.889636911874234,1,,2018-07-18 05:22:34.289111+00:00,11,0.04,0.00,1,1,0,0,0.2,30,300,1,0,history
146,vtps600d,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 05:52:12.495859+00:00,1,ARAHVBADGCYY1,3PQ8K71NHY37DHWM7LMQ7BBNTKJAA5,0.03,0.13,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,146,1,0,0.00,1,1,146,0,0,0.00,1,2,146,0,0,0.00,1,3,146,0,0,0.00,1,4,146,0,0,0.00,1,5,146,0,0,0.00,1,6,146,0,0,0.00,1,7,146,0,0,0.00,1,8,146,110,[],1040.0,1040.0,471.735983884773,0.617407961164012,1,,2018-07-18 05:52:42.602694+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,0,history
147,zt9smnh4,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 06:07:30.699869+00:00,1,A2Q8QYHXH8VV3L,3M1CVSFP61OZ0X33WHJCXBQSX25QAS,0.01,0.11,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,147,1,0,0.00,1,1,147,0,0,0.00,1,2,147,0,0,0.00,1,3,147,0,0,0.00,1,4,147,0,0,0.00,1,5,147,0,0,0.00,1,6,147,0,0,0.00,1,7,147,0,0,0.00,1,8,147,111,[],900.0,900.0,408.233062977207,0.668910735622703,1,,2018-07-18 06:08:11.377171+00:00,4,0.01,0.00,1,1,0,0,0.2,30,300,1,0,history
148,7e1nh44b,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 07:12:10.701111+00:00,1,A396S48B3EZUSB,3U5JL4WY5LS475OY9U4DEG0L2V0X4P,0.03,0.13,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,148,1,0,0.00,1,1,148,0,0,0.00,1,2,148,0,0,0.00,1,3,148,0,0,0.00,1,4,148,0,0,0.00,1,5,148,0,0,0.00,1,6,148,0,0,0.00,1,7,148,0,0,0.00,1,8,148,112,[],312.0,687.842376,312.0,0.746958637469586,0,,2018-07-18 07:12:45.338420+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,0,history
149,oi2dqxzk,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 07:34:57.707393+00:00,1,A2P3M7VZNMJ1HF,3IUZPWIU1PQAW78BKHV7JEBAQFNWKO,0.04,0.14,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,149,1,0,0.00,1,1,149,0,0,0.00,1,2,149,0,0,0.00,1,3,149,0,0,0.00,1,4,149,0,0,0.00,1,5,149,0,0,0.00,1,6,149,0,0,0.00,1,7,149,0,0,0.00,1,8,149,113,[],1700.0,1700.0,771.106896734725,0.374609167287328,1,,2018-07-18 07:35:29.195053+00:00,12,0.04,0.00,1,1,0,0,0.2,30,300,1,0,history
150,988jedc0,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 07:51:15.628503+00:00,1,A20UWLWBB6E5YG,34V1S5K3GTKSLWAEP2REVBYHRJK695,0.01,0.11,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,150,1,0,0.00,1,1,150,0,0,0.00,1,2,150,0,0,0.00,1,3,150,0,0,0.00,1,4,150,0,0,0.00,1,5,150,0,0,0.00,1,6,150,0,0,0.00,1,7,150,0,0,0.00,1,8,150,114,[],2124.0,2124.0,963.430028626209,0.218629336069579,1,,2018-07-18 07:51:53.010371+00:00,2,0.01,0.00,1,1,0,0,0.2,30,300,1,0,history
151,xoy3k39w,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 08:08:21.260418+00:00,1,AWE33J54VHCM2,33LKR6A5KF3GYPIVH2KERF8CDF7T1U,0.03,0.13,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,151,1,0,0.00,1,1,151,0,0,0.00,1,2,151,0,0,0.00,1,3,151,0,0,0.00,1,4,151,0,0,0.00,1,5,151,0,0,0.00,1,6,151,0,0,0.00,1,7,151,0,0,0.00,1,8,151,114,[],0.0,,,,0,,2018-07-18 08:08:58.381852+00:00,8,0.03,0.00,1,1,0,0,0.2,30,300,1,0,history
152,4uk6t51r,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 08:56:47.616685+00:00,1,A3T8P3B6LPDMHR,39ASUFLU6YQMZ7LRY0GQN2CCFK0XE1,0.03,0.13,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,152,1,0,0.00,1,1,152,0,0,0.00,1,2,152,0,0,0.00,1,3,152,0,0,0.00,1,4,152,0,0,0.00,1,5,152,0,0,0.00,1,6,152,0,0,0.00,1,7,152,0,0,0.00,1,8,152,115,[],1600.0,1600.0,725.747667515035,0.41139686332925,1,,2018-07-18 08:57:12.637896+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,0,history
153,25koia9s,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 10:20:28.815244+00:00,1,A2Z9EXVZBRE6XT,3NL0RFNU0G6YN5PRABPOOMSJ6NXK41,0.03,0.13,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,153,1,0,0.00,1,1,153,0,0,0.00,1,2,153,0,0,0.00,1,3,153,0,0,0.00,1,4,153,0,0,0.00,1,5,153,0,0,0.00,1,6,153,0,0,0.00,1,7,153,0,0,0.00,1,8,153,116,[],580.0,1278.68134,580.0,0.529602595296026,0,,2018-07-18 10:21:15.176002+00:00,10,0.03,0.00,1,1,0,0,0.2,30,300,1,0,history
154,9vmb2cnb,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 10:25:40.394635+00:00,1,A3EIQLH56BW34U,3QY7M81QH85V6S7AC9NVRYCTXPNK7L,0.04,0.14,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,154,1,0,0.00,1,1,154,0,0,0.00,1,2,154,0,0,0.00,1,3,154,0,0,0.00,1,4,154,0,0,0.00,1,5,154,0,0,0.00,1,6,154,0,0,0.00,1,7,154,0,0,0.00,1,8,154,117,[],740.0,740.0,335.658296225704,0.727771049289778,1,,2018-07-18 10:26:23.222866+00:00,12,0.04,0.00,1,1,0,0,0.2,30,300,1,0,history
155,vmdnaqhw,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 10:44:48.774578+00:00,1,ARF72OPCUZBQ2,3R8YZBNQ9I1HHV55PE7SNKO2WVG7Q1,0.02,0.12,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,155,1,0,0.00,1,1,155,0,0,0.00,1,2,155,0,0,0.00,1,3,155,0,0,0.00,1,4,155,0,0,0.00,1,5,155,0,0,0.00,1,6,155,0,0,0.00,1,7,155,0,0,0.00,1,8,155,118,[],3432.0,7566.266136,3432.0,1.78345498783455,0,,2018-07-18 10:45:33.724195+00:00,7,0.02,0.00,1,1,0,0,0.2,30,300,1,0,history
156,7crbs3ac,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 11:06:36.027524+00:00,1,A2VU7KJ5LAEGJ0,304SM51WA4NGWNN8UZ8DNMPZX9SBSG,0.04,0.14,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,156,1,0,0.00,1,1,156,0,0,0.00,1,2,156,0,0,0.00,1,3,156,0,0,0.00,1,4,156,0,0,0.00,1,5,156,0,0,0.00,1,6,156,0,0,0.00,1,7,156,0,0,0.00,1,8,156,119,[],425.0,425.0,192.776724183681,0.843652291821832,1,,2018-07-18 11:07:15.289654+00:00,12,0.04,0.00,1,1,0,0,0.2,30,300,1,0,history
157,98lewpmh,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 11:13:07.659017+00:00,1,AMH1Q03ZZHLAP,3A4TN5196L1AGJ1YX5S9USOF6JBHC8,0.01,0.11,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,157,1,0,0.00,1,1,157,0,0,0.00,1,2,157,0,0,0.00,1,3,157,0,0,0.00,1,4,157,0,0,0.00,1,5,157,0,0,0.00,1,6,157,0,0,0.00,1,7,157,0,0,0.00,1,8,157,120,[],700.0,1543.2361,700.0,0.43227899432279,0,,2018-07-18 11:13:39.650970+00:00,4,0.01,0.00,1,1,0,0,0.2,30,300,1,0,history
158,rbkqtjwk,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 11:32:44.829521+00:00,1,ARLK61ZSLNTA0,3I33IC7ZWGLI8E1IU6TB1TSPHX92AA,0.01,0.11,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,158,1,0,0.00,1,1,158,0,0,0.00,1,2,158,0,0,0.00,1,3,158,0,0,0.00,1,4,158,0,0,0.00,1,5,158,0,0,0.00,1,6,158,0,0,0.00,1,7,158,0,0,0.00,1,8,158,120,[],0.0,,,,0,,2018-07-18 11:33:22.673187+00:00,4,0.01,0.00,1,1,0,0,0.2,30,300,1,0,history
159,wehvfr5y,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 11:37:57.496672+00:00,1,A34PP2XUWYYQZB,3B837J3LDPF3CU4XQWU3N1U3FVVRS9,0.02,0.12,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,159,1,0,0.00,1,1,159,0,0,0.00,1,2,159,0,0,0.00,1,3,159,0,0,0.00,1,4,159,0,0,0.00,1,5,159,0,0,0.00,1,6,159,0,0,0.00,1,7,159,0,0,0.00,1,8,159,121,[],1000.0,2204.623,1000.0,0.1889699918897,0,,2018-07-18 11:38:04.110870+00:00,5,0.02,0.00,1,1,0,0,0.2,30,300,1,0,history
160,86htfqm3,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 11:45:40.432380+00:00,1,A30UC2N2QSPHR1,3U8YCDAGXQZ3ZK5L4FMJ85EFOHB0QV,0.04,0.14,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,160,1,0,0.00,1,1,160,0,0,0.00,1,2,160,0,0,0.00,1,3,160,0,0,0.00,1,4,160,0,0,0.00,1,5,160,0,0,0.00,1,6,160,0,0,0.00,1,7,160,0,0,0.00,1,8,160,122,[],1564.0,1564.0,709.418344995947,0.424640433904341,1,,2018-07-18 11:46:20.296411+00:00,11,0.04,0.00,1,1,0,0,0.2,30,300,1,0,history
161,akkds28t,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 11:47:48.396329+00:00,1,A270ZP14N3FLZ4,31QNSG6A5SCBBR593KQS1T322PV87S,0.01,0.11,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,161,1,0,0.00,1,1,161,0,0,0.00,1,2,161,0,0,0.00,1,3,161,0,0,0.00,1,4,161,0,0,0.00,1,5,161,0,0,0.00,1,6,161,0,0,0.00,1,7,161,0,0,0.00,1,8,161,122,[],0.0,,,,0,,2018-07-18 11:48:27.016904+00:00,3,0.01,0.00,1,1,0,0,0.2,30,300,1,0,history
162,8t6tqcxz,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-18 12:05:38.233873+00:00,1,A3C7A6P4AGKJ58,3RXCAC0YIS8U4KGAWNUM76GV1SEG83,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,162,0,1,0.00,1,1,162,0,0,0.00,1,2,162,0,0,0.00,1,3,162,0,0,0.00,1,4,162,0,0,0.00,1,5,162,0,0,0.00,1,6,162,0,0,0.00,1,7,162,0,0,0.00,1,8,162,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
163,dlw11y9z,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 12:27:32.401612+00:00,1,A2EB184NAN25BJ,37Q970SNZFRFJP5GS2FOHACQBX31SP,0.04,0.14,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,163,1,0,0.00,1,1,163,0,0,0.00,1,2,163,0,0,0.00,1,3,163,0,0,0.00,1,4,163,0,0,0.00,1,5,163,0,0,0.00,1,6,163,0,0,0.00,1,7,163,0,0,0.00,1,8,163,123,[],76.0,167.551348,76.0,0.938361719383617,0,,2018-07-18 12:27:58.707731+00:00,12,0.04,0.00,1,1,0,0,0.2,30,300,1,0,history
164,r8feks5v,,0,20,19,ox,1,Results,172.16.176.137,2018-07-18 12:28:04.377502+00:00,1,ALAPDHR29KBS6,33LKR6A5KF3GYPIVH2KERF8CDGH1TE,0.03,0.13,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,164,1,0,0.00,1,1,164,0,0,0.00,1,2,164,0,0,0.00,1,3,164,0,0,0.00,1,4,164,0,0,0.00,1,5,164,0,0,0.00,1,6,164,0,0,0.00,1,7,164,0,0,0.00,1,8,164,124,[],1500.0,1500.0,680.388438295346,0.448184559371171,1,,2018-07-18 12:28:33.137326+00:00,9,0.03,0.00,1,1,0,0,0.2,30,300,1,0,history
165,zmq4bv5r,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-07-18 12:49:48.965522+00:00,1,A3PSKG2UYU1DM2,3FTOP5WARG7MDX189P2AB42TAMKJ0O,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,165,0,1,0.00,1,1,165,0,0,0.00,1,2,165,0,0,0.00,1,3,165,0,0,0.00,1,4,165,0,0,0.00,1,5,165,0,0,0.00,1,6,165,0,0,0.00,1,7,165,0,0,0.00,1,8,165,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
