participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.estimate,player.estimate_p,player.estimate_kg,player.estimate_percent_diff,player.unit,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.room_busy,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
57,0t6yq0up,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:59:38.373541+00:00,1,A1IWRYUOVXAB0Z,3IQ1VMJRYU3T8YMHFF8QBG03MHQA98,1.00,57,0,,,,,,,1,2018-06-19 14:00:53.833522+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
58,6pvp90tl,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:59:40.549234+00:00,1,ABN6GDFW4N8AK,3X4JMASXCNSGVE3WLXPTDGJG1VH0BH,1.91,58,15,"[65, 55, 56]",2450.0,2450.0,1111.3011158824,0.0987014469729133,1,,2018-06-19 14:00:35.205640+00:00,273,0.91,1.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
59,j47f3cdk,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:59:50.763492+00:00,1,A3G3YNB79NKQ3Q,336KAV9KYRBJ4WZLAC7R4FAWJ2J2YI,0.13,59,0,,,,,,,1,2018-06-19 14:00:10.960670+00:00,38,0.13,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
60,9oveb1rg,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:01:05.279677+00:00,1,A2AMTPTQ0DUFZ0,3RWE2M8QWITIWNSTONU24BJAIKV0N6,0.00,60,10,"[17, 22, 25]",220.0,220.0,99.7903042833174,0.919067068707772,1,,2018-06-19 14:01:29.039086+00:00,0,0.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
61,5do9fsz1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:02:07.691745+00:00,1,A1TBL7E87DYE6J,3QAVNHZ3ENNO90NQ4CBGGPRYMB7AL5,0.74,61,16,"[55, 56, 58]",997.9,2199.9932917,997.9,0.190673154906732,0,,2018-06-19 14:02:20.089126+00:00,223,0.74,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
62,uq7fqrf1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:02:07.963872+00:00,1,A1RK5KQQ320OH4,3S3AMIZX3VOT43WWB99J379HD5QDCU,0.95,62,18,"[58, 61, 63]",1500.0,3306.9345,1500.0,0.21654501216545,0,,2018-06-19 14:02:54.430073+00:00,286,0.95,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
63,urickhm5,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:02:20.024123+00:00,1,AVM4EPVEXE306,30BXRYBRP5GJUH73EWSA6MVIXD1HWG,0.75,63,17,"[56, 58, 61]",1800.0,3968.3214,1800.0,0.45985401459854,0,,2018-06-19 14:02:52.506282+00:00,225,0.75,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
64,zye6fqzn,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:02:25.286906+00:00,1,A33B85TN97HQ33,33M4IA01QHKB8BQWK60QM9BVTO4XRL,0.22,64,0,,,,,,,1,2018-06-19 14:02:36.296103+00:00,66,0.22,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
65,4cmsrk4q,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:02:39.214421+00:00,1,A2VM2EU6AHX5IC,3JPSL1DZ5TIEX0QBGPRVTHVNR67AN7,0.00,65,12,"[25, 60, 45]",2200.0,2200.0,997.903042833174,0.190670687077718,1,,2018-06-19 14:02:50.782689+00:00,0,0.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
66,idqhik7e,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:03:02.699287+00:00,1,A37Y1OJCIRM3TG,3M1CVSFP61OZ0X33WHJCXBQSWHUAQU,0.91,66,19,"[61, 63, 62]",3306.9,3306.9,1499.98435106592,0.216532320410316,1,,2018-06-19 14:03:38.773787+00:00,273,0.91,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
67,ie6f3h2f,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 14:03:31.673940+00:00,1,A3GEL5PWFIK05S,3H8DHMCCWAUBN18K3MQHRQMPIEZDK7,0.00,67,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
68,4iw4xog5,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:03:41.151432+00:00,1,A20AHOMNUVOO,3KAKFY4PGVLMZEGZAUZT11L0ZXLI33,0.14,68,0,,,,,,,1,2018-06-19 14:05:00.993370+00:00,40,0.14,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
69,5cg4ppby,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:03:51.571309+00:00,1,A4LCG4MSNJRUF,3P529IW9KZ4J5R4YFSX8UQ2PJRKFLN,0.97,69,20,"[63, 62, 66]",3306.9,3306.9,1499.98435106592,0.216532320410316,1,,2018-06-19 14:04:10.804474+00:00,290,0.97,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
70,k27me9fr,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:03:56.494365+00:00,1,AV182SXSO370E,392CY0QWG2A7HAZ3A84CB6D6DXHI4O,1.00,70,0,,,,,,,1,2018-06-19 14:04:35.327375+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
71,b1be8r8y,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:04:13.927020+00:00,1,AFP8ZPBKR5B9T,3KYQYYSHYWQUDSTZ1EIAY73Y2J9DOR,1.00,71,0,,,,,,,1,2018-06-19 14:04:48.258632+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
72,x6c4agep,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:04:42.117538+00:00,1,A240S1BIYWZGZE,3II4UPYCOKQXY46FGRAENCYYHKRDQZ,0.11,72,0,,,,,,,1,2018-06-19 14:04:50.574814+00:00,34,0.11,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
73,h6rmx6ws,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:05:19.171084+00:00,1,A3R2GMSGQ4JG7R,3MMN5BL1W0N8VX6QV9XLTUSHG653M4,0.12,73,0,,,,,,,1,2018-06-19 14:05:44.151619+00:00,37,0.12,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
74,7kwcah8k,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:05:33.813244+00:00,1,A6JKKANO7F4KD,3V5Q80FXIYAIOT2XLRE1ELEJA1O32D,0.90,74,0,,,,,,,1,2018-06-19 14:05:56.378970+00:00,271,0.9,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
75,mjnwx3tk,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:05:59.829628+00:00,1,A1YK5BEUKS3S1W,324G5B4FB4RTT2068GDD8EXKI5Q702,1.00,75,0,,,,,,,1,2018-06-19 14:06:49.199159+00:00,303,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
76,5sia069u,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:06:14.874236+00:00,1,A157B3QKJ34UHC,3KOPY89HM9LIUP05SCKTD200CCAJ3G,1.00,76,0,,,,,,,1,2018-06-19 14:06:25.089388+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
77,fdtivmwz,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:06:22.391056+00:00,1,A1FELIDLLENZB7,3GNA64GUZFN2URRM1LSVP0A643TQ54,0.12,77,0,,,,,,,1,2018-06-19 14:06:55.807864+00:00,35,0.12,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
78,up4a0055,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:06:46.253709+00:00,1,A2O4LWSUZAEZUX,3E337GFOLARF7R3E2PJ5P36QP1KGNP,0.41,78,0,,,,,,,1,2018-06-19 14:07:07.906541+00:00,122,0.41,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
79,c6cfe8ok,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 14:06:47.695911+00:00,1,A2NHPETX25VH3Q,3DYGAII7PMR6N195L019N6FNV3UQPQ,0.00,79,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
80,b4c8tb8n,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:07:04.022186+00:00,1,A3GSIZ2GX4L1Z3,34S9DKFK748FTIOEWV5BW3DUUXANYU,1.00,80,0,,,,,,,1,2018-06-19 14:07:25.096090+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
81,36cv9dyc,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:07:31.008976+00:00,1,A3GGPTXYZ3S4I9,3L4PIM1GQUZ08GG6P2MS5NI4VUZYRT,1.00,81,0,,,,,,,1,2018-06-19 14:07:51.369112+00:00,301,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
82,77b4ocll,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:08:13.012543+00:00,1,A3D9L5CQXK1YJL,3AMYWKA6YC5VSJEKRRAWS1T6LXN6OT,1.00,82,0,,,,,,,1,2018-06-19 14:08:41.055699+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
83,gkicdrfa,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:08:14.199175+00:00,1,A27IUQDZPHETTP,382M9COHEIYUI3RWTV533VD8KHYUEE,1.00,83,0,,,,,,,1,2018-06-19 14:08:35.547869+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
84,1sdoick0,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:08:34.114635+00:00,1,AOIK8K4X34LGR,3Z2R0DQ0JIXLYRIUABVXXCIG1QF2E4,1.00,84,0,,,,,,,1,2018-06-19 14:08:54.936175+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
85,7bugomrh,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 14:08:36.872704+00:00,1,A2Q7BWWDXGQJQR,3AAJC4I4FHBJFI7YDJF2H35FR79ZJT,0.00,85,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
86,lva09rhh,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 14:11:11.170639+00:00,1,A22V47J8KJ6NVS,3QY7M81QH85V6S7AC9NVRYCTW3X7K9,0.00,86,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
87,0c3v3vjc,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:11:39.175256+00:00,1,A9UBPUEWAMA06,3B1NLC6UG0FFACFRI4WXTSBLPGLPGU,1.00,87,0,,,,,,,1,2018-06-19 14:12:25.872663+00:00,303,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
88,c1yi78vl,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 14:11:41.116612+00:00,1,AFQKLIYNCVZTL,3U5NZHP4LSLTA8A22AEFESNM4GYPHT,0.00,88,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
89,d900q1k2,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:12:04.691356+00:00,1,A2VUVKED43ACRK,3TOK3KHVJU1EWJSPA1FOYFT2G877OT,1.00,89,0,,,,,,,1,2018-06-19 14:12:15.545875+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
90,iwq9u7lg,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:14:04.099892+00:00,1,A2EKCMS8IKV57N,3FTYUGLFSV485INHWZMBP137LO55DF,1.00,90,0,,,,,,,1,2018-06-19 14:14:33.885141+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
91,lcyvkpbd,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:14:58.699221+00:00,1,AK11BPNWE727G,3PJUZCGDJ7ZFPAT2IHOCFPU8WTR893,1.00,91,0,,,,,,,1,2018-06-19 14:15:22.287532+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
92,mwz1pk5u,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:15:19.633491+00:00,1,A64QXRDH94VAJ,36U2A8VAG2IELC3BZIDV4BWQ026KYN,1.00,92,0,,,,,,,1,2018-06-19 14:16:05.384984+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
93,gn0idc3a,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:16:01.332696+00:00,1,A26FIQ42LD6QIO,3GNA64GUZFN2URRM1LSVP0A643UQ55,0.88,93,0,,,,,,,1,2018-06-19 14:16:19.411880+00:00,264,0.88,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
94,v8e4c5gh,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:16:06.859310+00:00,1,A20LO45X4E3S4V,3S0TNUHWKU1RS06JUXTE1LDYNE68DK,1.00,94,0,,,,,,,1,2018-06-19 14:16:31.787488+00:00,301,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
95,t9vz7a2o,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:16:28.111646+00:00,1,A2X823PACMMOKP,3NGMS9VZTM1X5ZU2THUAZDX5MVZFFJ,0.12,95,0,,,,,,,1,2018-06-19 14:16:43.465424+00:00,34,0.12,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
96,st8qtqyd,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:16:37.295825+00:00,1,AUBB8KU9XV2R8,3TPWUS5F8AKSD9WNS4E9VVY2KLXCW3,1.00,96,0,,,,,,,1,2018-06-19 14:17:07.717884+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
97,tpbvuv6z,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 14:16:56.947831+00:00,1,A3K1P4SPR8XS7R,3PXX5PX6LYHCWR1EDZMM2MVTAHUABJ,0.00,97,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
98,d1v99hyc,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 14:17:37.230777+00:00,1,A3C2PSZEKN8OWD,3Y9N9SS8LZU5R30DIGYIA45N7SED3X,0.00,98,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
99,sb6enbfj,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:18:12.277007+00:00,1,A1QUDNLO95AKS5,3UWN2HHPUZOIXWC5XPDMEHPTDCFNSH,0.91,99,0,,,,,,,1,2018-06-19 14:18:29.943265+00:00,271,0.91,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
100,733ebdgb,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:18:45.901468+00:00,1,A3VOMP0WOJTB4I,37C0GNLMHGM4OMNV1IWGH7H7HJGD63,1.00,100,0,,,,,,,1,2018-06-19 14:19:13.816798+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
101,9u719mfk,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:18:52.207825+00:00,1,A39SJKH4C2ZYKZ,3G0WWMR1UW36KGXS5LOHJHASVOUQNV,1.00,101,0,,,,,,,1,2018-06-19 14:19:42.057371+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
102,m5d2w5nt,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:19:05.473794+00:00,1,AISNLDPD2DFEG,3LWJHTCVCD5UWOKB7X54BC1JTX8FQD,1.00,102,0,,,,,,,1,2018-06-19 14:19:23.396453+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
103,3qizsz4m,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:19:13.085416+00:00,1,A2Z9HR2IBD75R9,33PPO7FECWYKH6IW3J55EA7CQABID2,0.99,103,0,,,,,,,1,2018-06-19 14:19:25.283712+00:00,297,0.99,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
104,sbiofarm,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:19:48.864739+00:00,1,A2BIH7AVLVLJ9P,3NXNZ5RS1BGBPWOJ8CW61PYDL9L97H,1.00,104,0,,,,,,,1,2018-06-19 14:20:53.157740+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
105,0i1a2tsg,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:20:35.072147+00:00,1,AQ4PB1PVI9U7V,33OOO72IVI40LSSTXZ9Y8BR3GRFTCU,1.00,105,0,,,,,,,1,2018-06-19 14:21:01.156249+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
106,wzwyltn2,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:20:58.492371+00:00,1,A3PUU1XU4C1A3V,39PAAFCODNJWK1YTOG43Y3FS1YVVTV,0.12,106,0,,,,,,,1,2018-06-19 14:21:27.815760+00:00,36,0.12,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
107,htiqf4mw,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:20:59.347788+00:00,1,AE2QWV0TZNJAN,3TXMY6UCAF7NTC01GVF336GGWKGQCD,0.20,107,0,,,,,,,1,2018-06-19 14:22:46.683858+00:00,60,0.2,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
108,bxwlb2ct,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:21:53.727628+00:00,1,A4B96XFNI7UBT,3GU1KF0O4JKJJV7G2I4JSHKO93UPBE,0.12,108,0,,,,,,,1,2018-06-19 14:23:21.727410+00:00,34,0.12,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
109,fav1b6d1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:21:55.675682+00:00,1,A19HCBT1EH8484,3K772S5NP9UPDHLCTWY4KGOIQ9XEHY,1.00,109,0,,,,,,,1,2018-06-19 14:22:11.434824+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
110,uw7xh82s,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:22:28.920784+00:00,1,A1PVLUCFO6KDGR,32Z9ZLUT1M3BP8Y1NA10PSIWUB3HO5,1.00,110,0,,,,,,,1,2018-06-19 14:22:50.768100+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
111,e3ark9kt,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:23:25.773981+00:00,1,A30CGO77OY7WP0,3I33IC7ZWGLI8E1IU6TB1TSPGBI2AA,0.98,111,0,,,,,,,1,2018-06-19 14:23:39.899772+00:00,294,0.98,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
112,foqvren9,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 14:23:52.745487+00:00,1,A14BMCF1JBIL6C,3F0BG9B9MQ6QQXWRGOOM06R4UI6Y7V,0.00,112,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
113,f4axhnui,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:24:13.321468+00:00,1,A1IZ1FOGY5AA70,30BUDKLTXEEDXO1HSUXVVJLSL075E9,1.00,113,0,,,,,,,1,2018-06-19 14:24:48.475857+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
114,rjr0eob3,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 14:24:33.252298+00:00,1,APWBUB0PDRLS5,3F0BG9B9MQ6QQXWRGOOM06R4UI6Y7V,0.12,114,0,,,,,,,1,2018-06-19 14:24:46.350365+00:00,37,0.12,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
