participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.treatment,player.urn,player.current_ball,player.choice_U,player.choice_B,player.choice_D,player.choice_S,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
5,rfiwzx4r,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.643670+00:00,1,,,3,6,UrnFourBalls,B,Blue,,B,,,1,1,7,ul26i7wz,,,,,,0
6,g2hh8ayr,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.674587+00:00,1,,,2,13,UrnThreeBalls,B,Red,A,,,,-1,1,7,ul26i7wz,,,,,,0
7,luaz3r8o,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.819931+00:00,1,,,2,9,UrnThreeBalls,A,Red,A,,,,1,1,7,ul26i7wz,,,,,,0
8,flhygzti,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.924923+00:00,1,,,2,2,UrnFourBalls,A,Black,,Abstain,,,0,1,7,ul26i7wz,,,,,,0
9,2ub2k0i2,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.723569+00:00,1,,,2,25,UrnThreeBalls,A,Red,A,,,,1,1,7,ul26i7wz,,,,,,0
10,vctozvao,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.830438+00:00,1,,,4,23,Doctors,B,Blue,,,A,,-1,1,7,ul26i7wz,,,,,,0
11,xnskcx95,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.916490+00:00,1,,,5,22,UrnFourBalls,B,Blue,,B,,,1,1,7,ul26i7wz,,,,,,0
12,yerhced0,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.315216+00:00,1,,,0,14,UrnFourBalls,B,Blue,,B,,,1,1,7,ul26i7wz,,,,,,0
13,l4zl1h8i,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.934626+00:00,1,,,0,24,Submarines,B,Red,,,,A,-1,1,7,ul26i7wz,,,,,,0
14,6wo5ryvz,,0,50,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.186576+00:00,1,,,2,4,Submarines,A,Red,,,,A,1,1,7,ul26i7wz,,,,,,0
15,91lt4yid,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.085607+00:00,1,,,2,1,UrnThreeBalls,A,Red,A,,,,1,1,7,ul26i7wz,,,,,,0
16,2vongyeo,,0,50,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.118019+00:00,1,,,2,16,Submarines,B,Black,,,,Abstain,0,1,7,ul26i7wz,,,,,,0
17,zbc9i6j5,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.197498+00:00,1,,,0,12,Submarines,A,Blue,,,,B,-1,1,7,ul26i7wz,,,,,,0
18,9kdupi8v,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.099297+00:00,1,,,-2,10,UrnFourBalls,A,Blue,,B,,,-1,1,7,ul26i7wz,,,,,,0
19,5u1vfuea,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.490954+00:00,1,,,3,11,Doctors,A,Blue,,,B,,-1,1,7,ul26i7wz,,,,,,0
20,olwrmqey,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.415590+00:00,1,,,4,20,Submarines,A,Red,,,,B,-1,1,7,ul26i7wz,,,,,,0
21,voiudgd1,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.437478+00:00,1,,,3,17,UrnThreeBalls,A,Red,A,,,,1,1,7,ul26i7wz,,,,,,0
22,ytoom07b,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.505098+00:00,1,,,8,26,UrnFourBalls,A,Blue,,A,,,1,1,7,ul26i7wz,,,,,,0
23,zzzs4qtn,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:27.524915+00:00,1,,,1,8,Submarines,B,Black,,,,A,-1,1,7,ul26i7wz,,,,,,0
24,x9be42tq,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.481593+00:00,1,,,4,21,UrnThreeBalls,B,Blue,B,,,,1,1,7,ul26i7wz,,,,,,0
25,u642yle5,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:28.852666+00:00,1,,,-4,19,Doctors,A,Red,,,B,,-1,1,7,ul26i7wz,,,,,,0
26,wjwxqmie,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:42.875034+00:00,1,,,3,18,UrnFourBalls,A,Blue,,B,,,-1,1,7,ul26i7wz,,,,,,0
1,cofyh56u,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.464531+00:00,1,,,0,26,UrnFourBalls,A,Black,,A,,,1,1,8,ul26i7wz,,,,,,0
2,m0efeam0,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.493064+00:00,1,,,4,4,Submarines,A,Red,,,,A,1,1,8,ul26i7wz,,,,,,0
3,oy0mwjsk,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.519529+00:00,1,,,4,21,UrnThreeBalls,B,Blue,B,,,,1,1,8,ul26i7wz,,,,,,0
4,q4sg03vl,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.566688+00:00,1,,,-2,13,UrnThreeBalls,B,Red,A,,,,-1,1,8,ul26i7wz,,,,,,0
5,rfiwzx4r,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.643670+00:00,1,,,3,1,UrnThreeBalls,A,Red,A,,,,1,1,8,ul26i7wz,,,,,,0
6,g2hh8ayr,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.674587+00:00,1,,,2,14,UrnFourBalls,B,Blue,,B,,,1,1,8,ul26i7wz,,,,,,0
7,luaz3r8o,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.819931+00:00,1,,,2,5,UrnThreeBalls,B,Red,B,,,,1,1,8,ul26i7wz,,,,,,0
8,flhygzti,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.924923+00:00,1,,,2,2,UrnFourBalls,A,Red,,A,,,1,1,8,ul26i7wz,,,,,,0
9,2ub2k0i2,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.723569+00:00,1,,,2,16,Submarines,B,Blue,,,,B,1,1,8,ul26i7wz,,,,,,0
10,vctozvao,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.830438+00:00,1,,,4,3,Doctors,A,Red,,,A,,1,1,8,ul26i7wz,,,,,,0
11,xnskcx95,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.916490+00:00,1,,,5,7,Doctors,B,Blue,,,B,,1,1,8,ul26i7wz,,,,,,0
12,yerhced0,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.315216+00:00,1,,,0,23,Doctors,B,Blue,,,A,,-1,1,8,ul26i7wz,,,,,,0
13,l4zl1h8i,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.934626+00:00,1,,,0,24,Submarines,B,Blue,,,,B,1,1,8,ul26i7wz,,,,,,0
14,6wo5ryvz,,0,50,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.186576+00:00,1,,,2,20,Submarines,A,Blue,,,,B,-1,1,8,ul26i7wz,,,,,,0
15,91lt4yid,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.085607+00:00,1,,,2,6,UrnFourBalls,B,Red,,B,,,1,1,8,ul26i7wz,,,,,,0
16,2vongyeo,,0,50,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.118019+00:00,1,,,2,10,UrnFourBalls,A,Blue,,B,,,-1,1,8,ul26i7wz,,,,,,0
17,zbc9i6j5,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.197498+00:00,1,,,0,25,UrnThreeBalls,A,Red,B,,,,-1,1,8,ul26i7wz,,,,,,0
18,9kdupi8v,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.099297+00:00,1,,,-2,18,UrnFourBalls,A,Red,,A,,,1,1,8,ul26i7wz,,,,,,0
19,5u1vfuea,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.490954+00:00,1,,,3,8,Submarines,B,Red,,,,A,-1,1,8,ul26i7wz,,,,,,0
20,olwrmqey,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.415590+00:00,1,,,4,22,UrnFourBalls,B,Blue,,B,,,1,1,8,ul26i7wz,,,,,,0
21,voiudgd1,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.437478+00:00,1,,,3,11,Doctors,A,Red,,,A,,1,1,8,ul26i7wz,,,,,,0
22,ytoom07b,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.505098+00:00,1,,,8,9,UrnThreeBalls,A,Red,A,,,,1,1,8,ul26i7wz,,,,,,0
23,zzzs4qtn,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:27.524915+00:00,1,,,1,17,UrnThreeBalls,A,Red,A,,,,1,1,8,ul26i7wz,,,,,,0
24,x9be42tq,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.481593+00:00,1,,,4,19,Doctors,A,Red,,,B,,-1,1,8,ul26i7wz,,,,,,0
25,u642yle5,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:28.852666+00:00,1,,,-4,15,Doctors,B,Blue,,,B,,1,1,8,ul26i7wz,,,,,,0
26,wjwxqmie,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:42.875034+00:00,1,,,3,12,Submarines,A,Red,,,,B,-1,1,8,ul26i7wz,,,,,,0
1,cofyh56u,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.464531+00:00,1,,,0,14,UrnFourBalls,B,Red,,B,,,1,1,9,ul26i7wz,,,,,,0
2,m0efeam0,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.493064+00:00,1,,,4,25,UrnThreeBalls,A,Blue,B,,,,-1,1,9,ul26i7wz,,,,,,0
3,oy0mwjsk,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.519529+00:00,1,,,4,15,Doctors,B,Blue,,,B,,1,1,9,ul26i7wz,,,,,,0
4,q4sg03vl,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.566688+00:00,1,,,-2,7,Doctors,B,Blue,,,B,,1,1,9,ul26i7wz,,,,,,0
5,rfiwzx4r,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.643670+00:00,1,,,3,1,UrnThreeBalls,A,Red,A,,,,1,1,9,ul26i7wz,,,,,,0
6,g2hh8ayr,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.674587+00:00,1,,,2,13,UrnThreeBalls,B,Blue,A,,,,-1,1,9,ul26i7wz,,,,,,0
7,luaz3r8o,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.819931+00:00,1,,,2,19,Doctors,A,Blue,,,B,,-1,1,9,ul26i7wz,,,,,,0
8,flhygzti,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.924923+00:00,1,,,2,10,UrnFourBalls,A,Blue,,B,,,-1,1,9,ul26i7wz,,,,,,0
9,2ub2k0i2,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.723569+00:00,1,,,2,8,Submarines,B,Black,,,,A,-1,1,9,ul26i7wz,,,,,,0
10,vctozvao,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.830438+00:00,1,,,4,17,UrnThreeBalls,A,Blue,B,,,,-1,1,9,ul26i7wz,,,,,,0
11,xnskcx95,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.916490+00:00,1,,,5,20,Submarines,A,Blue,,,,B,-1,1,9,ul26i7wz,,,,,,0
12,yerhced0,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.315216+00:00,1,,,0,9,UrnThreeBalls,A,Red,A,,,,1,1,9,ul26i7wz,,,,,,0
13,l4zl1h8i,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.934626+00:00,1,,,0,12,Submarines,A,Red,,,,B,-1,1,9,ul26i7wz,,,,,,0
14,6wo5ryvz,,0,50,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.186576+00:00,1,,,2,2,UrnFourBalls,A,Blue,,A,,,1,1,9,ul26i7wz,,,,,,0
15,91lt4yid,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.085607+00:00,1,,,2,4,Submarines,A,Red,,,,A,1,1,9,ul26i7wz,,,,,,0
16,2vongyeo,,0,50,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.118019+00:00,1,,,2,6,UrnFourBalls,B,Blue,,B,,,1,1,9,ul26i7wz,,,,,,0
17,zbc9i6j5,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.197498+00:00,1,,,0,22,UrnFourBalls,B,Blue,,B,,,1,1,9,ul26i7wz,,,,,,0
18,9kdupi8v,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.099297+00:00,1,,,-2,24,Submarines,B,Red,,,,A,-1,1,9,ul26i7wz,,,,,,0
19,5u1vfuea,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.490954+00:00,1,,,3,23,Doctors,B,Blue,,,B,,1,1,9,ul26i7wz,,,,,,0
20,olwrmqey,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.415590+00:00,1,,,4,11,Doctors,A,Blue,,,A,,1,1,9,ul26i7wz,,,,,,0
21,voiudgd1,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.437478+00:00,1,,,3,18,UrnFourBalls,A,Black,,A,,,1,1,9,ul26i7wz,,,,,,0
22,ytoom07b,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.505098+00:00,1,,,8,5,UrnThreeBalls,B,Red,B,,,,1,1,9,ul26i7wz,,,,,,0
23,zzzs4qtn,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:27.524915+00:00,1,,,1,3,Doctors,A,Red,,,A,,1,1,9,ul26i7wz,,,,,,0
24,x9be42tq,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.481593+00:00,1,,,4,26,UrnFourBalls,A,Red,,A,,,1,1,9,ul26i7wz,,,,,,0
25,u642yle5,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:28.852666+00:00,1,,,-4,16,Submarines,B,Red,,,,A,-1,1,9,ul26i7wz,,,,,,0
26,wjwxqmie,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:42.875034+00:00,1,,,3,21,UrnThreeBalls,B,Red,B,,,,1,1,9,ul26i7wz,,,,,,0
1,cofyh56u,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.464531+00:00,1,,,0,23,Doctors,B,Blue,,,A,,-1,1,10,ul26i7wz,,,,,,0
2,m0efeam0,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.493064+00:00,1,,,4,1,UrnThreeBalls,A,Red,A,,,,1,1,10,ul26i7wz,,,,,,0
3,oy0mwjsk,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.519529+00:00,1,,,4,8,Submarines,B,Red,,,,A,-1,1,10,ul26i7wz,,,,,,0
4,q4sg03vl,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.566688+00:00,1,,,-2,15,Doctors,B,Blue,,,B,,1,1,10,ul26i7wz,,,,,,0
5,rfiwzx4r,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.643670+00:00,1,,,3,12,Submarines,A,Red,,,,B,-1,1,10,ul26i7wz,,,,,,0
6,g2hh8ayr,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.674587+00:00,1,,,2,7,Doctors,B,Blue,,,B,,1,1,10,ul26i7wz,,,,,,0
7,luaz3r8o,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.819931+00:00,1,,,2,13,UrnThreeBalls,B,Red,A,,,,-1,1,10,ul26i7wz,,,,,,0
8,flhygzti,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.924923+00:00,1,,,2,4,Submarines,A,Red,,,,Abstain,0,1,10,ul26i7wz,,,,,,0
9,2ub2k0i2,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.723569+00:00,1,,,2,3,Doctors,A,Blue,,,A,,1,1,10,ul26i7wz,,,,,,0
10,vctozvao,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.830438+00:00,1,,,4,6,UrnFourBalls,B,Blue,,B,,,1,1,10,ul26i7wz,,,,,,0
11,xnskcx95,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.916490+00:00,1,,,5,25,UrnThreeBalls,A,Red,A,,,,1,1,10,ul26i7wz,,,,,,0
12,yerhced0,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.315216+00:00,1,,,0,17,UrnThreeBalls,A,Red,A,,,,1,1,10,ul26i7wz,,,,,,0
13,l4zl1h8i,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:25.934626+00:00,1,,,0,5,UrnThreeBalls,B,Blue,B,,,,1,1,10,ul26i7wz,,,,,,0
14,6wo5ryvz,,0,50,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.186576+00:00,1,,,2,16,Submarines,B,Blue,,,,B,1,1,10,ul26i7wz,,,,,,0
15,91lt4yid,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.085607+00:00,1,,,2,9,UrnThreeBalls,A,Red,A,,,,1,1,10,ul26i7wz,,,,,,0
16,2vongyeo,,0,50,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.118019+00:00,1,,,2,24,Submarines,B,Black,,,,Abstain,0,1,10,ul26i7wz,,,,,,0
17,zbc9i6j5,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.197498+00:00,1,,,0,18,UrnFourBalls,A,Red,,A,,,1,1,10,ul26i7wz,,,,,,0
18,9kdupi8v,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.099297+00:00,1,,,-2,20,Submarines,A,Red,,,,B,-1,1,10,ul26i7wz,,,,,,0
19,5u1vfuea,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.490954+00:00,1,,,3,10,UrnFourBalls,A,Black,,A,,,1,1,10,ul26i7wz,,,,,,0
20,olwrmqey,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.415590+00:00,1,,,4,11,Doctors,A,Red,,,A,,1,1,10,ul26i7wz,,,,,,0
21,voiudgd1,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.437478+00:00,1,,,3,26,UrnFourBalls,A,Red,,A,,,1,1,10,ul26i7wz,,,,,,0
22,ytoom07b,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.505098+00:00,1,,,8,14,UrnFourBalls,B,Blue,,B,,,1,1,10,ul26i7wz,,,,,,0
23,zzzs4qtn,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:27.524915+00:00,1,,,1,19,Doctors,A,Blue,,,B,,-1,1,10,ul26i7wz,,,,,,0
24,x9be42tq,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:26.481593+00:00,1,,,4,2,UrnFourBalls,A,Red,,A,,,1,1,10,ul26i7wz,,,,,,0
25,u642yle5,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:28.852666+00:00,1,,,-4,21,UrnThreeBalls,B,Blue,B,,,,1,1,10,ul26i7wz,,,,,,0
26,wjwxqmie,,0,51,50,informational_cascades,10,Debrief,10.42.95.240,2017-10-11 08:30:42.875034+00:00,1,,,3,22,UrnFourBalls,B,Blue,,B,,,1,1,10,ul26i7wz,,,,,,0
