participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.guess,player.confirm,player.guess_percent_diff,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,subsession.true_number_of_dots,subsession.image_path,subsession.worker_running,subsession.last_worker_activity,subsession.number_of_people_going_to_wait,subsession.last_prewait_check,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
208,jw0qrw1p,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:13:58.589304+00:00,1,A12O9P1OTMJOPW,30H4UDGLT31F2MBDT7US6XVJO68PMQ,0.85,208,35,"[17, 130, 201]",500,1,0.240694789081886,,2018-08-12 12:14:28.370680+00:00,253,0.85,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
209,pjx506dt,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:14:05.494643+00:00,1,AERCBIBZIEM7H,31IBVUNM9TIM1WGSTWZEHZ0SDTXFVU,0.00,209,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
210,8c3ys92a,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 12:14:27.765563+00:00,1,A15U66E0A3TDIL,3PZDLQMM0U461TYGEKP27OIEJIC2CY,0.00,210,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
211,lyeqa0y7,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:14:30.825369+00:00,1,A1F01FVEPYCPHO,3WT783CTPC00P6YCXDID8HLIDOPCBA,0.00,211,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
212,xmd6seby,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:14:33.482251+00:00,1,A1B14CS9DW7008,32Z9ZLUT1M3BP8Y1NA10PSIXXFDHOS,0.00,212,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
213,vi07y8lz,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:14:34.431628+00:00,1,A1ZTSCPETU3UJW,3FE2ERCCZYR32PWP6N95Y1KOJ6NPO5,0.00,213,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
214,qzntllqn,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:15:04.745484+00:00,1,A33EZK81ADLX7U,3WT783CTPC00P6YCXDID8HLIDOPCBA,0.00,214,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
215,bw41991v,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 12:16:03.735856+00:00,1,A1OSRB1Q63XXWZ,3FE7TXL1LJ6AVU8ZJ2QXRT7VNXDQ2R,0.00,215,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
216,5gijhiqa,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:16:26.494326+00:00,1,A1QR6I7UPY8XQJ,3D4CH1LGEBCUIPZK1F0072B7NGEG9E,0.00,216,35,"[17, 130, 201]",,0,,,2018-08-12 12:17:38.597930+00:00,84,0.28,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
217,mctanc8f,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:16:27.849037+00:00,1,AZR9VUPSCPLBG,3I02618YA1PYFUGM29LEX7CD1SBUPN,0.00,217,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
218,0ekgtl4n,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:16:58.487476+00:00,1,AFWLI4LVTL6FB,36DSNE9QZ6H7GETRBA4L15YCA7HJOZ,0.00,218,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
219,83sy9blq,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:16:58.372972+00:00,1,ADEXBFOMDOTRP,3WJ1OXY92BZTUT37AN2CBK5T5FJA87,0.00,219,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
220,s28dqe90,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:17:06.161355+00:00,1,A2VUVKED43ACRK,33CID57105COPFO5VXW6THDTJ5QL38,0.00,220,0,,,0,,1,2018-08-12 12:17:38.596389+00:00,91,0.3,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
221,j32ru87o,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:17:06.688395+00:00,1,AZAPOAN6T6QFW,3JNQLM5FT55Z4XSMRXI1A781DRQL2X,0.74,221,36,"[17, 130, 201]",800,1,0.985111662531017,,2018-08-12 12:17:40.358877+00:00,221,0.74,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
222,tdpakjl9,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:17:10.745723+00:00,1,A2BEBSKRACN0KA,32AT8R96GMSVSMWEUQP8SCHOOCIUS3,0.00,222,35,"[17, 130, 201]",,0,,,2018-08-12 12:17:38.601671+00:00,155,0.52,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
223,gy8pltum,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 12:17:10.799222+00:00,1,A3BL1DGN9ALKC4,3WMOAN2SRCGYPOT9RKIRP491FKJNV9,0.00,223,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
224,yorxgc8c,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:18:10.069988+00:00,1,A2WPPQC8S3ICVZ,36DSNE9QZ6H7GETRBA4L15YCA7HJOZ,0.69,224,37,"[17, 130, 201]",450,1,0.116625310173697,,2018-08-12 12:18:45.428226+00:00,206,0.69,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
225,16md1gkm,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:18:36.158687+00:00,1,A2Q3FS9G8ITCN7,3MRNMEIQW6PM77Q2OM2I6QZ5AIFLD6,0.00,225,0,,,0,,1,2018-08-12 12:19:11.772204+00:00,34,0.12,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
226,85m8sr5z,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:18:38.597549+00:00,1,A2GQI6G7CUKJJZ,33IZTU6J82KN9QQ9ZV0VCJGSIUZSXT,0.00,226,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
227,kqccyotm,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:19:11.849493+00:00,1,A36ES9KTXHWW1O,3HPZF4IVNNCW2ERN75WXGSJJYX7CYP,0.00,227,0,,,0,,1,2018-08-12 12:20:16.148203+00:00,33,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
228,zha3am2z,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:19:39.034811+00:00,1,AMPMTF5IAAMK8,3OHYZ19UGDOWFLQNH4R886VTKKNOAO,0.60,228,38,"[17, 130, 201]",166,1,0.588089330024814,,2018-08-12 12:20:12.949089+00:00,180,0.6,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
229,hhrihmg8,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 12:19:57.691545+00:00,1,A1Q1VBXQIGBD3G,3NVC2EB65RI8PEV4ECLWNPFPSKUY3D,0.00,229,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
230,dd4hkd9j,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:20:02.910753+00:00,1,A3RLCGRXA34GC0,3A4NIXBJ77IPB1WF1F1LPGMZJW7LMO,0.60,230,39,"[17, 130, 201]",680,1,0.687344913151365,,2018-08-12 12:20:55.856821+00:00,181,0.6,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
231,woahu2ub,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:20:24.794251+00:00,1,A3SGRHMVBSZEGT,3IFS6Q0HJJ2QJV1E090U99TDUHVISJ,0.00,231,0,,,0,,1,2018-08-12 12:20:44.157924+00:00,36,0.12,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
232,cjghe3wo,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:20:32.905515+00:00,1,A1D3QRG52OISSR,3NC5L260MP5RBC7VSKD0M76KH00OF1,0.61,232,39,"[17, 130, 201]",,1,,,2018-08-12 12:21:30.904669+00:00,182,0.61,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
233,72wozvel,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 12:21:17.756567+00:00,1,AG11E5KG0IUYI,39JEC7537VKFYKWI2U9D9TFPGG5VCZ,0.00,233,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
234,1jouxe0e,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:21:33.727759+00:00,1,A1K84TJUD1HDX3,3NVC2EB65RI8PEV4ECLWNPFPSKUY3D,0.00,234,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
235,q69ebmet,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:21:40.900702+00:00,1,A1E2ST8M93RV9X,3570Y55XZQ29JQ7S9RSG6J4YWPZYGL,0.66,235,40,"[17, 130, 201]",2300,1,4.70719602977668,,2018-08-12 12:22:25.982517+00:00,199,0.66,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
236,rk2ey79g,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:21:51.881028+00:00,1,A9YQQIZRWVPIT,3BDCF01OGYDP5ILTKIPWJB96S6LLYE,0.00,236,0,,,0,,1,2018-08-12 12:22:01.759737+00:00,32,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
237,qp6bu2dp,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:22:16.439773+00:00,1,A33FA1VLSTBM74,3IGI0VL64833Z4KCQ8WDUCFTJRMON8,0.73,237,41,"[17, 201, 235]",1000,1,1.48138957816377,,2018-08-12 12:22:43.527854+00:00,219,0.73,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
238,lfqdtts0,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:22:47.018364+00:00,1,ACI8PUCF5OPDC,3AUQQEL7U6CV4S12QEGTESDO7R90VC,0.83,238,42,"[17, 201, 235]",600,1,0.488833746898263,,2018-08-12 12:23:16.110229+00:00,250,0.83,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
239,5r160f1f,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:22:49.458062+00:00,1,A1XOQ5LSXFEUBG,3TPZPLC3M1VEG033NPPDAYMDOFS3PP,0.00,239,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
240,jx2o2fva,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:23:51.100315+00:00,1,A27L7NE1J1WQDH,3ZR9AIQJUCSWAFIN6IF652DBU7C404,0.00,240,0,,,0,,1,2018-08-12 12:29:04.305073+00:00,68,0.23,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
241,zgzehyg6,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:23:55.161543+00:00,1,A2B9EPZNDQ41GA,374TNBHA8CE0WF16CNXS0X802C8YQG,0.00,241,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
242,jf3n9vpn,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:24:02.973809+00:00,1,A2VMOLK2ZSQ4LV,39KFRKBFIOEXB3OQXA5OBSD0NBQOYY,0.00,242,43,"[17, 201, 235]",1300,0,,,2018-08-12 12:24:15.020649+00:00,254,0.85,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
243,m7xem1wh,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:24:05.552702+00:00,1,A3IR7DFEKLLLO,39JEC7537VKFYKWI2U9D9TFPGG5VCZ,0.00,243,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
244,6ebl076c,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:24:28.560546+00:00,1,AU44UQBQ62YU4,3OLQQLKKNT8L4NG2HW1PWT4Y65BJEV,0.00,244,0,,,0,,1,2018-08-12 12:24:51.992398+00:00,265,0.88,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
245,kegig4b4,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:25:00.441543+00:00,1,ARGYTJN64ABP7,3DY4FPOOA27J4ML1KRZ8YOEBGH8VR5,0.00,245,45,"[17, 201, 235]",275,0,,,2018-08-12 12:26:30.802925+00:00,248,0.83,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
246,a9didgr8,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:25:05.651643+00:00,1,A3QN9B9ZS1CWWM,3DUZQ9U6SN7V51LEZGZDOYJ72JRVST,0.73,246,44,"[17, 201, 235]",121,1,0.699751861042184,,2018-08-12 12:25:54.224756+00:00,220,0.73,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
247,15ake245,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:25:27.381645+00:00,1,AESL8Q8Z3RQY5,3IHR8NYAM8KZYWM7N3UWK3EJ2FNP4V,0.00,247,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
248,dbox8zqc,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:25:29.924332+00:00,1,A1KR15K013K87M,3MX2NQ3YCADM3OSYNZNNJ8604AS5X5,0.00,248,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
249,yit1bow3,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:25:30.376907+00:00,1,A35RSQO7AHWVQY,3S06PH7KSSN9H0MYVCKZMBQRCCB1DH,0.00,249,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
250,dtazn4gq,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:25:42.515344+00:00,1,A2BLP3G105MLH1,3M0NZ3JDP2HB8JSDOHB8GTMBCAQ5Z2,0.00,250,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
251,bn54c07g,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:25:51.286395+00:00,1,ANKRUP6HERP5W,3R3YRB5GRGMRSQAKDQ3H7CNI26BUA7,0.00,251,0,,,0,,1,2018-08-12 12:33:38.864564+00:00,37,0.13,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
252,o67jnjgp,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:26:12.758534+00:00,1,A18EAY4AKNN0U2,3XLBSAQ9Z5VQVN6WCAQ5ED073GKZ7A,0.00,252,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
253,ve7ns67f,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 12:26:41.199299+00:00,1,A1IU5OP7BBZHZ7,3MH9DQ757XVS2HNNZQVR3YYL01OUGJ,0.00,253,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
254,ihi62vfj,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 12:26:41.452625+00:00,1,A1G69P73SBVUR4,3QIYRE09Y40I3CDBK6Y2IG2LQGD1NZ,0.00,254,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
255,x368n6mc,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 12:27:19.014732+00:00,1,ASS2PO1HMXW2Y,3QUO65DNQV7GUU4LN98Z877NRNFUO6,0.00,255,0,,,0,,1,2018-08-12 12:27:41.461699+00:00,39,0.13,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
