participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.guess,player.confirm,player.guess_percent_diff,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,subsession.true_number_of_dots,subsession.image_path,subsession.worker_running,subsession.last_worker_activity,subsession.number_of_people_going_to_wait,subsession.last_prewait_check,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
778,ngdgwksz,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:07:45.806005+00:00,1,A1AVDOGQ7WXGJQ,3YT88D1N09HD596NAXK5EH0EU5T3KV,0.90,778,216,"[566, 741, 772]",580,1,0.439205955334988,,2018-08-12 15:08:24.430938+00:00,269,0.9,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
779,v20r3abn,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:08:07.298978+00:00,1,A1E235KE3CSO7H,3MMN5BL1W0N8VX6QV9XLTUSIJAO3M0,0.60,779,218,"[566, 741, 772]",50505,1,124.322580645161,,2018-08-12 15:10:52.409636+00:00,181,0.6,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
780,p2urjm1z,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:08:07.317895+00:00,1,A1UMQYTB4XV7UP,3COPXFW7XCVKCYBA8VHCRK3FZ1LKPO,0.00,780,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
781,i6vuhj4m,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:08:49.911905+00:00,1,AAZ2FN0D8LN91,3BV8HQ2ZZXK6QFKJH85ER692ZK16AP,0.60,781,217,"[566, 741, 772]",1000,1,1.48138957816377,,2018-08-12 15:10:12.776288+00:00,180,0.6,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
782,xjyxkun3,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:08:59.902493+00:00,1,AIWFF8O972KCQ,3WQQ9FUS6BDYD38ZG1286VPZNXC8B8,0.00,782,0,,,0,,1,2018-08-12 15:09:23.594302+00:00,36,0.12,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
783,gkikrsh0,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:09:29.734270+00:00,1,A18LFH7XW61JO9,3IRIK4HM3B3UJUHH1M15X1ZQZNM6CR,0.00,783,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
784,shy2zs21,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:10:10.077233+00:00,1,A3DSU8D4BD93JM,3LEP4MGT3HJAUY4QX9DOSN30YO9DBJ,0.00,784,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
785,iaf7ufwu,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 15:10:22.920239+00:00,1,A1FAA222XZ51I5,326O153BMJH811GA70FETV9L1LMDEJ,0.00,785,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
786,p8xsv19p,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:10:38.812311+00:00,1,A2TKHXY755FAM,3IJXV6UZ1Y2EIG11LK0PJZOH8FKIR3,0.72,786,219,"[566, 772, 779]",650,1,0.612903225806452,,2018-08-12 15:11:17.451446+00:00,214,0.72,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
787,ainl9zqf,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:11:27.892358+00:00,1,A32AD7B4NW4W0D,3R3YRB5GRGMRSQAKDQ3H7CNI26JAUV,0.72,787,220,"[566, 772, 779]",300,1,0.255583126550869,,2018-08-12 15:12:14.044184+00:00,216,0.72,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
788,zeeakqok,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:11:52.210540+00:00,1,AYLOHFVGSGSYZ,32N49TQG3H1R55ZKIGDM3YP1GDSAVK,0.00,788,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
789,9c7k2a5u,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:12:54.322080+00:00,1,A2GTASU2WC3V86,3X65QVEQI16C2FKOOQ77MKHNPIBLCE,1.65,789,222,"[566, 772, 779]",400,1,0.00744416873449132,,2018-08-12 15:13:47.935041+00:00,195,0.65,1.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
790,dhgett4v,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:13:20.447369+00:00,1,A1AEV3GK17B1YP,34YB12FSQZ79P9IEQO45COHRNFTGML,0.61,790,221,"[566, 772, 779]",120,1,0.702233250620347,,2018-08-12 15:13:43.352575+00:00,182,0.61,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
791,15jjp0ff,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:13:42.172674+00:00,1,AZCCA5QCX8R68,3IAEQB9FMF32I121S09KF1GL8PRDWZ,1.71,791,223,"[566, 772, 779]",420,1,0.0421836228287841,,2018-08-12 15:14:30.760290+00:00,211,0.71,1.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
792,addq9193,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:14:21.152955+00:00,1,A23OR0D1FCUVMM,3OHYZ19UGDOWFLQNH4R886VTKKVOAW,0.00,792,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
793,ilr99j1z,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:14:29.169282+00:00,1,A1NOR6E0WT0Y14,37TRT2X24RANXK4I75ZZVLYD386BJV,0.00,793,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
794,8fnkcdgk,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 15:14:45.250449+00:00,1,A1IJ56N5Z4TT46,3P1L2B7AD28DB4HREVGYHKB4EWULOB,0.00,794,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
795,zezg16n4,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:15:26.571941+00:00,1,A2G0ST4C92OGKF,3YJ6NA41JCZP1E5SQAH0Q532KCLJPO,0.00,795,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
796,yt7axtoc,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:15:36.127915+00:00,1,A32F070MKM1ICD,3TVRFO09GLY05DVJFM3U0X2XQ0ZLXG,0.00,796,0,,,0,,1,2018-08-12 15:15:45.804570+00:00,34,0.12,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
797,8a58m3j7,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:16:07.898013+00:00,1,AHC1ZSUGAO8BJ,32Z9ZLUT1M3BP8Y1NA10PSIXXFLOH7,0.00,797,223,"[566, 772, 779]",,0,,,2018-08-12 15:16:40.753614+00:00,139,0.47,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
798,var2x3wv,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:16:48.090185+00:00,1,A133QG754CGS3I,3H7XDTSHKDA5ULCSUQASLMJILH7GWC,0.00,798,0,,,0,,1,2018-08-12 15:17:02.659989+00:00,35,0.12,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
799,mj883aqm,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:17:32.241576+00:00,1,A2AGDF3VY0L1QP,3A4TN5196L1AGJ1YX5S9USOG812HC3,0.00,799,0,,,0,,1,2018-08-12 15:17:42.954547+00:00,32,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
800,ju5m3ftw,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:17:33.364420+00:00,1,A3NODCZ06UM7NJ,3P1L2B7AD28DB4HREVGYHKB4EWULOB,0.00,800,0,,,0,,1,2018-08-12 15:18:02.221018+00:00,57,0.19,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
801,rfcfnqbt,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:17:57.308847+00:00,1,A13QLFAG3OGRT8,3E4GGUZ1T9AOKRA46X60V7VMORTK21,0.00,801,224,"[566, 772, 779]",240,0,,,2018-08-12 15:18:54.397124+00:00,71,0.24,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
802,erhlxgxm,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:18:18.415135+00:00,1,A30F1NPCF53CRE,3ZSY5X72NYUOE2C4JFDU3WK3KOJOR4,0.42,802,225,"[566, 772, 779]",185,1,0.540942928039702,,2018-08-12 15:19:04.247218+00:00,126,0.42,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
803,bma7xu4d,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:18:43.637273+00:00,1,A2X7JTMU0A5J3G,3TMSXRD2X7J8Q6MPC7PPEZFCJSOW1S,0.54,803,226,"[566, 772, 779]",64,1,0.841191066997519,,2018-08-12 15:19:09.373673+00:00,161,0.54,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
804,uzlt6qy7,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:19:20.355196+00:00,1,A3CWW9DIL73I14,3ERET4BTVNSZKBV3R6LF5U30UX3K9T,0.00,804,0,,,0,,1,2018-08-12 15:20:09.563816+00:00,34,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
805,egkavdgx,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:19:46.067541+00:00,1,A1D4C4NYRWMTRQ,3IAEQB9FMF32I121S09KF1GL8PRWDI,0.54,805,227,"[566, 772, 779]",95,1,0.764267990074442,,2018-08-12 15:20:04.994166+00:00,160,0.54,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
806,y41r1rfn,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:19:47.526927+00:00,1,A4OIY0M51948T,3OUYGIZWR8HIZ846427U80O6L3FP0N,0.62,806,228,"[566, 772, 779]",13500,1,32.4987593052109,,2018-08-12 15:20:39.427801+00:00,186,0.62,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
807,3utafnfz,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:21:12.029939+00:00,1,A1RKDNOK6WLQWL,3EJPLAJKENZ7RNSRT0LD8Z0B8596ZR,0.65,807,230,"[566, 779, 806]",25000,1,61.0347394540943,,2018-08-12 15:22:30.407037+00:00,193,0.65,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
808,k03ddyjz,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:22:02.874718+00:00,1,A9KPD7Y55PU9Q,32EYX73OY1SJR7W1F1P322CS2A7URN,0.47,808,229,"[566, 779, 806]",825,1,1.04714640198511,,2018-08-12 15:22:29.770842+00:00,140,0.47,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
809,a1oq4pje,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:22:30.318864+00:00,1,A2FI2LGU90OM8X,3X31TUMD7Y5SFCAQ8TIN5OYWLLL1L5,0.00,809,231,"[566, 779, 807]",534,0,,,2018-08-12 15:22:54.667924+00:00,235,0.79,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
810,2ixvs3py,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:22:35.282935+00:00,1,A2E1GWCDFUAZA3,31T4R4OBOTZDNUVMKW6X3FZMUY77CS,0.99,810,232,"[566, 779, 807]",211,1,0.476426799007444,,2018-08-12 15:23:00.291399+00:00,296,0.99,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
811,v7rqpi55,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:23:08.240414+00:00,1,A1WSCND5HZZV5N,3UOUJI6MTEX3O3IDO0VVRKYG3RSUXJ,0.00,811,0,,,0,,1,2018-08-12 15:23:54.678333+00:00,301,1.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
812,op2257h3,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:23:32.679622+00:00,1,AXF3O5TZLSY0F,38F5OAUN5OV442626OKYE6W27QC7H1,0.92,812,233,"[566, 779, 807]",1500,1,2.72208436724566,,2018-08-12 15:24:04.861868+00:00,275,0.92,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
813,r7m0rwh2,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:24:08.484462+00:00,1,A3JSIHZSHSB1H6,3W8CV64QJ3I8ILUVLLIIS2N82G09HF,0.00,813,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
814,phjj5v6f,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:24:45.781403+00:00,1,A3IGZYNVHK9L0Z,3SB4CE2TJWEJ9U4FIVE4RJMMWO0XAA,0.00,814,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
815,mlkc2l10,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:25:43.941333+00:00,1,A1H2Y2PDEQ7OWT,3PPTZCWALR3015BB89ZBE4H286KZQG,0.00,815,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
816,9yvh9jkg,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:25:49.842211+00:00,1,A34NDXO56MBC3D,3WJ1OXY92BZTUT37AN2CBK5T5FS8AE,0.59,816,234,"[566, 779, 807]",700,1,0.73697270471464,,2018-08-12 15:26:32.091573+00:00,175,0.59,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
817,fxfhya1i,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:26:22.823298+00:00,1,A37ADTJZXR16R7,33PPUNGG39O0D6QBLOOBJUR74SMZRH,0.00,817,0,,,0,,1,2018-08-12 15:26:54.129604+00:00,34,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
818,i9n89egk,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:26:32.290405+00:00,1,A36Y6KXSXJW230,36TFCYNS45TYJHCTO1OW859Q9JQXHL,0.66,818,235,"[566, 779, 807]",975,1,1.41935483870968,,2018-08-12 15:28:01.003432+00:00,198,0.66,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
819,yymctyf0,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 15:26:37.597092+00:00,1,A3TWYQENN82FJI,3DIP6YHAPDBWK6KJQS4Y73VKQUQ8E9,0.00,819,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
820,woz5gmsj,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 15:26:39.718696+00:00,1,A3D3X3OH3EXBTM,3DL65MZB8EYYW9AW74K39PR3GLBCEJ,0.00,820,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
821,4k9p6kat,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:26:43.291866+00:00,1,A9HQ3E0F2AGVO,3U84XHCDIDWTC0ODACSYB1GXCE34Z4,0.00,821,0,,,0,,1,2018-08-12 15:31:43.206946+00:00,125,0.42,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
822,pni7ffbr,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 15:27:10.168165+00:00,1,A31X9CV1UWZV8Z,3R0T90IZ1TVWGN6NDZAR9SCFT1QCG0,0.00,822,234,"[566, 779, 807]",,0,,,2018-08-12 15:27:30.523992+00:00,161,0.54,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
823,u0gqd7yk,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 15:27:17.670372+00:00,1,AE2BOK50NTKFX,3DQQ64TANH4B7Y5RX90FFVXAM8UPWP,0.00,823,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
824,hmoqzgzi,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 15:29:21.879654+00:00,1,A2PH9PK984YRDE,3UOUJI6MTEX3O3IDO0VVRKYG3RSXUM,0.00,824,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
