,group,round,id_in_group,split,high,guess,win,turker,strategy
0,1,1,1,0,0,38.0,0,A2BBDH8DZD77AU,
1,1,1,2,0,0,42.0,0,A11QDNT3W7DT7K,
2,1,1,3,0,0,50.0,0,A36XEP5H6KBQIB,
3,1,1,4,0,0,15.0,0,A32IRN8APZMCQ2,
4,1,1,5,0,0,44.0,0,A2I93FW0EN8O3Q,
5,1,1,6,0,0,40.0,0,ALPO4A5HFF0Z,
6,1,1,7,0,0,70.0,0,A3N1Q4U7NFAXGY,
7,1,1,8,0,0,25.0,1,A3SNSWMNXQEHAO,
8,1,2,1,0,0,38.0,0,A2BBDH8DZD77AU,
9,1,2,2,0,0,42.0,0,A11QDNT3W7DT7K,
10,1,2,3,0,0,50.0,0,A36XEP5H6KBQIB,
11,1,2,4,0,0,25.0,0,A32IRN8APZMCQ2,
12,1,2,5,0,0,44.0,0,A2I93FW0EN8O3Q,
13,1,2,6,0,0,60.0,0,ALPO4A5HFF0Z,
14,1,2,7,0,0,40.0,0,A3N1Q4U7NFAXGY,
15,1,2,8,0,0,26.0,1,A3SNSWMNXQEHAO,
16,1,3,1,0,0,38.0,0,A2BBDH8DZD77AU,
17,1,3,2,0,0,30.0,0,A11QDNT3W7DT7K,
18,1,3,3,0,0,28.0,0,A36XEP5H6KBQIB,
19,1,3,4,0,0,27.0,0,A32IRN8APZMCQ2,
20,1,3,5,0,0,13.0,1,A2I93FW0EN8O3Q,
21,1,3,6,0,0,30.0,0,ALPO4A5HFF0Z,
22,1,3,7,0,0,27.0,0,A3N1Q4U7NFAXGY,
23,1,3,8,0,0,28.0,0,A3SNSWMNXQEHAO,
24,1,4,1,0,0,38.0,0,A2BBDH8DZD77AU,
25,1,4,2,0,0,25.0,0,A11QDNT3W7DT7K,
26,1,4,3,0,0,20.0,0,A36XEP5H6KBQIB,
27,1,4,4,0,0,30.0,0,A32IRN8APZMCQ2,
28,1,4,5,0,0,11.0,0,A2I93FW0EN8O3Q,
29,1,4,6,0,0,20.0,0,ALPO4A5HFF0Z,
30,1,4,7,0,0,22.0,0,A3N1Q4U7NFAXGY,
31,1,4,8,0,0,15.0,1,A3SNSWMNXQEHAO,
32,1,5,1,0,0,12.0,0,A2BBDH8DZD77AU,
33,1,5,2,0,0,18.0,0,A11QDNT3W7DT7K,
34,1,5,3,0,0,18.0,0,A36XEP5H6KBQIB,
35,1,5,4,0,0,16.0,0,A32IRN8APZMCQ2,
36,1,5,5,0,0,13.0,0,A2I93FW0EN8O3Q,
37,1,5,6,0,0,10.0,1,ALPO4A5HFF0Z,
38,1,5,7,0,0,13.0,0,A3N1Q4U7NFAXGY,
39,1,5,8,0,0,17.0,0,A3SNSWMNXQEHAO,
40,1,6,1,0,0,5.0,1,A2BBDH8DZD77AU,
41,1,6,2,0,0,8.0,0,A11QDNT3W7DT7K,
42,1,6,3,0,0,10.0,0,A36XEP5H6KBQIB,
43,1,6,4,0,0,5.0,1,A32IRN8APZMCQ2,
44,1,6,5,0,0,5.0,1,A2I93FW0EN8O3Q,
45,1,6,6,0,0,5.0,1,ALPO4A5HFF0Z,
46,1,6,7,0,0,12.0,0,A3N1Q4U7NFAXGY,
47,1,6,8,0,0,7.0,0,A3SNSWMNXQEHAO,
48,1,7,1,0,0,2.0,0,A2BBDH8DZD77AU,
49,1,7,2,0,0,100.0,0,A11QDNT3W7DT7K,
50,1,7,3,0,0,5.0,1,A36XEP5H6KBQIB,
51,1,7,4,0,0,1.0,0,A32IRN8APZMCQ2,
52,1,7,5,0,0,2.0,0,A2I93FW0EN8O3Q,
53,1,7,6,0,0,3.0,0,ALPO4A5HFF0Z,
54,1,7,7,0,0,2.0,0,A3N1Q4U7NFAXGY,
55,1,7,8,0,0,3.0,0,A3SNSWMNXQEHAO,
56,1,8,1,0,0,19.0,0,A2BBDH8DZD77AU,I didn't have one.
57,1,8,2,0,0,42.0,0,A11QDNT3W7DT7K,"I used 42 for the first two rounds because of Hitchhiker's Guide to the Galaxy. Then I saw the average slowly decreasing; I went above it in case others compensated for it rapidly falling. Then at the end, there's no real way to get the exact value, so I screwed with the results by guessing 100."
58,1,8,3,0,0,8.0,0,A36XEP5H6KBQIB,Just tried guessing after seeing the previous rounds results. 
59,1,8,4,0,0,10.0,1,A32IRN8APZMCQ2,Only in the end did I begin to have a strategy. That was being able to see what people may guess what it would be. Probably guess near the average. Then I would guess a little lower than the average or close to the average.   Thank-you for a fun game.
60,1,8,5,0,0,2.0,0,A2I93FW0EN8O3Q,Lower the average guess each time
61,1,8,6,0,0,15.0,0,ALPO4A5HFF0Z,"I kept to the trends that were going on, and tried thinking ahead on what the next average would be."
62,1,8,7,0,0,6.0,0,A3N1Q4U7NFAXGY,I tried to go a little lower each time.
63,1,8,8,0,0,10.0,1,A3SNSWMNXQEHAO,MIND READING
64,2,1,1,1,0,51.0,0,A24AGTG17G0HJH,
65,2,1,2,1,0,88.0,0,A1QORHN15R6YN,
66,2,1,3,1,0,45.0,1,A58S26FV1YE7Q,
67,2,1,4,1,0,66.0,0,A2ZX7580NVWA6I,
68,2,1,5,1,0,60.0,0,AJMXUF6G3KDLP,
69,2,1,6,1,0,56.0,0,AUWM6BKW5836O,
70,2,1,7,1,0,45.0,1,A1RHBKSDCWZTUC,
71,2,1,8,1,0,22.0,0,A1EZMJXN9WY6PN,
72,2,2,1,1,0,43.0,0,A24AGTG17G0HJH,
73,2,2,2,1,0,54.0,0,A1QORHN15R6YN,
74,2,2,3,1,0,27.0,1,A58S26FV1YE7Q,
75,2,2,4,1,0,39.0,0,A2ZX7580NVWA6I,
76,2,2,5,1,0,50.0,0,AJMXUF6G3KDLP,
77,2,2,6,1,0,55.0,0,AUWM6BKW5836O,
78,2,2,7,1,0,34.0,0,A1RHBKSDCWZTUC,
79,2,2,8,1,0,36.0,0,A1EZMJXN9WY6PN,
80,2,3,1,1,0,35.0,0,A24AGTG17G0HJH,
81,2,3,2,1,0,20.0,1,A1QORHN15R6YN,
82,2,3,3,1,0,58.0,0,A58S26FV1YE7Q,
83,2,3,4,1,0,16.0,0,A2ZX7580NVWA6I,
84,2,3,5,1,0,35.0,0,AJMXUF6G3KDLP,
85,2,3,6,1,0,39.0,0,AUWM6BKW5836O,
86,2,3,7,1,0,49.0,0,A1RHBKSDCWZTUC,
87,2,3,8,1,0,30.0,0,A1EZMJXN9WY6PN,
88,2,4,1,1,0,25.0,0,A24AGTG17G0HJH,
89,2,4,2,1,0,19.0,0,A1QORHN15R6YN,
90,2,4,3,1,0,17.0,0,A58S26FV1YE7Q,
91,2,4,4,1,0,24.0,0,A2ZX7580NVWA6I,
92,2,4,5,1,0,15.0,1,AJMXUF6G3KDLP,
93,2,4,6,1,0,30.0,0,AUWM6BKW5836O,
94,2,4,7,1,0,31.0,0,A1RHBKSDCWZTUC,
95,2,4,8,1,0,25.0,0,A1EZMJXN9WY6PN,
96,2,5,1,1,0,29.0,0,A24AGTG17G0HJH,
97,2,5,2,1,0,10.0,1,A1QORHN15R6YN,
98,2,5,3,1,0,10.0,1,A58S26FV1YE7Q,
99,2,5,4,1,0,10.0,1,A2ZX7580NVWA6I,
100,2,5,5,1,0,10.0,1,AJMXUF6G3KDLP,
101,2,5,6,1,0,20.0,0,AUWM6BKW5836O,
102,2,5,7,1,0,21.0,0,A1RHBKSDCWZTUC,
103,2,5,8,1,0,8.0,0,A1EZMJXN9WY6PN,
104,2,6,1,1,0,7.0,0,A24AGTG17G0HJH,
105,2,6,2,1,0,7.0,0,A1QORHN15R6YN,
106,2,6,3,1,0,2.0,0,A58S26FV1YE7Q,
107,2,6,4,1,0,7.0,0,A2ZX7580NVWA6I,
108,2,6,5,1,0,5.0,1,AJMXUF6G3KDLP,
109,2,6,6,1,0,15.0,0,AUWM6BKW5836O,
110,2,6,7,1,0,15.0,0,A1RHBKSDCWZTUC,
111,2,6,8,1,0,10.0,0,A1EZMJXN9WY6PN,
112,2,7,1,1,0,4.0,0,A24AGTG17G0HJH,
113,2,7,2,1,0,1.0,0,A1QORHN15R6YN,
114,2,7,3,1,0,3.0,0,A58S26FV1YE7Q,
115,2,7,4,1,0,3.0,0,A2ZX7580NVWA6I,
116,2,7,5,1,0,90.0,0,AJMXUF6G3KDLP,
117,2,7,6,1,0,5.0,0,AUWM6BKW5836O,
118,2,7,7,1,0,13.0,1,A1RHBKSDCWZTUC,
119,2,7,8,1,0,2.0,0,A1EZMJXN9WY6PN,
120,2,8,1,1,0,10.0,1,A24AGTG17G0HJH,I didn't really use a strategy
121,2,8,2,1,0,15.0,0,A1QORHN15R6YN,I followed the trend of lowering my number to match the decreasing average.
122,2,8,3,1,0,16.0,0,A58S26FV1YE7Q,I went with my gut feeling and chose the first number that popped into my head.
123,2,8,4,1,0,12.0,0,A2ZX7580NVWA6I,2/3 of it.
124,2,8,5,1,0,18.0,0,AJMXUF6G3KDLP,I tried to lessen my guess by 5 or 10 points based off of the declining numbers.
