participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,GoR_4_4.1.player.id_in_group,GoR_4_4.1.player.guess,GoR_4_4.1.player.is_winner,GoR_4_4.1.player.strategy_guess,GoR_4_4.1.player.payoff,GoR_4_4.1.group.id_in_subsession,GoR_4_4.1.group.two_thirds_avg,GoR_4_4.1.group.best_guess,GoR_4_4.1.group.num_winners,GoR_4_4.1.group.high,GoR_4_4.1.group.split,GoR_4_4.1.group.timeout,GoR_4_4.1.subsession.round_number,GoR_4_4.2.player.id_in_group,GoR_4_4.2.player.guess,GoR_4_4.2.player.is_winner,GoR_4_4.2.player.strategy_guess,GoR_4_4.2.player.payoff,GoR_4_4.2.group.id_in_subsession,GoR_4_4.2.group.two_thirds_avg,GoR_4_4.2.group.best_guess,GoR_4_4.2.group.num_winners,GoR_4_4.2.group.high,GoR_4_4.2.group.split,GoR_4_4.2.group.timeout,GoR_4_4.2.subsession.round_number,GoR_4_4.3.player.id_in_group,GoR_4_4.3.player.guess,GoR_4_4.3.player.is_winner,GoR_4_4.3.player.strategy_guess,GoR_4_4.3.player.payoff,GoR_4_4.3.group.id_in_subsession,GoR_4_4.3.group.two_thirds_avg,GoR_4_4.3.group.best_guess,GoR_4_4.3.group.num_winners,GoR_4_4.3.group.high,GoR_4_4.3.group.split,GoR_4_4.3.group.timeout,GoR_4_4.3.subsession.round_number,GoR_4_4.4.player.id_in_group,GoR_4_4.4.player.guess,GoR_4_4.4.player.is_winner,GoR_4_4.4.player.strategy_guess,GoR_4_4.4.player.payoff,GoR_4_4.4.group.id_in_subsession,GoR_4_4.4.group.two_thirds_avg,GoR_4_4.4.group.best_guess,GoR_4_4.4.group.num_winners,GoR_4_4.4.group.high,GoR_4_4.4.group.split,GoR_4_4.4.group.timeout,GoR_4_4.4.subsession.round_number,GoR_4_4.5.player.id_in_group,GoR_4_4.5.player.guess,GoR_4_4.5.player.is_winner,GoR_4_4.5.player.strategy_guess,GoR_4_4.5.player.payoff,GoR_4_4.5.group.id_in_subsession,GoR_4_4.5.group.two_thirds_avg,GoR_4_4.5.group.best_guess,GoR_4_4.5.group.num_winners,GoR_4_4.5.group.high,GoR_4_4.5.group.split,GoR_4_4.5.group.timeout,GoR_4_4.5.subsession.round_number,GoR_4_4.6.player.id_in_group,GoR_4_4.6.player.guess,GoR_4_4.6.player.is_winner,GoR_4_4.6.player.strategy_guess,GoR_4_4.6.player.payoff,GoR_4_4.6.group.id_in_subsession,GoR_4_4.6.group.two_thirds_avg,GoR_4_4.6.group.best_guess,GoR_4_4.6.group.num_winners,GoR_4_4.6.group.high,GoR_4_4.6.group.split,GoR_4_4.6.group.timeout,GoR_4_4.6.subsession.round_number,GoR_4_4.7.player.id_in_group,GoR_4_4.7.player.guess,GoR_4_4.7.player.is_winner,GoR_4_4.7.player.strategy_guess,GoR_4_4.7.player.payoff,GoR_4_4.7.group.id_in_subsession,GoR_4_4.7.group.two_thirds_avg,GoR_4_4.7.group.best_guess,GoR_4_4.7.group.num_winners,GoR_4_4.7.group.high,GoR_4_4.7.group.split,GoR_4_4.7.group.timeout,GoR_4_4.7.subsession.round_number,GoR_4_4.8.player.id_in_group,GoR_4_4.8.player.guess,GoR_4_4.8.player.is_winner,GoR_4_4.8.player.strategy_guess,GoR_4_4.8.player.payoff,GoR_4_4.8.group.id_in_subsession,GoR_4_4.8.group.two_thirds_avg,GoR_4_4.8.group.best_guess,GoR_4_4.8.group.num_winners,GoR_4_4.8.group.high,GoR_4_4.8.group.split,GoR_4_4.8.group.timeout,GoR_4_4.8.subsession.round_number
100,q4zsy5aa,,0,72,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:40.202342+00:00,1,A1SQBU3MZKB312,37Q970SNZFRFJP5GS2FOHACQZQ5S1S,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,100,1,0,0.00,1,1,100,0,0,0.00,1,2,100,0,0,0.00,1,3,100,0,0,0.00,1,4,100,0,0,0.00,1,5,100,0,0,0.00,1,6,100,0,0,0.00,1,7,100,0,0,0.00,1,8,1,0,0,,0.00,21,,,,0,1,1,1,1,,0,,0.00,21,,,,0,1,1,2,1,,0,,0.00,21,,,,0,1,1,3,1,,0,,0.00,21,,,,0,1,1,4,1,,0,,0.00,21,,,,0,1,1,5,1,,0,,0.00,21,,,,0,1,1,6,1,,0,,0.00,21,,,,0,1,1,7,1,,0,,0.00,21,,,,0,1,1,8
101,96trseoy,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:42.156153+00:00,1,A1JUAIMXSCKG5U,3TS1AR6UQRXKQ6FWBYWYBLKODMBF7T,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,101,1,0,0.00,1,1,101,0,0,0.00,1,2,101,0,0,0.00,1,3,101,0,0,0.00,1,4,101,0,0,0.00,1,5,101,0,0,0.00,1,6,101,0,0,0.00,1,7,101,0,0,0.00,1,8,1,50,0,,0.00,22,26.83,19,1,1,1,0,1,1,35,0,,0.00,22,24.67,19,1,1,1,0,2,1,28,0,,0.00,22,,,,1,1,1,3,1,,0,,0.00,22,,,,1,1,1,4,1,,0,,0.00,22,,,,1,1,1,5,1,,0,,0.00,22,,,,1,1,1,6,1,,0,,0.00,22,,,,1,1,1,7,1,,0,Random selections,0.00,22,,,,1,1,1,8
102,bkz0zplv,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:46.635663+00:00,1,A27O2IILV3S5YS,39ASUFLU6YQMZ7LRY0GQN2CC3EBXEO,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,102,1,0,0.00,1,1,102,0,0,0.00,1,2,102,0,0,0.00,1,3,102,0,0,0.00,1,4,102,0,0,0.00,1,5,102,0,0,0.00,1,6,102,0,0,0.00,1,7,102,0,0,0.00,1,8,3,55,0,,0.00,30,36.5,33,1,1,1,0,1,3,45,0,,0.00,30,,,,1,1,1,2,3,,0,,0.00,30,,,,1,1,1,3,3,,0,,0.00,30,,,,1,1,1,4,3,,0,,0.00,30,,,,1,1,1,5,3,,0,,0.00,30,,,,1,1,1,6,3,,0,,0.00,30,,,,1,1,1,7,3,,0,I based on my strategy on my understanding of the instructions,0.00,30,,,,1,1,1,8
103,ftyvwcok,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:44.896942+00:00,1,A1MO11EA38FD5Q,3TAYZSBPLMRM8ANCB6F2MTMVRWJS29,0.59,$1.59,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,103,1,0,0.00,1,1,103,0,0,0.00,1,2,103,0,0,0.00,1,3,103,0,0,0.00,1,4,103,0,0,0.00,1,5,103,0,0,0.00,1,6,103,0,0,0.00,1,7,103,0,0,0.00,1,8,2,21,0,,0.00,23,44.67,47,1,1,0,0,1,2,59,0,,0.00,23,44.5,50,1,1,0,0,2,2,13,1,,0.13,23,24.33,13,1,1,0,0,3,2,19,1,,0.19,23,15.17,19,1,1,0,0,4,2,11,1,,0.11,23,10.67,11,1,1,0,0,5,2,15,0,,0.00,23,6.0,6,1,1,0,0,6,2,9,0,,0.00,23,2.83,3,2,1,0,0,7,2,16,1,I LIKE A GAME. VERY NICE AND IMPRESS ME.,0.16,23,20.17,16,1,1,0,0,8
104,vwfsfwbx,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:51.122970+00:00,1,AHL33DDQX8O6K,3DZQRBDBSMYBTSJVF6T753RNXAJS3K,0.85,$1.85,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,104,1,0,0.00,1,1,104,0,0,0.00,1,2,104,0,0,0.00,1,3,104,0,0,0.00,1,4,104,0,0,0.00,1,5,104,0,0,0.00,1,6,104,0,0,0.00,1,7,104,0,0,0.00,1,8,1,70,0,,0.00,24,46.17,50,1,0,0,0,1,1,48,0,,0.00,24,29.17,37,1,0,0,0,2,1,28,1,,0.28,24,26.67,28,1,0,0,0,3,1,24,1,,0.24,24,21.17,24,1,0,0,0,4,1,18,1,,0.18,24,14.17,18,1,0,0,0,5,1,12,0,,0.00,24,16.67,21,1,0,0,0,6,1,15,1,,0.15,24,18.0,15,1,0,0,0,7,1,13,0,Getting lower and lower,0.00,24,11.33,12,1,0,0,0,8
105,7eh074df,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:51.403187+00:00,1,AJBQ5XEHIF9Z1,338JKRMM27IMN440DRWIOXYRU9UHAK,0.67,$1.67,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,105,1,0,0.00,1,1,105,0,0,0.00,1,2,105,0,0,0.00,1,3,105,0,0,0.00,1,4,105,0,0,0.00,1,5,105,0,0,0.00,1,6,105,0,0,0.00,1,7,105,0,0,0.00,1,8,4,28,1,,0.28,29,33.0,28,1,0,1,0,1,4,22,1,,0.22,29,20.0,22,1,0,1,0,2,4,17,1,,0.17,29,13.33,17,1,0,1,0,3,4,10,0,,0.00,29,7.83,8,1,0,1,0,4,4,3,0,,0.00,29,18.67,6,1,0,1,0,5,4,25,0,,0.00,29,11.17,15,1,0,1,0,6,4,28,0,,0.00,29,13.0,13,1,0,1,0,7,4,30,0,amazing,0.00,29,11.17,10,2,0,1,0,8
106,vech70pa,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:53.908596+00:00,1,A3UFERVCN9A8IH,3PH3VY7DJMG5L27XKIYH6TZNIIEWZ0,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,106,1,0,0.00,1,1,106,0,0,0.00,1,2,106,0,0,0.00,1,3,106,0,0,0.00,1,4,106,0,0,0.00,1,5,106,0,0,0.00,1,6,106,0,0,0.00,1,7,106,0,0,0.00,1,8,3,100,0,,0.00,23,44.67,47,1,1,0,0,1,3,90,0,,0.00,23,44.5,50,1,1,0,0,2,3,45,0,,0.00,23,24.33,13,1,1,0,0,3,3,20,0,,0.00,23,15.17,19,1,1,0,0,4,3,25,0,,0.00,23,10.67,11,1,1,0,0,5,3,7,0,,0.00,23,6.0,6,1,1,0,0,6,3,2,0,,0.00,23,2.83,3,2,1,0,0,7,3,100,0,It was close to the bottom so I went back to the top,0.00,23,20.17,16,1,1,0,0,8
107,sh51xb8e,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:57.771606+00:00,1,ACPPDCPCMK4EJ,3VE8AYVF8NGOQKKFL3O4PLGJO6HF8G,0.53,$1.53,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,107,1,0,0.00,1,1,107,0,0,0.00,1,2,107,0,0,0.00,1,3,107,0,0,0.00,1,4,107,0,0,0.00,1,5,107,0,0,0.00,1,6,107,0,0,0.00,1,7,107,0,0,0.00,1,8,4,40,1,,0.40,25,35.5,40,1,0,1,0,1,4,15,0,,0.00,25,32.0,30,1,0,1,0,2,4,25,1,,0.13,25,27.0,25,2,0,1,0,3,4,25,0,,0.00,25,12.33,20,1,0,1,0,4,4,22,0,,0.00,25,,,,0,1,1,5,4,,0,,0.00,25,,,,0,1,1,6,4,,0,,0.00,25,,,,0,1,1,7,4,,0,tried to anticipate what everyone else would guess,0.00,25,,,,0,1,1,8
108,b2b5mlpq,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-30 13:18:58.928468+00:00,1,A35TWG9VW1MB5S,3IHR8NYAM8KZYWM7N3UWK3EIOQ8P4M,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,108,0,1,0.00,1,1,108,0,0,0.00,1,2,108,0,0,0.00,1,3,108,0,0,0.00,1,4,108,0,0,0.00,1,5,108,0,0,0.00,1,6,108,0,0,0.00,1,7,108,0,0,0.00,1,8,108,,0,,0.00,1,,,,0,0,0,1,108,,0,,0.00,1,,,,0,0,0,2,108,,0,,0.00,1,,,,0,0,0,3,108,,0,,0.00,1,,,,0,0,0,4,108,,0,,0.00,1,,,,0,0,0,5,108,,0,,0.00,1,,,,0,0,0,6,108,,0,,0.00,1,,,,0,0,0,7,108,,0,,0.00,1,,,,0,0,0,8
109,3zxco7vb,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:18:59.228729+00:00,1,A1U0GNE5ELW5V7,3HL8HNGX46KO4P3PQVUIPHBU8CZF95,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,109,1,0,0.00,1,1,109,0,0,0.00,1,2,109,0,0,0.00,1,3,109,0,0,0.00,1,4,109,0,0,0.00,1,5,109,0,0,0.00,1,6,109,0,0,0.00,1,7,109,0,0,0.00,1,8,3,50,0,,0.00,25,35.5,40,1,0,1,0,1,3,75,0,,0.00,25,32.0,30,1,0,1,0,2,3,60,0,,0.00,25,27.0,25,2,0,1,0,3,3,25,0,,0.00,25,12.33,20,1,0,1,0,4,3,10,0,,0.00,25,,,,0,1,1,5,3,,0,,0.00,25,,,,0,1,1,6,3,,0,,0.00,25,,,,0,1,1,7,3,,0,I was trying to guess near the last average.,0.00,25,,,,0,1,1,8
110,aha0ngpq,,0,72,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:21:22.728031+00:00,1,A3UEJQ4EJB9DBD,3NPFYT4IZDNKJLHI4V6EN5XOGUQXG5,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,110,1,0,0.00,1,1,110,0,0,0.00,1,2,110,0,0,0.00,1,3,110,0,0,0.00,1,4,110,0,0,0.00,1,5,110,0,0,0.00,1,6,110,0,0,0.00,1,7,110,0,0,0.00,1,8,4,78,0,,0.00,34,45.5,47,1,1,1,0,1,4,34,0,,0.00,34,18.5,21,1,1,1,0,2,4,42,0,,0.00,34,,,,1,1,1,3,4,,0,,0.00,34,,,,1,1,1,4,4,,0,,0.00,34,,,,1,1,1,5,4,,0,,0.00,34,,,,1,1,1,6,4,,0,,0.00,34,,,,1,1,1,7,4,,0,,0.00,34,,,,1,1,1,8
111,upjorvoi,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:00.335471+00:00,1,A1UUNYHX3M8O3O,3A9AA95ATX5HUFQ718D6PVKWOM3P5R,0.50,$1.50,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,111,1,0,0.00,1,1,111,0,0,0.00,1,2,111,0,0,0.00,1,3,111,0,0,0.00,1,4,111,0,0,0.00,1,5,111,0,0,0.00,1,6,111,0,0,0.00,1,7,111,0,0,0.00,1,8,4,35,0,,0.00,22,26.83,19,1,1,1,0,1,4,19,1,,0.50,22,24.67,19,1,1,1,0,2,4,19,0,,0.00,22,,,,1,1,1,3,4,,0,,0.00,22,,,,1,1,1,4,4,,0,,0.00,22,,,,1,1,1,5,4,,0,,0.00,22,,,,1,1,1,6,4,,0,,0.00,22,,,,1,1,1,7,4,,0,I saw that lower numbers seemed to be winning so I simply chose numbers around and lower than '20'.,0.00,22,,,,1,1,1,8
112,qpg53k0h,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:03.163842+00:00,1,AMNFTKDZS37SI,32RIADZISTNWBO2ZFKYQF8JTBAFS45,0.12,$1.12,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,112,1,0,0.00,1,1,112,0,0,0.00,1,2,112,0,0,0.00,1,3,112,0,0,0.00,1,4,112,0,0,0.00,1,5,112,0,0,0.00,1,6,112,0,0,0.00,1,7,112,0,0,0.00,1,8,4,80,0,,0.00,24,46.17,50,1,0,0,0,1,4,40,0,,0.00,24,29.17,37,1,0,0,0,2,4,20,0,,0.00,24,26.67,28,1,0,0,0,3,4,30,0,,0.00,24,21.17,24,1,0,0,0,4,4,25,0,,0.00,24,14.17,18,1,0,0,0,5,4,25,0,,0.00,24,16.67,21,1,0,0,0,6,4,12,0,,0.00,24,18.0,15,1,0,0,0,7,4,12,1,"I realized that I would have to guess much lower in order to get to 2/3, but everyone else would be doing the same thing. I guess I finally figured it out at the very end, well after everyone else did.",0.12,24,11.33,12,1,0,0,0,8
113,olpzo4p1,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:04.930660+00:00,1,A2KGL2FXIG2IQM,3DEL4X4EL74K5C2IY1SKU54SLQGYX4,0.40,$1.40,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,113,1,0,0.00,1,1,113,0,0,0.00,1,2,113,0,0,0.00,1,3,113,0,0,0.00,1,4,113,0,0,0.00,1,5,113,0,0,0.00,1,6,113,0,0,0.00,1,7,113,0,0,0.00,1,8,3,40,1,,0.40,27,44.17,40,1,1,0,0,1,3,70,0,,0.00,27,28.33,30,1,1,0,0,2,3,50,0,,0.00,27,35.67,35,1,1,0,0,3,3,40,0,,0.00,27,29.0,34,1,1,0,0,4,3,40,0,,0.00,27,26.17,30,1,1,0,0,5,3,50,0,,0.00,27,23.67,27,1,1,0,0,6,3,40,0,,0.00,27,22.0,25,2,1,0,0,7,3,35,0,try to select least amt ,0.00,27,18.5,23,1,1,0,0,8
114,xu7zf05y,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:04.571110+00:00,1,A3B7TNVOISSZ2O,3LUY3GC630JWHJ4QP1S3NFYSFSYP76,0.53,$1.53,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,114,1,0,0.00,1,1,114,0,0,0.00,1,2,114,0,0,0.00,1,3,114,0,0,0.00,1,4,114,0,0,0.00,1,5,114,0,0,0.00,1,6,114,0,0,0.00,1,7,114,0,0,0.00,1,8,1,100,0,,0.00,23,44.67,47,1,1,0,0,1,1,50,1,,0.50,23,44.5,50,1,1,0,0,2,1,50,0,,0.00,23,24.33,13,1,1,0,0,3,1,20,0,,0.00,23,15.17,19,1,1,0,0,4,1,18,0,,0.00,23,10.67,11,1,1,0,0,5,1,8,0,,0.00,23,6.0,6,1,1,0,0,6,1,3,1,,0.03,23,2.83,3,2,1,0,0,7,1,3,0,"I tried to guess what others would select based on input, and averaged them.  Initially I was hoping that people would want to maximize payouts.",0.00,23,20.17,16,1,1,0,0,8
115,r6dcviug,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:06.004237+00:00,1,AE7E5KJS6TTHW,3C6FJU71TRCSO88NTWHXAY5OR8ZUY8,0.71,$1.71,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,115,1,0,0.00,1,1,115,0,0,0.00,1,2,115,0,0,0.00,1,3,115,0,0,0.00,1,4,115,0,0,0.00,1,5,115,0,0,0.00,1,6,115,0,0,0.00,1,7,115,0,0,0.00,1,8,3,50,1,,0.50,24,46.17,50,1,0,0,0,1,3,50,0,,0.00,24,29.17,37,1,0,0,0,2,3,44,0,,0.00,24,26.67,28,1,0,0,0,3,3,18,0,,0.00,24,21.17,24,1,0,0,0,4,3,21,0,,0.00,24,14.17,18,1,0,0,0,5,3,21,1,,0.21,24,16.67,21,1,0,0,0,6,3,30,0,,0.00,24,18.0,15,1,0,0,0,7,3,18,0,moved my guess lower as the correct answer moved lower,0.00,24,11.33,12,1,0,0,0,8
116,ljmbqz9w,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-30 13:19:06.367439+00:00,1,A254V043VANIO0,3MHW492WW1WS7689FJ3RCPK0W5UMVZ,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,116,0,1,0.00,1,1,116,0,0,0.00,1,2,116,0,0,0.00,1,3,116,0,0,0.00,1,4,116,0,0,0.00,1,5,116,0,0,0.00,1,6,116,0,0,0.00,1,7,116,0,0,0.00,1,8,116,,0,,0.00,1,,,,0,0,0,1,116,,0,,0.00,1,,,,0,0,0,2,116,,0,,0.00,1,,,,0,0,0,3,116,,0,,0.00,1,,,,0,0,0,4,116,,0,,0.00,1,,,,0,0,0,5,116,,0,,0.00,1,,,,0,0,0,6,116,,0,,0.00,1,,,,0,0,0,7,116,,0,,0.00,1,,,,0,0,0,8
117,pbvh6uy2,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:09.349316+00:00,1,A12VDN3TJJCAQQ,3STRJBFXOXAI4Q4HPCQWWU4BAFJKTC,0.56,$1.56,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,117,1,0,0.00,1,1,117,0,0,0.00,1,2,117,0,0,0.00,1,3,117,0,0,0.00,1,4,117,0,0,0.00,1,5,117,0,0,0.00,1,6,117,0,0,0.00,1,7,117,0,0,0.00,1,8,4,47,1,,0.47,23,44.67,47,1,1,0,0,1,4,68,0,,0.00,23,44.5,50,1,1,0,0,2,4,38,0,,0.00,23,24.33,13,1,1,0,0,3,4,32,0,,0.00,23,15.17,19,1,1,0,0,4,4,10,0,,0.00,23,10.67,11,1,1,0,0,5,4,6,1,,0.06,23,6.0,6,1,1,0,0,6,4,3,1,,0.03,23,2.83,3,2,1,0,0,7,4,2,0,Random guessing,0.00,23,20.17,16,1,1,0,0,8
118,oy2jj9fr,,0,72,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:13.766386+00:00,1,A2LEMT77GZDRWW,3UJ1CZ6IZI8E776ZTPH0K0P7B6AS5A,0.00,$1.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,118,1,0,0.00,1,1,118,0,0,0.00,1,2,118,0,0,0.00,1,3,118,0,0,0.00,1,4,118,0,0,0.00,1,5,118,0,0,0.00,1,6,118,0,0,0.00,1,7,118,0,0,0.00,1,8,2,48,0,,0.00,25,35.5,40,1,0,1,0,1,2,72,0,,0.00,25,32.0,30,1,0,1,0,2,2,52,0,,0.00,25,27.0,25,2,0,1,0,3,2,4,0,,0.00,25,12.33,20,1,0,1,0,4,2,0,0,,0.00,25,,,,0,1,1,5,2,,0,,0.00,25,,,,0,1,1,6,2,,0,,0.00,25,,,,0,1,1,7,2,,0,,0.00,25,,,,0,1,1,8
119,adn2voyc,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:19.893380+00:00,1,A2D2XQP00IZFR1,3OS4RQUCRAY7SIIMOF8EGN6KWC2FBF,0.37,$1.37,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,119,1,0,0.00,1,1,119,0,0,0.00,1,2,119,0,0,0.00,1,3,119,0,0,0.00,1,4,119,0,0,0.00,1,5,119,0,0,0.00,1,6,119,0,0,0.00,1,7,119,0,0,0.00,1,8,2,77,0,,0.00,24,46.17,50,1,0,0,0,1,2,37,1,,0.37,24,29.17,37,1,0,0,0,2,2,68,0,,0.00,24,26.67,28,1,0,0,0,3,2,55,0,,0.00,24,21.17,24,1,0,0,0,4,2,21,0,,0.00,24,14.17,18,1,0,0,0,5,2,42,0,,0.00,24,16.67,21,1,0,0,0,6,2,51,0,,0.00,24,18.0,15,1,0,0,0,7,2,25,0,I tried to use numbers from low to high during the rounds.,0.00,24,11.33,12,1,0,0,0,8
120,1szh56ek,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-30 13:19:29.830717+00:00,1,A2GY8FV96EVCZN,3A1COHJ8NKE84GBLGTC4S6SW4LUH8G,3.00,$4.00,v5djnhcz,,,3PUV2Q8SV4N88E6W778M447BW1ABDP,3XQ5ITPVVXV3Y92TUKF1EF5DR25QTY,,0,$1.00,0.01,120,1,0,0.00,1,1,120,0,0,0.00,1,2,120,0,0,0.00,1,3,120,0,0,0.00,1,4,120,0,0,0.00,1,5,120,0,0,0.00,1,6,120,0,0,0.00,1,7,120,0,0,0.00,1,8,4,27,1,,0.50,26,30.33,27,1,1,1,0,1,4,22,1,,0.50,26,22.33,22,1,1,1,0,2,4,17,1,,0.50,26,17.33,17,1,1,1,0,3,4,14,1,,0.50,26,13.17,14,1,1,1,0,4,4,9,1,,0.25,26,8.67,9,2,1,1,0,5,4,5,1,,0.25,26,5.17,5,2,1,1,0,6,4,3,1,,0.50,26,5.0,3,1,1,1,0,7,4,2,0,I tried to judge what the other people will think of.,0.00,26,13.67,3,1,1,1,0,8
