participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,GoR_4_4.1.player.id_in_group,GoR_4_4.1.player.guess,GoR_4_4.1.player.is_winner,GoR_4_4.1.player.strategy_guess,GoR_4_4.1.player.payoff,GoR_4_4.1.group.id_in_subsession,GoR_4_4.1.group.two_thirds_avg,GoR_4_4.1.group.best_guess,GoR_4_4.1.group.num_winners,GoR_4_4.1.group.high,GoR_4_4.1.group.split,GoR_4_4.1.group.timeout,GoR_4_4.1.subsession.round_number,GoR_4_4.2.player.id_in_group,GoR_4_4.2.player.guess,GoR_4_4.2.player.is_winner,GoR_4_4.2.player.strategy_guess,GoR_4_4.2.player.payoff,GoR_4_4.2.group.id_in_subsession,GoR_4_4.2.group.two_thirds_avg,GoR_4_4.2.group.best_guess,GoR_4_4.2.group.num_winners,GoR_4_4.2.group.high,GoR_4_4.2.group.split,GoR_4_4.2.group.timeout,GoR_4_4.2.subsession.round_number,GoR_4_4.3.player.id_in_group,GoR_4_4.3.player.guess,GoR_4_4.3.player.is_winner,GoR_4_4.3.player.strategy_guess,GoR_4_4.3.player.payoff,GoR_4_4.3.group.id_in_subsession,GoR_4_4.3.group.two_thirds_avg,GoR_4_4.3.group.best_guess,GoR_4_4.3.group.num_winners,GoR_4_4.3.group.high,GoR_4_4.3.group.split,GoR_4_4.3.group.timeout,GoR_4_4.3.subsession.round_number,GoR_4_4.4.player.id_in_group,GoR_4_4.4.player.guess,GoR_4_4.4.player.is_winner,GoR_4_4.4.player.strategy_guess,GoR_4_4.4.player.payoff,GoR_4_4.4.group.id_in_subsession,GoR_4_4.4.group.two_thirds_avg,GoR_4_4.4.group.best_guess,GoR_4_4.4.group.num_winners,GoR_4_4.4.group.high,GoR_4_4.4.group.split,GoR_4_4.4.group.timeout,GoR_4_4.4.subsession.round_number,GoR_4_4.5.player.id_in_group,GoR_4_4.5.player.guess,GoR_4_4.5.player.is_winner,GoR_4_4.5.player.strategy_guess,GoR_4_4.5.player.payoff,GoR_4_4.5.group.id_in_subsession,GoR_4_4.5.group.two_thirds_avg,GoR_4_4.5.group.best_guess,GoR_4_4.5.group.num_winners,GoR_4_4.5.group.high,GoR_4_4.5.group.split,GoR_4_4.5.group.timeout,GoR_4_4.5.subsession.round_number,GoR_4_4.6.player.id_in_group,GoR_4_4.6.player.guess,GoR_4_4.6.player.is_winner,GoR_4_4.6.player.strategy_guess,GoR_4_4.6.player.payoff,GoR_4_4.6.group.id_in_subsession,GoR_4_4.6.group.two_thirds_avg,GoR_4_4.6.group.best_guess,GoR_4_4.6.group.num_winners,GoR_4_4.6.group.high,GoR_4_4.6.group.split,GoR_4_4.6.group.timeout,GoR_4_4.6.subsession.round_number,GoR_4_4.7.player.id_in_group,GoR_4_4.7.player.guess,GoR_4_4.7.player.is_winner,GoR_4_4.7.player.strategy_guess,GoR_4_4.7.player.payoff,GoR_4_4.7.group.id_in_subsession,GoR_4_4.7.group.two_thirds_avg,GoR_4_4.7.group.best_guess,GoR_4_4.7.group.num_winners,GoR_4_4.7.group.high,GoR_4_4.7.group.split,GoR_4_4.7.group.timeout,GoR_4_4.7.subsession.round_number,GoR_4_4.8.player.id_in_group,GoR_4_4.8.player.guess,GoR_4_4.8.player.is_winner,GoR_4_4.8.player.strategy_guess,GoR_4_4.8.player.payoff,GoR_4_4.8.group.id_in_subsession,GoR_4_4.8.group.two_thirds_avg,GoR_4_4.8.group.best_guess,GoR_4_4.8.group.num_winners,GoR_4_4.8.group.high,GoR_4_4.8.group.split,GoR_4_4.8.group.timeout,GoR_4_4.8.subsession.round_number
67,jd3dn4rz,,0,72,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:39:18.010489+00:00,1,A375OH1S7FO7L8,32SVAV9L3GS7TWX1Y67GK3XHB5MA3I,0.00,$1.00,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,67,1,0,0.00,1,1,67,0,0,0.00,1,2,67,0,0,0.00,1,3,67,0,0,0.00,1,4,67,0,0,0.00,1,5,67,0,0,0.00,1,6,67,0,0,0.00,1,7,67,0,0,0.00,1,8,4,0,0,,0.00,14,,,,1,1,1,1,4,,0,,0.00,14,,,,1,1,1,2,4,,0,,0.00,14,,,,1,1,1,3,4,,0,,0.00,14,,,,1,1,1,4,4,,0,,0.00,14,,,,1,1,1,5,4,,0,,0.00,14,,,,1,1,1,6,4,,0,,0.00,14,,,,1,1,1,7,4,,0,,0.00,14,,,,1,1,1,8
68,of976zh3,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-31 09:40:07.963115+00:00,1,A3VN4PZ8BK4R2X,3RKNTXVS3NHSBSG5YKCZU8PNP5IA43,0.00,$1.00,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,68,0,1,0.00,1,1,68,0,0,0.00,1,2,68,0,0,0.00,1,3,68,0,0,0.00,1,4,68,0,0,0.00,1,5,68,0,0,0.00,1,6,68,0,0,0.00,1,7,68,0,0,0.00,1,8,68,,0,,0.00,1,,,,0,0,0,1,68,,0,,0.00,1,,,,0,0,0,2,68,,0,,0.00,1,,,,0,0,0,3,68,,0,,0.00,1,,,,0,0,0,4,68,,0,,0.00,1,,,,0,0,0,5,68,,0,,0.00,1,,,,0,0,0,6,68,,0,,0.00,1,,,,0,0,0,7,68,,0,,0.00,1,,,,0,0,0,8
69,jjf7v1xp,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-31 09:40:23.017786+00:00,1,AW6DFFL8QE1FH,3OS46CRSLGIQI3NHS3WANTNE66OV69,0.00,$1.00,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,69,0,1,0.00,1,1,69,0,0,0.00,1,2,69,0,0,0.00,1,3,69,0,0,0.00,1,4,69,0,0,0.00,1,5,69,0,0,0.00,1,6,69,0,0,0.00,1,7,69,0,0,0.00,1,8,69,,0,,0.00,1,,,,0,0,0,1,69,,0,,0.00,1,,,,0,0,0,2,69,,0,,0.00,1,,,,0,0,0,3,69,,0,,0.00,1,,,,0,0,0,4,69,,0,,0.00,1,,,,0,0,0,5,69,,0,,0.00,1,,,,0,0,0,6,69,,0,,0.00,1,,,,0,0,0,7,69,,0,,0.00,1,,,,0,0,0,8
70,ljddg3do,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:40:41.660369+00:00,1,A2UIRHKDQBWJEZ,3WYP994K18A7MXIMXEJUUSR8ONQY6L,0.00,$1.00,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,70,1,0,0.00,1,1,70,0,0,0.00,1,2,70,0,0,0.00,1,3,70,0,0,0.00,1,4,70,0,0,0.00,1,5,70,0,0,0.00,1,6,70,0,0,0.00,1,7,70,0,0,0.00,1,8,2,30,0,,0.00,14,,,,1,1,1,1,2,,0,,0.00,14,,,,1,1,1,2,2,,0,,0.00,14,,,,1,1,1,3,2,,0,,0.00,14,,,,1,1,1,4,2,,0,,0.00,14,,,,1,1,1,5,2,,0,,0.00,14,,,,1,1,1,6,2,,0,,0.00,14,,,,1,1,1,7,2,,0,No strategy as the game didn't even started.,0.00,14,,,,1,1,1,8
71,d5phykyg,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:41:53.606137+00:00,1,AHWF0QIK9VTDS,3HMIGG0U4MPUQB1AQTGSE6NZUIGY87,0.00,$1.00,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,71,1,0,0.00,1,1,71,0,0,0.00,1,2,71,0,0,0.00,1,3,71,0,0,0.00,1,4,71,0,0,0.00,1,5,71,0,0,0.00,1,6,71,0,0,0.00,1,7,71,0,0,0.00,1,8,2,71,0,,0.00,15,32.67,51,1,1,0,0,1,2,61,0,,0.00,15,37.67,47,1,1,0,0,2,2,58,0,,0.00,15,28.67,21,1,1,0,0,3,2,25,0,,0.00,15,16.67,17,1,1,0,0,4,2,33,0,,0.00,15,21.33,15,1,1,0,0,5,2,40,0,,0.00,15,21.33,20,1,1,0,0,6,2,42,0,,0.00,15,17.33,12,1,1,0,0,7,2,20,0,random guessing.,0.00,15,12.0,15,1,1,0,0,8
72,w6rjpdfe,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:42:01.749009+00:00,1,A2H4W8CQ5IV8BG,32SVAV9L3GS7TWX1Y67GK3XHB5MA3I,0.50,$1.50,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,72,1,0,0.00,1,1,72,0,0,0.00,1,2,72,0,0,0.00,1,3,72,0,0,0.00,1,4,72,0,0,0.00,1,5,72,0,0,0.00,1,6,72,0,0,0.00,1,7,72,0,0,0.00,1,8,1,14,0,,0.00,15,32.67,51,1,1,0,0,1,1,50,0,,0.00,15,37.67,47,1,1,0,0,2,1,45,0,,0.00,15,28.67,21,1,1,0,0,3,1,25,0,,0.00,15,16.67,17,1,1,0,0,4,1,15,1,,0.15,15,21.33,15,1,1,0,0,5,1,20,1,,0.20,15,21.33,20,1,1,0,0,6,1,25,0,,0.00,15,17.33,12,1,1,0,0,7,1,15,1,Move towards average,0.15,15,12.0,15,1,1,0,0,8
73,zvrxvgs9,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-31 09:42:08.479797+00:00,1,A3LIV109259OU2,3JC6VJ2SAC2A7BK5CPV9Z0V1P1DA58,0.00,$1.00,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,73,0,1,0.00,1,1,73,0,0,0.00,1,2,73,0,0,0.00,1,3,73,0,0,0.00,1,4,73,0,0,0.00,1,5,73,0,0,0.00,1,6,73,0,0,0.00,1,7,73,0,0,0.00,1,8,73,,0,,0.00,1,,,,0,0,0,1,73,,0,,0.00,1,,,,0,0,0,2,73,,0,,0.00,1,,,,0,0,0,3,73,,0,,0.00,1,,,,0,0,0,4,73,,0,,0.00,1,,,,0,0,0,5,73,,0,,0.00,1,,,,0,0,0,6,73,,0,,0.00,1,,,,0,0,0,7,73,,0,,0.00,1,,,,0,0,0,8
74,mjfrb4ox,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-31 09:44:00.695569+00:00,1,AF18OIZ0GWGP2,3PQMUDRV7SP1PHYIVX6G57NP7VOIIU,0.00,$1.00,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,74,0,1,0.00,1,1,74,0,0,0.00,1,2,74,0,0,0.00,1,3,74,0,0,0.00,1,4,74,0,0,0.00,1,5,74,0,0,0.00,1,6,74,0,0,0.00,1,7,74,0,0,0.00,1,8,74,,0,,0.00,1,,,,0,0,0,1,74,,0,,0.00,1,,,,0,0,0,2,74,,0,,0.00,1,,,,0,0,0,3,74,,0,,0.00,1,,,,0,0,0,4,74,,0,,0.00,1,,,,0,0,0,5,74,,0,,0.00,1,,,,0,0,0,6,74,,0,,0.00,1,,,,0,0,0,7,74,,0,,0.00,1,,,,0,0,0,8
75,08j8ono1,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:44:47.601848+00:00,1,A1YK5BEUKS3S1W,3C44YUNSI28CYS50GEVPN78O14BDPZ,0.75,$1.75,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,75,1,0,0.00,1,1,75,0,0,0.00,1,2,75,0,0,0.00,1,3,75,0,0,0.00,1,4,75,0,0,0.00,1,5,75,0,0,0.00,1,6,75,0,0,0.00,1,7,75,0,0,0.00,1,8,2,45,0,,0.00,18,30.33,22,1,1,1,0,1,2,20,1,,0.25,18,19.17,20,2,1,1,0,2,2,30,0,,0.00,18,18.33,19,1,1,1,0,3,2,25,0,,0.00,18,19.33,20,1,1,1,0,4,2,50,0,,0.00,18,19.0,19,1,1,1,0,5,2,10,0,,0.00,18,17.83,18,1,1,1,0,6,2,20,1,,0.50,18,21.33,20,1,1,1,0,7,2,20,0,Just a mind game ,0.00,18,13.17,18,1,1,1,0,8
76,y83uvb2w,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:44:56.610289+00:00,1,A3K0GYICW2CXM3,3WEV0KO0ONB9BKLS8VZJICDZOOIDSF,1.01,$2.01,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,76,1,0,0.00,1,1,76,0,0,0.00,1,2,76,0,0,0.00,1,3,76,0,0,0.00,1,4,76,0,0,0.00,1,5,76,0,0,0.00,1,6,76,0,0,0.00,1,7,76,0,0,0.00,1,8,4,51,1,,0.51,15,32.67,51,1,1,0,0,1,4,68,0,,0.00,15,37.67,47,1,1,0,0,2,4,21,1,,0.21,15,28.67,21,1,1,0,0,3,4,17,1,,0.17,15,16.67,17,1,1,0,0,4,4,47,0,,0.00,15,21.33,15,1,1,0,0,5,4,53,0,,0.00,15,21.33,20,1,1,0,0,6,4,12,1,,0.12,15,17.33,12,1,1,0,0,7,4,7,0,least number selection,0.00,15,12.0,15,1,1,0,0,8
77,9cip0efj,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:45:30.843325+00:00,1,AHKH0JN22XQWL,3HMVI3QICKBCFBHPR87DZW0RGCAY1N,0.47,$1.47,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,77,1,0,0.00,1,1,77,0,0,0.00,1,2,77,0,0,0.00,1,3,77,0,0,0.00,1,4,77,0,0,0.00,1,5,77,0,0,0.00,1,6,77,0,0,0.00,1,7,77,0,0,0.00,1,8,3,60,0,,0.00,15,32.67,51,1,1,0,0,1,3,47,1,,0.47,15,37.67,47,1,1,0,0,2,3,48,0,,0.00,15,28.67,21,1,1,0,0,3,3,33,0,,0.00,15,16.67,17,1,1,0,0,4,3,33,0,,0.00,15,21.33,15,1,1,0,0,5,3,15,0,,0.00,15,21.33,20,1,1,0,0,6,3,25,0,,0.00,15,17.33,12,1,1,0,0,7,3,30,0,i tried getting it closer to previous average.,0.00,15,12.0,15,1,1,0,0,8
78,rrajse8f,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:45:40.527629+00:00,1,A20CZCJPRP54G9,3OHYZ19UGDOWFLQNH4R886VS6WIOAR,0.70,$1.70,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,78,1,0,0.00,1,1,78,0,0,0.00,1,2,78,0,0,0.00,1,3,78,0,0,0.00,1,4,78,0,0,0.00,1,5,78,0,0,0.00,1,6,78,0,0,0.00,1,7,78,0,0,0.00,1,8,2,33,1,,0.33,16,26.0,33,2,0,0,0,1,2,27,0,,0.00,16,18.0,20,1,0,0,0,2,2,17,1,,0.17,16,20.83,17,1,0,0,0,3,2,20,1,,0.20,16,16.5,20,2,0,0,0,4,2,18,0,,0.00,16,15.0,14,1,0,0,0,5,2,15,0,,0.00,16,13.0,12,1,0,0,0,6,2,12,0,,0.00,16,8.0,11,2,0,0,0,7,2,5,0,"I observed that the 2/3 average decreased for the most part from round to round, so I adjusted my numbers downward in most instances. In doing so, I attempted to anticipate what other players would do and guessed numbers that would hopefully leave me as the player who would get the bonus.",0.00,16,5.83,6,1,0,0,0,8
79,mfmkhb3t,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:47:29.841420+00:00,1,A3G2JDGJCXCWVD,3NC5L260MP5RBC7VSKD0M76J3CVOF4,0.20,$1.20,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,79,1,0,0.00,1,1,79,0,0,0.00,1,2,79,0,0,0.00,1,3,79,0,0,0.00,1,4,79,0,0,0.00,1,5,79,0,0,0.00,1,6,79,0,0,0.00,1,7,79,0,0,0.00,1,8,1,40,0,,0.00,16,26.0,33,2,0,0,0,1,1,35,0,,0.00,16,18.0,20,1,0,0,0,2,1,25,0,,0.00,16,20.83,17,1,0,0,0,3,1,20,1,,0.20,16,16.5,20,2,0,0,0,4,1,20,0,,0.00,16,15.0,14,1,0,0,0,5,1,18,0,,0.00,16,13.0,12,1,0,0,0,6,1,14,0,,0.00,16,8.0,11,2,0,0,0,7,1,12,0,I just tried to adjust my guesses to the how the averages were changing.,0.00,16,5.83,6,1,0,0,0,8
80,dhubx4a3,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:47:39.569832+00:00,1,A8TNLQFNI1GVX,3JV9LGBJWUXXPC3Q34JI4S6V4RVOG3,1.07,$2.07,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,80,1,0,0.00,1,1,80,0,0,0.00,1,2,80,0,0,0.00,1,3,80,0,0,0.00,1,4,80,0,0,0.00,1,5,80,0,0,0.00,1,6,80,0,0,0.00,1,7,80,0,0,0.00,1,8,1,65,0,,0.00,17,46.67,50,1,0,1,0,1,1,38,1,,0.38,17,33.0,38,1,0,1,0,2,1,27,1,,0.27,17,32.0,27,1,0,1,0,3,1,42,0,,0.00,17,18.33,20,1,0,1,0,4,1,34,0,,0.00,17,38.17,40,1,0,1,0,5,1,19,1,,0.19,17,17.33,19,1,0,1,0,6,1,23,1,,0.23,17,32.5,23,1,0,1,0,7,1,32,0,Calculated the guess according to the participants present. ,0.00,17,20.17,17,1,0,1,0,8
81,kdx6wc4g,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:49:16.174674+00:00,1,ALAOEYIYW0CW7,3MB8LZR5BGCULDWCG3O5A3UUG37LKM,0.31,$1.31,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,81,1,0,0.00,1,1,81,0,0,0.00,1,2,81,0,0,0.00,1,3,81,0,0,0.00,1,4,81,0,0,0.00,1,5,81,0,0,0.00,1,6,81,0,0,0.00,1,7,81,0,0,0.00,1,8,3,50,0,,0.00,16,26.0,33,2,0,0,0,1,3,20,1,,0.20,16,18.0,20,1,0,0,0,2,3,28,0,,0.00,16,20.83,17,1,0,0,0,3,3,37,0,,0.00,16,16.5,20,2,0,0,0,4,3,38,0,,0.00,16,15.0,14,1,0,0,0,5,3,33,0,,0.00,16,13.0,12,1,0,0,0,6,3,11,1,,0.11,16,8.0,11,2,0,0,0,7,3,12,0,"I thought of a combination personal numbers that have meaning to me and also completely random numbers, coming up with them from the top of my head. Birthdays/ages of people I liked. This was just like playing the lottery.",0.00,16,5.83,6,1,0,0,0,8
82,0e4x5ijj,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:49:32.527440+00:00,1,A324AD5U1SV0OA,3M81GAB8A124J78V2VJ8SMAY3FLBQH,0.76,$1.76,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,82,1,0,0.00,1,1,82,0,0,0.00,1,2,82,0,0,0.00,1,3,82,0,0,0.00,1,4,82,0,0,0.00,1,5,82,0,0,0.00,1,6,82,0,0,0.00,1,7,82,0,0,0.00,1,8,4,33,1,,0.33,16,26.0,33,2,0,0,0,1,4,26,0,,0.00,16,18.0,20,1,0,0,0,2,4,55,0,,0.00,16,20.83,17,1,0,0,0,3,4,22,0,,0.00,16,16.5,20,2,0,0,0,4,4,14,1,,0.14,16,15.0,14,1,0,0,0,5,4,12,1,,0.12,16,13.0,12,1,0,0,0,6,4,11,1,,0.11,16,8.0,11,2,0,0,0,7,4,6,1,JUST GUESSING,0.06,16,5.83,6,1,0,0,0,8
83,savyd0s7,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:50:50.230857+00:00,1,A3T1B6VQ6QJFIW,3ZY8KE4ISKMJSL617CA8TY45671VQ7,0.00,$1.00,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,83,1,0,0.00,1,1,83,0,0,0.00,1,2,83,0,0,0.00,1,3,83,0,0,0.00,1,4,83,0,0,0.00,1,5,83,0,0,0.00,1,6,83,0,0,0.00,1,7,83,0,0,0.00,1,8,3,80,0,,0.00,17,46.67,50,1,0,1,0,1,3,50,0,,0.00,17,33.0,38,1,0,1,0,2,3,40,0,,0.00,17,32.0,27,1,0,1,0,3,3,33,0,,0.00,17,18.33,20,1,0,1,0,4,3,55,0,,0.00,17,38.17,40,1,0,1,0,5,3,30,0,,0.00,17,17.33,19,1,0,1,0,6,3,12,0,,0.00,17,32.5,23,1,0,1,0,7,3,32,0,Random selection.,0.00,17,20.17,17,1,0,1,0,8
84,ml5xmi2b,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:51:52.293113+00:00,1,A1QUBLZCONL4QD,3P4RDNWND6PXKSIODFRGH82PKADJI7,0.90,$1.90,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,84,1,0,0.00,1,1,84,0,0,0.00,1,2,84,0,0,0.00,1,3,84,0,0,0.00,1,4,84,0,0,0.00,1,5,84,0,0,0.00,1,6,84,0,0,0.00,1,7,84,0,0,0.00,1,8,2,50,1,,0.50,17,46.67,50,1,0,1,0,1,2,50,0,,0.00,17,33.0,38,1,0,1,0,2,2,100,0,,0.00,17,32.0,27,1,0,1,0,3,2,15,0,,0.00,17,18.33,20,1,0,1,0,4,2,40,1,,0.40,17,38.17,40,1,0,1,0,5,2,30,0,,0.00,17,17.33,19,1,0,1,0,6,2,60,0,,0.00,17,32.5,23,1,0,1,0,7,2,40,0,just using my best judgement.,0.00,17,20.17,17,1,0,1,0,8
85,vpkx8ipw,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:52:09.463305+00:00,1,A2YE2I9DYV9OKW,326O153BMJH811GA70FETV9KNX9EDF,0.37,$1.37,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,85,1,0,0.00,1,1,85,0,0,0.00,1,2,85,0,0,0.00,1,3,85,0,0,0.00,1,4,85,0,0,0.00,1,5,85,0,0,0.00,1,6,85,0,0,0.00,1,7,85,0,0,0.00,1,8,4,85,0,,0.00,17,46.67,50,1,0,1,0,1,4,60,0,,0.00,17,33.0,38,1,0,1,0,2,4,25,0,,0.00,17,32.0,27,1,0,1,0,3,4,20,1,,0.20,17,18.33,20,1,0,1,0,4,4,100,0,,0.00,17,38.17,40,1,0,1,0,5,4,25,0,,0.00,17,17.33,19,1,0,1,0,6,4,100,0,,0.00,17,32.5,23,1,0,1,0,7,4,17,1,"In the beginning I tried to get ahead of where the average seemed to be trending. In the middle of the game I switched to alternating high votes with an honest attempt to get to 2/3 because solely chasing the 2/3 seemed to be contributing to crashing the average down toward 0, I figured if I could elevate the average that might encourage the other players to vote a bit higher and make the prize a little more worth winning.",0.17,17,20.17,17,1,0,1,0,8
86,nd2q2vy5,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-31 09:52:25.344172+00:00,1,A3MXI2O3JZ0TZH,3SLE99ER0OWDXZ9MPR2LJFM28I6BZB,0.25,$1.25,67j20hyb,,,30ZKOOGW2WP9X9LSL0OV8RMWPN1A1K,3BH1IVA3WKG21Q5K5GKRDZWNV5FR1Q,,0,$1.00,0.01,86,1,0,0.00,1,1,86,0,0,0.00,1,2,86,0,0,0.00,1,3,86,0,0,0.00,1,4,86,0,0,0.00,1,5,86,0,0,0.00,1,6,86,0,0,0.00,1,7,86,0,0,0.00,1,8,3,50,0,,0.00,18,30.33,22,1,1,1,0,1,3,20,1,,0.25,18,19.17,20,2,1,1,0,2,3,30,0,,0.00,18,18.33,19,1,1,1,0,3,3,50,0,,0.00,18,19.33,20,1,1,1,0,4,3,25,0,,0.00,18,19.0,19,1,1,1,0,5,3,60,0,,0.00,18,17.83,18,1,1,1,0,6,3,16,0,,0.00,18,21.33,20,1,1,1,0,7,3,22,0,Going with my intuition.,0.00,18,13.17,18,1,1,1,0,8
